simulacao_escolhida_treinamento,bnx_train,euclidiana_treinamento,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH
IP200_IT300_ei_exp,EMEP1403_EXPL1_5_6.BNX,3.8797179089418834,24.36267668324392,2.0,6.0,14.0,23.35928584874863,0.98,295.9066282194887,133.0,0.22,11.0,5.0,4.0,78.0
