Score,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH,initPoints,iters.n,acq,kernel,method
-0.5786643766873155,28.89467561302853,2.0,6.0,14.0,19.878847331487748,0.98,333.2945736067103,133.0,0.22,11.0,5.0,9.503586472227461,78.0,100,300,ei,matern5_2,MAPE
