simulacao_escolhida_final,bnx_train,bnx_test,euclidiana_treinamento,euclidiana_teste,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH
IP200_IT300_ei_gauss,EMEP1403_EXPL1_5_6.BNX,EMEP1403_PREV1_5_6.BNX,4.79939556796826,1.1407823225411675,35.0,2.0,6.0,14.0,30.36858385575624,1.0,258.6536923095789,133.0,0.22,11.0,5.0,4.0,78.0
