*PLANT C OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.5.007 -  JAN 21, 2026 10:11:01
@YEAR DOY   DAS   DAP   TWAD    PHAD    CMAD    CGRD    GRAD    MRAD    CHAD   CL%D   CS%D   TGNN   TGAV    GN%D    GL%D    GC%D
 2015 184    59    58   2459 13.0227  1.1003  8.9739  2.5152  1.5871 0.00000 14.548 25.670 25.268 20.142  3.5717  2.7810 65.3961
 2015 185    60    59   2514 12.6702  1.0738  8.6889  2.4625  1.5663 0.00000 14.358 24.902 25.708 19.928  3.5730  2.7869 65.3820
 2015 186    61    60   2563 11.0160  1.0327  7.8559  2.1356  1.4241 0.00000 14.155 24.138 25.606 19.274  3.5728  2.7871 65.3832
 2015 187    62    61   2606  9.7853  1.0107  7.2091  1.8152  1.3330 0.00000 13.943 23.368 25.222 19.096  3.5723  2.7859 65.3873
 2015 188    63    62   2630  6.4380  0.9630  5.2890  1.0642  1.0204 0.00006 13.729 22.611 21.852 18.134  3.5709  2.7793 65.4025
 2015 189    64    63   2636  2.8642  0.8748  2.8848  0.3456  0.6904 0.00004 13.478 21.888 17.709 16.091  3.5693  2.7676 65.4241
 2015 190    65    64   2679  9.9198  0.9272  7.1811  1.9531  1.2111 0.00000 13.253 21.115 23.368 18.581  3.5708  2.7597 65.4229
 2015 191    66    65   2730 11.6302  0.9402  7.8736  2.2639  1.5005 0.04146 13.029 20.349 26.083 20.228  3.5731  2.7640 65.4040
 2015 192    67    66   2780 11.4631  0.9384  8.0132  2.1594  1.5802 0.00000 12.798 19.527 26.574 21.063  3.5761  2.7731 65.3761
 2015 193    68    67   2832 10.5953  0.3168  7.1421  1.7637  1.4443 0.21657 13.021 19.580 26.231 20.270  3.5761  2.7809 65.3685
 2015 194    69    68   2786 11.1375  0.0000  5.5940  0.8090  1.5362 2.58559 14.161 22.535 26.958 20.859  3.5385  2.8671 65.5175
 2015 195    70    69   2744  8.2490  0.5495  5.8435  1.0848  1.3029 0.13896 13.888 21.854 26.493 20.633  3.5123  2.9280 65.6200
 2015 196    71    70   2711  6.4607  0.8024  4.7142  1.1133  1.1619 0.00275 13.219 20.677 26.664 20.562  3.5111  2.9356 65.6203
 2015 197    72    71   2685  4.6918  0.7007  3.5210  0.7804  0.9665 0.00085 12.564 19.594 25.114 20.010  3.5113  2.9370 65.6175
 2015 198    73    72   2665  3.5407  0.5527  2.6793  0.4674  0.8367 0.02340 12.020 18.733 24.498 19.358  3.5036  2.9525 65.6499
