*Soil Inorganic Nitrogen daily output file

*DSSAT Cropping System Model Ver. 4.7.5.007 -  JAN 21, 2026 10:11:01
!                                                                                                                              NO3 (ppm) at soil dep. (cm):                                            NH4 (ppm) at soil dep. (cm):                                            Total Inorganic N @dep(ppm):
!                                                                                                                              0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS  NAPC  NI#M    NIAD    NITD    NHTD    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM    NLCC    TDFC    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NI7D    NI8D    NI9D    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NH7D    NH8D    NH9D    NT1D    NT2D    NT3D    NT4D    NT5D    NT6D    NT7D    NT8D    NT9D    
 2015 174    72   100     3    73.1    68.9     4.2   35.35   95.15    9.70    0.00   18.63   35.35   91.83   42.07    0.00    1.25     1.6     2.1    3.15    4.39    5.60    6.21    6.64    6.89    0.13    0.46    0.35    0.29    0.27    0.24    0.19    0.18    0.18    1.38    2.02    2.47    3.44    4.66    5.84    6.40    6.82    7.07
 2015 175    73   100     3    73.5    69.3     4.1   35.82   95.63    9.70    0.00   18.70   35.82   91.83   42.07    0.00    1.34     1.6     2.2    3.23    4.43    5.61    6.20    6.61    6.86    0.12    0.48    0.33    0.28    0.26    0.24    0.19    0.18    0.18    1.46    2.06    2.53    3.51    4.70    5.84    6.39    6.79    7.04

*DSSAT Cropping System Model Ver. 4.7.5.007 -  JAN 21, 2026 10:11:01
!                                                                                                                              NO3 (ppm) at soil dep. (cm):                                            NH4 (ppm) at soil dep. (cm):                                            Total Inorganic N @dep(ppm):
!                                                                                                                              0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS  NAPC  NI#M    NIAD    NITD    NHTD    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM    NLCC    TDFC    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NI7D    NI8D    NI9D    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NH7D    NH8D    NH9D    NT1D    NT2D    NT3D    NT4D    NT5D    NT6D    NT7D    NT8D    NT9D    
 2015 125     0     0     0   100.1    90.3     9.8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.50     5.5     5.5    5.50    5.50    5.50    5.50    5.50    5.50    0.60    0.60    0.60    0.60    0.60    0.60    0.60    0.60    0.60    6.10    6.10    6.10    6.10    6.10    6.10    6.10    6.10    6.10
 2015 126     1    20     1   114.7    92.0    22.7    0.53    1.77    0.00    0.00    0.00    0.53    0.00    0.00    0.00    3.47     5.0     5.9    6.28    6.28    6.28    5.87    5.68    5.64    8.54    0.53    0.53    0.52    0.52    0.52    0.52    0.52    0.52   12.01    5.56    6.42    6.80    6.80    6.80    6.39    6.20    6.16
 2015 127     2    20     1   118.5    92.6    25.9    1.00    2.35    0.00    0.00    0.00    1.00    0.00    0.03    0.00    3.64     5.0     5.9    6.28    6.27    6.26    5.98    5.76    5.73   10.36    0.54    0.54    0.53    0.54    0.54    0.53    0.52    0.47   13.99    5.50    6.39    6.81    6.80    6.80    6.50    6.29    6.19
 2015 128     3    20     1   118.6    91.6    27.0    1.48    3.44    0.00    0.00    0.00    1.48    0.00    2.07    0.00    4.30     4.8     5.6    6.06    6.08    6.08    5.88    5.73    5.72   10.83    0.63    0.55    0.55    0.55    0.55    0.53    0.52    0.47   15.12    5.42    6.16    6.61    6.62    6.63    6.41    6.25    6.18
 2015 129     4    20     1   118.5    92.1    26.5    1.98    5.02    0.00    0.00    0.00    1.98    0.00    3.20    0.00    5.17     4.7     5.5    5.93    5.95    5.95    5.81    5.71    5.78   10.49    0.69    0.56    0.55    0.55    0.55    0.53    0.52    0.42   15.66    5.42    6.03    6.48    6.50    6.51    6.34    6.23    6.19
 2015 130     5    20     1   119.2    93.9    25.4    2.46    6.82    0.00    0.00    0.00    2.46    0.00    3.20    0.00    4.72     4.7     5.6    6.30    6.40    6.23    5.92    5.82    5.79    9.92    0.71    0.57    0.55    0.55    0.55    0.53    0.46    0.38   14.64    5.36    6.21    6.85    6.95    6.79    6.45    6.29    6.17
 2015 131     6    20     1   117.8    92.8    24.9    2.92    7.78    0.44    0.00    0.00    2.92    0.00    4.74    0.00    3.75     4.1     5.2    5.99    6.25    6.31    6.32    6.47    6.59    9.66    0.74    0.59    0.57    0.56    0.56    0.53    0.42    0.35   13.40    4.82    5.74    6.56    6.82    6.87    6.85    6.89    6.94
 2015 132     7    20     1   114.5    89.9    24.7    3.33    8.44    0.93    0.00    0.00    3.33    0.05    7.87    0.00    3.91     3.9     4.9    5.73    6.00    6.08    6.10    6.26    6.37    9.40    0.75    0.61    0.58    0.58    0.57    0.54    0.43    0.37   13.31    4.69    5.50    6.31    6.58    6.65    6.64    6.70    6.74
 2015 133     8    20     1   114.3    90.1    24.1    3.77    9.37    1.22    0.00    0.00    3.77    0.14    8.19    0.00    4.35     3.9     4.8    5.69    5.96    6.04    6.06    6.24    6.34    9.03    0.76    0.62    0.59    0.58    0.58    0.55    0.45    0.38   13.38    4.70    5.45    6.28    6.54    6.62    6.61    6.68    6.73
 2015 134     9    20     1   112.6    89.1    23.5    4.19   10.39    1.46    0.00    0.00    4.19    0.25    9.94    0.00    4.89     3.9     4.7    5.54    5.80    5.89    5.91    6.08    6.19    8.61    0.76    0.62    0.59    0.59    0.58    0.55    0.46    0.39   13.50    4.66    5.33    6.13    6.39    6.47    6.46    6.54    6.58
 2015 135    10    20     1   112.6    89.9    22.7    4.61   11.55    1.60    0.00    0.00    4.61    0.40   10.10    0.00    4.23     4.0     4.9    5.79    6.16    6.13    5.96    6.07    6.16    8.14    0.76    0.62    0.60    0.59    0.59    0.56    0.46    0.40   12.37    4.71    5.47    6.38    6.75    6.71    6.52    6.54    6.56
 2015 136    11    20     1   110.2    87.7    22.5    5.01   12.12    1.99    0.00    0.00    5.01    0.46   12.41    0.00    4.46     3.9     4.6    5.52    5.89    5.93    5.85    5.95    6.05    7.96    0.77    0.63    0.61    0.60    0.59    0.56    0.47    0.41   12.43    4.62    5.27    6.13    6.49    6.52    6.40    6.42    6.45
 2015 137    12    20     1   108.8    86.8    22.0    5.43   12.98    2.24    0.00    0.00    5.43    0.63   13.82    0.00    4.81     3.8     4.5    5.36    5.72    5.81    5.78    5.89    5.99    7.65    0.77    0.63    0.61    0.61    0.59    0.56    0.47    0.41   12.46    4.56    5.13    5.97    6.33    6.40    6.34    6.36    6.40
 2015 138    13    20     1   108.2    86.9    21.3    5.86   14.07    2.36    0.00    0.00    5.86    0.84   14.52    0.00    5.35     3.8     4.4    5.27    5.62    5.74    5.76    5.86    5.95    7.25    0.76    0.63    0.61    0.61    0.59    0.56    0.47    0.42   12.59    4.54    5.06    5.88    6.23    6.33    6.31    6.33    6.37
 2015 139    14    60     2   146.7    88.2    58.5    6.31   15.53    2.41    0.00    0.11    6.31    1.11   14.52    0.00    5.42     4.2     4.5    5.30    5.62    5.74    5.81    5.87    5.96   28.54    0.75    0.62    0.61    0.60    0.59    0.50    0.43    0.38   33.96    4.94    5.15    5.91    6.22    6.33    6.32    6.30    6.34
 2015 140    15    60     2   147.8    90.0    57.8    6.76   17.57    2.59    0.00    0.22    6.76    1.28   14.52    0.00    6.24     4.2     4.6    5.33    5.63    5.76    5.84    5.89    5.96   28.28    0.76    0.61    0.60    0.60    0.58    0.46    0.39    0.36   34.52    4.96    5.19    5.94    6.22    6.34    6.30    6.28    6.32
 2015 141    16    60     2   147.9    92.3    55.6    7.21   20.27    2.75    0.00    0.34    7.21    1.56   14.57    0.00    7.41     4.1     4.5    5.26    5.59    5.80    5.93    6.03    6.12   27.19    0.78    0.61    0.60    0.59    0.52    0.42    0.36    0.33   34.60    4.91    5.09    5.86    6.18    6.32    6.35    6.40    6.45
 2015 142    17    60     2   147.7    95.5    52.2    7.68   23.76    2.84    0.00    0.46    7.68    2.08   14.57    0.00    7.02     4.5     4.8    5.71    6.19    6.03    6.01    6.04    6.12   25.51    0.78    0.60    0.59    0.53    0.47    0.38    0.34    0.31   32.53    5.30    5.44    6.30    6.72    6.50    6.39    6.38    6.42
 2015 143    18    60     2   146.2    95.5    50.7    8.13   25.56    3.15    0.00    0.59    8.13    2.21   15.96    0.00    7.75     4.4     4.7    5.46    5.96    5.92    6.03    6.12    6.20   24.66    0.80    0.61    0.60    0.54    0.47    0.35    0.31    0.29   32.41    5.22    5.27    6.06    6.50    6.40    6.38    6.43    6.49
 2015 144    19    60     2   145.2    96.9    48.3    8.59   28.09    3.34    0.00    0.71    8.59    2.61   16.79    0.00    8.91     4.4     4.5    5.31    5.81    5.88    6.06    6.16    6.24   23.35    0.79    0.62    0.60    0.54    0.47    0.33    0.29    0.27   32.26    5.18    5.16    5.92    6.36    6.35    6.39    6.45    6.51
 2015 145    20    60     2   144.5    99.3    45.1    9.06   31.20    3.44    0.00    0.84    9.06    3.38   16.98    0.00   10.40     4.3     4.5    5.23    5.73    5.93    6.11    6.20    6.28   21.67    0.78    0.61    0.60    0.55    0.43    0.30    0.28    0.26   32.08    5.12    5.08    5.84    6.28    6.36    6.41    6.48    6.54
 2015 146    21    60     2   143.8   102.2    41.6    9.54   34.63    3.47    0.00    0.96    9.54    4.35   16.98    0.00   12.11     4.3     4.4    5.21    5.70    6.00    6.14    6.19    6.27   19.79    0.75    0.60    0.59    0.54    0.39    0.29    0.26    0.25   31.90    5.06    5.03    5.80    6.24    6.39    6.43    6.46    6.51
 2015 147    22    60     2   143.5   108.5    35.0   10.03   41.17    3.47    0.00    1.08   10.03    5.02   16.98    0.00   13.46     5.8     4.9    5.30    5.79    6.01    6.14    6.18    6.25   16.39    0.66    0.53    0.58    0.48    0.36    0.27    0.25    0.24   29.85    6.41    5.42    5.89    6.27    6.37    6.41    6.43    6.49
 2015 148    23    60     2   143.5   109.8    33.7   10.51   42.76    3.47    0.00    1.20   10.51    5.44   16.98    0.00   13.85     5.8     4.8    5.24    5.79    6.10    6.24    6.33    6.36   15.75    0.67    0.53    0.57    0.43    0.33    0.25    0.24    0.23   29.60    6.43    5.35    5.82    6.22    6.42    6.50    6.57    6.59
 2015 149    24    60     2   142.7   111.2    31.5   11.01   44.95    3.47    0.00    1.31   11.01    6.61   16.98    0.00   13.08     6.6     5.2    5.42    5.87    6.11    6.24    6.32    6.35   14.68    0.66    0.52    0.50    0.39    0.30    0.24    0.23    0.22   27.76    7.26    5.76    5.93    6.26    6.41    6.48    6.55    6.57
 2015 150    25    60     2   142.3   112.0    30.3   11.48   46.33    3.47    0.00    1.42   11.48    7.09   17.24    0.00   13.44     6.5     5.2    5.35    5.85    6.17    6.32    6.41    6.47   14.09    0.67    0.52    0.50    0.36    0.28    0.23    0.22    0.21   27.53    7.17    5.68    5.86    6.21    6.46    6.55    6.62    6.68
 2015 151    26    60     2   141.4   112.9    28.4   11.97   48.16    3.47    0.00    1.53   11.97    8.31   17.30    0.00   14.13     6.3     5.1    5.31    5.88    6.21    6.35    6.44    6.50   13.11    0.66    0.52    0.50    0.33    0.27    0.22    0.21    0.21   27.25    7.00    5.58    5.81    6.21    6.48    6.58    6.65    6.71
 2015 152    27    60     2   139.9   113.9    26.0   12.45   50.34    3.55    0.00    1.65   12.45   10.08   17.30    0.00   14.05     6.9     5.1    5.39    5.88    6.21    6.34    6.42    6.48   11.88    0.64    0.50    0.45    0.31    0.25    0.22    0.21    0.20   25.93    7.51    5.59    5.84    6.19    6.46    6.55    6.63    6.68
 2015 153    28    60     2   139.2   114.2    25.0   12.94   51.64    3.86    0.00    1.74   12.94   10.85   17.30    0.00   14.15     6.7     5.0    5.40    5.94    6.29    6.43    6.48    6.47   11.38    0.63    0.51    0.41    0.29    0.24    0.21    0.20    0.20   25.53    7.38    5.54    5.80    6.23    6.53    6.64    6.68    6.67
 2015 154    29    60     2   137.7   114.5    23.2   13.44   53.34    4.01    0.00    1.84   13.44   12.59   17.30    0.00   14.58     6.5     4.9    5.42    5.97    6.33    6.44    6.47    6.45   10.48    0.61    0.50    0.37    0.27    0.23    0.20    0.20    0.20   25.06    7.13    5.44    5.79    6.24    6.56    6.65    6.66    6.65
 2015 155    30    60     2   135.6   114.8    20.8   13.94   55.45    4.06    0.00    1.93   13.94   15.08   17.30    0.00   15.07     6.3     4.9    5.40    5.97    6.33    6.44    6.46    6.44    9.32    0.52    0.45    0.34    0.25    0.22    0.20    0.20    0.19   24.39    6.82    5.35    5.74    6.22    6.55    6.64    6.65    6.63
 2015 156    31    60     2   133.9   116.8    17.2   14.44   58.79    4.06    0.00    2.01   14.44   17.16   17.30    0.00   14.26     7.7     5.3    5.47    5.96    6.33    6.43    6.45    6.43    7.46    0.45    0.41    0.31    0.24    0.21    0.20    0.19    0.19   21.72    8.14    5.66    5.79    6.20    6.55    6.63    6.64    6.62
 2015 157    32    60     2   133.3   116.8    16.5   14.93   59.69    4.06    0.00    2.09   14.93   18.19   17.30    0.00   14.26     7.5     5.2    5.46    6.03    6.44    6.56    6.44    6.42    7.12    0.47    0.42    0.29    0.23    0.21    0.19    0.19    0.19   21.38    7.99    5.59    5.75    6.26    6.64    6.76    6.63    6.61
 2015 158    33    60     2   131.1   115.8    15.3   15.41   60.82    4.06    0.00    2.17   15.41   20.82   17.30    0.00   14.27     7.2     5.0    5.40    6.02    6.46    6.60    6.47    6.41    6.43    0.49    0.42    0.27    0.22    0.20    0.19    0.19    0.19   20.70    7.64    5.39    5.67    6.24    6.67    6.79    6.65    6.60
 2015 159    34   100     3   160.3   115.1    45.2   15.90   62.10    4.06    0.00    9.11   15.90   23.45   17.30    0.00   14.47     6.8     4.9    5.34    6.00    6.46    6.59    6.46    6.40   23.47    0.49    0.39    0.26    0.22    0.20    0.19    0.19    0.19   37.94    7.30    5.28    5.60    6.22    6.66    6.78    6.64    6.59
 2015 160    35   100     3   155.7   120.7    34.9   16.39   68.99    4.06    0.00   12.93   16.39   26.00   17.30    0.00   14.73     8.1     6.1    5.60    6.05    6.46    6.59    6.45    6.40   17.74    0.45    0.36    0.25    0.21    0.20    0.19    0.19    0.18   32.47    8.54    6.44    5.84    6.26    6.66    6.77    6.64    6.58
 2015 161    36   100     3   153.2   121.2    32.0   16.87   70.41    4.06    0.00   14.84   16.87   27.28   17.30    0.00   15.05     7.9     5.9    5.47    6.00    6.52    6.68    6.76    6.46   15.89    0.57    0.38    0.26    0.20    0.19    0.19    0.18    0.18   30.94    8.44    6.33    5.73    6.20    6.71    6.87    6.95    6.64
 2015 162    37   100     3   149.7   121.3    28.4   17.36   72.22    4.06    0.00   16.22   17.36   29.93   17.30    0.00   15.40     7.6     5.8    5.37    5.96    6.52    6.70    6.79    6.72   13.84    0.60    0.40    0.27    0.20    0.19    0.19    0.18    0.18   29.24    8.18    6.16    5.65    6.16    6.71    6.89    6.97    6.91
 2015 163    38   100     3   145.9   121.4    24.5   17.85   74.28    4.06    0.00   17.58   17.85   32.94   17.30    0.00   12.84     8.6     6.6    5.84    6.07    6.56    6.70    6.78    6.72   11.63    0.59    0.42    0.26    0.20    0.19    0.18    0.18    0.18   24.47    9.16    7.06    6.10    6.27    6.75    6.88    6.97    6.90
 2015 164    39   100     3   143.2   120.6    22.6   18.32   75.27    4.06    0.00   18.60   18.32   34.21   18.19    0.00   12.93     8.3     6.5    5.74    5.93    6.50    6.73    6.84    6.89   10.49    0.60    0.44    0.28    0.21    0.19    0.18    0.18    0.18   23.42    8.88    6.90    6.02    6.15    6.69    6.91    7.02    7.08
 2015 165    40   100     3   138.7   118.8    19.9   18.82   76.57    4.26    0.00   19.51   18.82   37.61   18.71    0.00   12.96     7.8     6.1    5.60    5.84    6.49    6.75    6.86    6.92    8.91    0.58    0.46    0.29    0.23    0.19    0.18    0.18    0.18   21.88    8.35    6.61    5.89    6.07    6.68    6.93    7.04    7.10
 2015 166    41   100     3   135.1   117.9    17.3   19.31   78.02    4.34    0.00   20.23   19.31   40.86   18.72    0.00   13.19     7.3     5.9    5.49    5.83    6.51    6.77    6.89    6.95    7.44    0.55    0.46    0.30    0.22    0.19    0.18    0.18    0.18   20.63    7.90    6.35    5.79    6.05    6.70    6.95    7.07    7.13
 2015 167    42   100     3   131.8   118.0    13.7   19.82   80.56    4.34    0.00   20.75   19.82   44.20   18.72    0.00    9.73     7.8     6.9    6.34    6.53    6.78    6.85    6.90    6.94    5.51    0.47    0.47    0.31    0.21    0.18    0.18    0.18    0.18   15.24    8.30    7.38    6.66    6.74    6.97    7.03    7.08    7.12
 2015 168    43   100     3   128.9   115.8    13.2   20.31   81.11    4.51    0.00   21.07   20.31   45.13   20.64    0.00    9.72     7.5     6.6    6.16    6.32    6.60    6.77    6.92    6.99    5.06    0.49    0.49    0.33    0.24    0.20    0.20    0.18    0.18   14.78    8.00    7.09    6.49    6.55    6.80    6.97    7.10    7.17
 2015 169    44   100     3   125.3   113.2    12.1   20.82   81.88    4.60    0.00   21.32   20.82   47.80   21.80    0.00    9.55     7.0     6.3    5.97    6.16    6.49    6.75    6.93    7.01    4.38    0.51    0.50    0.35    0.25    0.22    0.20    0.18    0.18   13.93    7.55    6.76    6.32    6.41    6.71    6.95    7.11    7.19
 2015 170    45   100     3   122.1   111.2    10.9   21.34   82.71    4.65    0.00   21.52   21.34   51.28   21.80    0.00    6.94     6.8     6.6    6.44    6.54    6.79    6.88    6.96    7.01    3.64    0.52    0.51    0.36    0.27    0.24    0.19    0.18    0.18   10.58    7.29    7.15    6.80    6.81    7.03    7.07    7.14    7.19
 2015 171    46   100     3   119.3   108.7    10.6   21.82   83.16    4.82    0.00   21.69   21.82   52.12   23.92    0.00    6.95     6.5     6.3    6.21    6.33    6.59    6.76    6.94    7.04    3.36    0.53    0.52    0.38    0.29    0.25    0.21    0.18    0.18   10.31    6.99    6.84    6.60    6.62    6.85    6.97    7.12    7.22
 2015 172    47   100     3   115.7   105.8     9.9   22.32   83.71    5.08    0.00   21.83   22.32   54.55   25.15    0.00    6.76     6.0     6.0    6.00    6.15    6.46    6.71    6.94    7.06    2.92    0.52    0.51    0.40    0.31    0.27    0.22    0.18    0.18    9.69    6.54    6.48    6.40    6.45    6.73    6.93    7.12    7.24
 2015 173    48   100     3   112.2   103.2     9.1   22.81   84.33    5.21    0.00   21.96   22.81   57.71   25.68    0.00    6.52     5.5     5.6    5.80    6.01    6.38    6.70    6.95    7.08    2.43    0.51    0.51    0.41    0.32    0.28    0.22    0.18    0.18    8.95    6.06    6.12    6.21    6.33    6.67    6.92    7.13    7.26
 2015 174    49   100     3   109.8   101.5     8.4   23.28   84.94    5.25    0.00   22.07   23.28   60.42   25.68    0.00    4.50     5.2     5.8    6.25    6.49    6.56    6.79    6.97    7.07    2.02    0.51    0.51    0.42    0.33    0.29    0.21    0.18    0.18    6.52    5.67    6.34    6.67    6.82    6.86    7.00    7.15    7.25
 2015 175    50   100     3   107.2    98.9     8.3   23.73   85.26    5.61    0.00   22.17   23.73   61.06   27.66    0.00    4.48     4.9     5.5    5.99    6.23    6.39    6.69    6.95    7.10    1.88    0.53    0.52    0.43    0.35    0.31    0.23    0.18    0.18    6.36    5.41    6.03    6.42    6.57    6.70    6.92    7.13    7.28
 2015 176    51   100     3   104.4    96.5     7.9   24.19   85.68    5.81    0.00   22.26   24.19   62.84   28.84    0.00    4.34     4.6     5.2    5.76    6.04    6.30    6.66    6.95    7.11    1.66    0.52    0.51    0.45    0.36    0.32    0.22    0.18    0.18    6.00    5.07    5.71    6.21    6.40    6.61    6.88    7.13    7.29
 2015 177    52   100     3   102.5    95.0     7.5   24.65   86.16    5.91    0.00   22.36   24.65   65.05   28.84    0.00    3.57     4.3     5.3    5.77    6.01    6.34    6.70    6.93    7.10    1.40    0.51    0.51    0.45    0.37    0.33    0.22    0.18    0.18    4.96    4.85    5.80    6.22    6.38    6.67    6.92    7.12    7.28
 2015 178    53   100     3   100.5    93.0     7.5   25.10   86.51    6.14    0.00   22.44   25.10   65.78   30.22    0.00    3.54     4.1     5.0    5.53    5.85    6.24    6.66    6.95    7.14    1.31    0.52    0.52    0.46    0.38    0.34    0.21    0.18    0.18    4.85    4.64    5.52    5.99    6.23    6.58    6.87    7.14    7.32
 2015 179    54   100     3    98.4    91.2     7.2   25.56   86.92    6.26    0.00   22.52   25.56   67.46   30.93    0.00    3.45     3.9     4.7    5.32    5.72    6.20    6.65    6.96    7.15    1.15    0.52    0.51    0.47    0.39    0.34    0.21    0.18    0.18    4.60    4.37    5.22    5.79    6.11    6.54    6.86    7.14    7.34
 2015 180    55   100     3    96.6    89.7     6.9   26.02   87.36    6.30    0.00   22.60   26.02   69.31   31.14    0.00    3.35     3.6     4.5    5.16    5.65    6.17    6.67    6.98    7.17    0.98    0.51    0.51    0.48    0.39    0.35    0.21    0.18    0.18    4.34    4.12    4.97    5.64    6.04    6.53    6.88    7.16    7.36
 2015 181    56   100     3    95.0    88.6     6.5   26.48   87.94    6.31    0.00   22.68   26.48   71.30   31.14    0.00    2.24     3.2     4.3    5.40    6.15    6.41    6.75    6.96    7.16    0.80    0.47    0.51    0.48    0.40    0.33    0.20    0.18    0.18    3.04    3.63    4.82    5.88    6.55    6.74    6.95    7.15    7.34
 2015 182    57   100     3    92.9    86.4     6.5   26.91   88.20    6.51    0.00   22.77   26.91   71.68   33.02    0.00    2.26     3.0     4.1    5.13    5.85    6.24    6.63    6.96    7.19    0.75    0.49    0.52    0.49    0.41    0.34    0.22    0.18    0.18    3.00    3.52    4.59    5.62    6.27    6.58    6.85    7.15    7.37
 2015 183    58   100     3    91.0    84.6     6.4   27.38   88.56    6.63    0.00   22.84   27.38   72.74   34.10    0.00    2.23     2.9     3.8    4.92    5.65    6.14    6.60    6.96    7.19    0.65    0.50    0.51    0.50    0.42    0.35    0.21    0.18    0.18    2.88    3.36    4.36    5.43    6.08    6.49    6.82    7.14    7.38
 2015 184    59   100     3    89.7    83.5     6.3   27.85   88.97    6.69    0.00   22.92   27.85   74.38   34.10    0.00    1.84     2.7     3.8    4.88    5.61    6.20    6.64    6.95    7.18    0.54    0.51    0.51    0.51    0.43    0.36    0.21    0.18    0.18    2.38    3.19    4.31    5.39    6.05    6.55    6.85    7.13    7.37
 2015 185    60   100     3    88.3    82.0     6.3   28.33   89.33    6.80    0.00   23.00   28.33   74.94   35.27    0.00    1.86     2.6     3.6    4.65    5.43    6.08    6.60    6.97    7.22    0.50    0.52    0.52    0.52    0.44    0.36    0.21    0.18    0.18    2.36    3.10    4.11    5.17    5.87    6.45    6.81    7.15    7.41
 2015 186    61   100     3    86.9    80.8     6.2   28.83   89.75    6.88    0.00   23.08   28.83   76.10   35.81    0.00    1.85     2.4     3.4    4.48    5.31    6.03    6.60    6.98    7.24    0.46    0.52    0.51    0.50    0.44    0.37    0.20    0.18    0.18    2.31    2.95    3.90    4.98    5.76    6.40    6.81    7.16    7.42
 2015 187    62   100     3    85.9    79.8     6.0   29.34   90.26    6.90    0.00   23.15   29.34   77.53   35.85    0.00    1.78     2.3     3.2    4.33    5.25    6.08    6.63    7.00    7.26    0.43    0.51    0.51    0.50    0.45    0.34    0.20    0.18    0.18    2.20    2.78    3.71    4.84    5.70    6.42    6.83    7.19    7.45
 2015 188    63   100     3    85.1    79.2     5.9   29.84   90.78    6.91    0.00   23.21   29.84   78.69   35.85    0.00    1.72     2.2     3.1    4.26    5.23    6.12    6.63    7.00    7.26    0.40    0.51    0.50    0.50    0.45    0.32    0.20    0.18    0.18    2.12    2.66    3.59    4.76    5.68    6.44    6.83    7.18    7.44
 2015 189    64   100     3    85.0    79.4     5.7   30.33   91.48    6.91    0.00   23.25   30.33   79.25   35.85    0.00    1.71     2.2     3.0    4.28    5.23    6.16    6.65    7.01    7.27    0.36    0.47    0.50    0.46    0.45    0.30    0.19    0.18    0.18    2.07    2.64    3.55    4.74    5.68    6.46    6.84    7.20    7.46
 2015 190    65   100     3    85.5    79.9     5.6   30.78   92.03    6.91    0.00   23.26   30.78   79.25   35.85    0.00    1.73     2.2     3.1    4.35    5.29    6.22    6.67    7.03    7.29    0.36    0.48    0.51    0.43    0.42    0.28    0.19    0.18    0.18    2.09    2.67    3.58    4.78    5.71    6.50    6.87    7.22    7.47
 2015 191    66   100     3    84.5    79.2     5.3   31.21   92.67    6.91    0.00   23.33   31.21   80.62   35.85    0.00    1.39     2.1     3.1    4.33    5.31    6.23    6.67    7.03    7.28    0.33    0.45    0.48    0.40    0.39    0.27    0.19    0.18    0.18    1.72    2.59    3.54    4.73    5.70    6.50    6.86    7.21    7.46
 2015 192    67   100     3    84.1    78.9     5.2   31.64   93.05    6.91    0.00   23.42   31.64   81.31   35.85    0.00    1.44     2.1     2.9    4.14    5.25    6.24    6.75    7.12    7.38    0.30    0.47    0.49    0.41    0.37    0.26    0.19    0.19    0.19    1.74    2.54    3.38    4.54    5.63    6.50    6.94    7.31    7.57
 2015 193    68   100     3    83.5    78.4     5.1   32.09   93.52    6.91    0.00   23.50   32.09   82.28   35.85    0.00    1.45     2.0     2.7    4.05    5.24    6.25    6.77    7.14    7.40    0.27    0.49    0.49    0.38    0.35    0.25    0.19    0.19    0.19    1.72    2.45    3.23    4.43    5.59    6.51    6.96    7.33    7.59
 2015 194    69   100     3    82.7    77.7     5.0   32.56   94.03    6.92    0.00   23.58   32.56   83.47   35.85    0.00    1.00     1.6     2.6    4.12    5.57    6.41    6.82    7.13    7.38    0.25    0.50    0.50    0.36    0.33    0.24    0.19    0.19    0.19    1.25    2.14    3.06    4.47    5.90    6.66    7.01    7.31    7.57
 2015 195    70   100     3    81.2    76.1     5.1   33.05   94.32    6.93    0.00   23.67   33.05   83.65   37.53    0.00    1.04     1.6     2.5    3.91    5.28    6.18    6.73    7.13    7.42    0.22    0.52    0.51    0.38    0.35    0.26    0.19    0.18    0.18    1.26    2.12    2.98    4.29    5.63    6.44    6.92    7.32    7.61
 2015 196    71   100     3    80.2    75.1     5.1   33.58   94.69    6.97    0.00   23.76   33.58   84.20   38.40    0.00    1.06     1.5     2.4    3.78    5.10    6.06    6.71    7.13    7.43    0.19    0.52    0.51    0.39    0.36    0.27    0.19    0.18    0.18    1.25    2.05    2.90    4.17    5.46    6.34    6.90    7.31    7.62
 2015 197    72   100     3    79.7    74.7     5.1   34.11   95.15    6.99    0.00   23.85   34.11   84.95   38.56    0.00    1.08     1.5     2.3    3.69    5.01    6.06    6.72    7.15    7.46    0.17    0.51    0.51    0.40    0.37    0.25    0.18    0.18    0.18    1.24    2.00    2.83    4.09    5.38    6.31    6.91    7.34    7.64
 2015 198    73   100     3    79.7    74.8     4.9   34.64   95.72    6.99    0.00   23.93   34.64   85.44   38.56    0.00    0.86     1.5     2.4    3.85    5.09    6.14    6.73    7.13    7.43    0.15    0.45    0.51    0.41    0.38    0.24    0.18    0.18    0.18    1.00    1.91    2.86    4.25    5.47    6.38    6.91    7.31    7.61
 2015 199    74   100     3    78.6    73.6     5.0   35.15   96.07    7.10    0.00   24.01   35.15   85.63   39.75    0.00    0.90     1.4     2.3    3.63    4.85    5.99    6.69    7.16    7.48    0.14    0.48    0.53    0.43    0.39    0.23    0.18    0.18    0.18    1.04    1.90    2.79    4.06    5.24    6.22    6.88    7.34    7.66
