*Soil Inorganic Nitrogen daily output file

*DSSAT Cropping System Model Ver. 4.7.5.007 -  JAN 21, 2026 10:11:01
!                                                                                                                              NO3 (ppm) at soil dep. (cm):                                            NH4 (ppm) at soil dep. (cm):                                            Total Inorganic N @dep(ppm):
!                                                                                                                              0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS  NAPC  NI#M    NIAD    NITD    NHTD    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM    NLCC    TDFC    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NI7D    NI8D    NI9D    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NH7D    NH8D    NH9D    NT1D    NT2D    NT3D    NT4D    NT5D    NT6D    NT7D    NT8D    NT9D    
 2015 200    75   100     3    78.2    73.1     5.0   35.65   96.45    7.15    0.00   24.07   35.65   85.78   40.43    0.00    0.96     1.4     2.2    3.53    4.74    5.94    6.68    7.16    7.49    0.13    0.49    0.53    0.44    0.39    0.22    0.18    0.18    0.18    1.08    1.91    2.75    3.96    5.14    6.16    6.86    7.34    7.67
 2015 201    76   100     3    78.4    73.3     5.1   36.15   96.85    7.18    0.00   24.14   36.15   85.80   40.59    0.00    1.03     1.5     2.2    3.50    4.71    5.94    6.69    7.18    7.51    0.12    0.51    0.54    0.44    0.40    0.22    0.18    0.18    0.18    1.15    1.96    2.77    3.94    5.11    6.15    6.87    7.36    7.69
 2015 202    77   100     3    78.9    73.8     5.1   36.65   97.32    7.19    0.00   24.15   36.65   85.80   40.59    0.00    1.13     1.5     2.3    3.52    4.80    5.97    6.67    7.15    7.48    0.14    0.52    0.54    0.45    0.37    0.21    0.18    0.18    0.18    1.28    2.02    2.82    3.97    5.17    6.18    6.85    7.33    7.66

*DSSAT Cropping System Model Ver. 4.7.5.007 -  JAN 21, 2026 10:11:01
!                                                                                                                              NO3 (ppm) at soil dep. (cm):                                            NH4 (ppm) at soil dep. (cm):                                            Total Inorganic N @dep(ppm):
!                                                                                                                              0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90    0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS  NAPC  NI#M    NIAD    NITD    NHTD    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM    NLCC    TDFC    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NI7D    NI8D    NI9D    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NH7D    NH8D    NH9D    NT1D    NT2D    NT3D    NT4D    NT5D    NT6D    NT7D    NT8D    NT9D    
 2015 147     0     0     0   100.1    90.3     9.8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    5.50     5.5     5.5    5.50    5.50    5.50    5.50    5.50    5.50    0.60    0.60    0.60    0.60    0.60    0.60    0.60    0.60    0.60    6.10    6.10    6.10    6.10    6.10    6.10    6.10    6.10    6.10
 2015 148     1    20     1   114.7    92.0    22.7    0.53    1.77    0.00    0.00    0.00    0.53    0.00    0.00    0.00    4.13     5.6     6.2    6.23    5.79    5.66    5.63    5.61    5.61    8.54    0.53    0.53    0.52    0.52    0.52    0.52    0.52    0.52   12.66    6.08    6.74    6.76    6.31    6.18    6.15    6.13    6.13
 2015 149     2    20     1   118.0    92.2    25.9    1.02    3.08    0.00    0.00    0.00    1.02    0.00    1.16    0.00    4.62     5.4     6.0    6.07    5.73    5.70    5.69    5.69    5.69   10.54    0.54    0.54    0.53    0.52    0.46    0.46    0.46    0.47   15.17    5.90    6.50    6.60    6.26    6.16    6.16    6.16    6.16
 2015 150     3    20     1   119.3    93.4    25.9    1.52    4.78    0.00    0.00    0.00    1.52    0.00    1.63    0.00    5.41     5.3     5.8    5.96    5.72    5.77    5.77    5.77    5.77   10.69    0.61    0.55    0.54    0.52    0.42    0.42    0.42    0.42   16.10    5.87    6.34    6.49    6.24    6.19    6.19    6.19    6.19
 2015 151     4    20     1   120.2    95.3    24.8    2.01    6.77    0.00    0.00    0.00    2.01    0.00    1.71    0.00    6.36     5.2     5.7    5.89    5.78    5.84    5.84    5.84    5.84   10.25    0.65    0.55    0.54    0.46    0.38    0.38    0.38    0.38   16.60    5.88    6.24    6.43    6.25    6.21    6.22    6.22    6.22
 2015 152     5    20     1   120.8    97.4    23.4    2.50    8.82    0.00    0.00    0.00    2.50    0.00    1.71    0.00    7.39     5.2     5.6    5.86    5.86    5.90    5.88    5.85    5.85    9.61    0.66    0.55    0.53    0.42    0.34    0.35    0.35    0.35   17.00    5.90    6.19    6.40    6.28    6.25    6.22    6.20    6.20
 2015 153     6    20     1   121.3    99.6    21.7    2.99   11.05    0.02    0.00    0.00    2.99    0.00    1.71    0.00    8.45     5.3     5.6    5.91    5.89    5.91    5.88    5.86    5.85    8.93    0.60    0.55    0.48    0.38    0.32    0.32    0.32    0.32   17.38    5.94    6.17    6.39    6.27    6.23    6.20    6.18    6.18
 2015 154     7    20     1   121.7   103.1    18.7    3.48   14.61    0.02    0.00    0.00    3.48    0.10    1.71    0.00   10.27     5.4     5.7    5.95    5.90    5.91    5.89    5.86    5.86    7.49    0.54    0.49    0.43    0.35    0.30    0.30    0.30    0.30   17.76    5.94    6.15    6.37    6.25    6.21    6.18    6.16    6.15
 2015 155     8    20     1   122.1   106.1    16.0    3.98   17.73    0.02    0.00    0.00    3.98    0.22    1.71    0.00    8.83     6.5     6.6    6.52    6.11    5.98    5.94    5.91    5.90    6.25    0.48    0.44    0.39    0.32    0.28    0.28    0.28    0.28   15.08    6.96    7.03    6.91    6.43    6.25    6.21    6.19    6.18
 2015 156     9    20     1   122.5   106.9    15.6    4.46   18.58    0.02    0.00    0.00    4.46    0.29    1.71    0.00    9.10     6.3     6.3    6.39    6.12    6.10    6.11    6.11    6.10    6.07    0.50    0.46    0.40    0.29    0.26    0.26    0.26    0.26   15.17    6.83    6.81    6.79    6.42    6.36    6.37    6.38    6.36
 2015 157    10    20     1   122.5   107.5    15.0    4.95   19.60    0.02    0.00    0.00    4.95    0.49    2.00    0.00    9.57     6.2     6.2    6.30    6.17    6.15    6.16    6.16    6.15    5.78    0.51    0.47    0.41    0.28    0.25    0.25    0.25    0.25   15.34    6.74    6.65    6.71    6.44    6.39    6.40    6.40    6.40
 2015 158    11    20     1   122.8   108.4    14.4    5.43   20.72    0.02    0.00    0.00    5.43    0.68    2.00    0.00   10.17     6.2     6.1    6.25    6.21    6.19    6.20    6.20    6.16    5.43    0.52    0.48    0.41    0.26    0.24    0.24    0.24    0.24   15.59    6.68    6.55    6.67    6.47    6.42    6.43    6.43    6.40
 2015 159    12    20     1   123.1   109.5    13.6    5.90   21.95    0.02    0.00    0.00    5.90    0.89    2.00    0.00   10.85     6.1     6.0    6.27    6.25    6.20    6.18    6.18    6.15    5.06    0.52    0.48    0.38    0.25    0.23    0.23    0.23    0.23   15.91    6.65    6.49    6.65    6.50    6.43    6.41    6.41    6.37
 2015 160    13    20     1   123.3   110.6    12.7    6.38   23.26    0.03    0.00    0.00    6.38    1.16    2.00    0.00    8.66     7.0     6.9    7.02    6.46    6.24    6.17    6.16    6.13    4.67    0.47    0.48    0.34    0.24    0.22    0.22    0.22    0.22   13.33    7.47    7.35    7.36    6.70    6.46    6.39    6.39    6.35
 2015 161    14    20     1   123.0   110.5    12.5    6.84   23.86    0.27    0.00    0.00    6.84    1.25    2.43    0.00    8.84     6.8     6.6    6.82    6.39    6.30    6.30    6.31    6.30    4.55    0.49    0.50    0.36    0.25    0.21    0.21    0.21    0.22   13.38    7.28    7.08    7.18    6.65    6.51    6.52    6.53    6.52
 2015 162    15    20     1   122.4   110.2    12.2    7.32   24.61    0.42    0.00    0.00    7.32    1.56    3.01    0.00    9.11     6.6     6.4    6.68    6.36    6.34    6.34    6.34    6.34    4.33    0.50    0.51    0.37    0.27    0.21    0.21    0.21    0.21   13.44    7.14    6.89    7.05    6.63    6.54    6.55    6.55    6.55
 2015 163    16    60     2   160.7   110.7    50.0    7.80   25.52    0.50    0.00    0.11    7.80    1.99    3.01    0.00    9.59     6.5     6.3    6.58    6.40    6.37    6.37    6.38    6.37   25.81    0.51    0.51    0.38    0.25    0.20    0.20    0.20    0.21   35.41    7.02    6.76    6.96    6.65    6.58    6.58    6.58    6.58
 2015 164    17    60     2   161.7   114.1    47.6    8.28   29.20    0.54    0.00    0.22    8.28    2.48    3.01    0.00   11.74     6.4     6.2    6.53    6.44    6.39    6.35    6.36    6.35   24.47    0.51    0.51    0.39    0.24    0.20    0.20    0.20    0.20   36.21    6.95    6.68    6.91    6.68    6.59    6.55    6.56    6.55
 2015 165    18    60     2   161.8   117.8    44.0    8.76   33.21    0.54    0.00    0.33    8.76    3.00    3.01    0.00   10.89     7.4     7.1    7.23    6.64    6.43    6.33    6.33    6.33   22.55    0.46    0.51    0.36    0.23    0.20    0.20    0.20    0.20   33.43    7.89    7.63    7.59    6.87    6.62    6.53    6.53    6.52
 2015 166    19    60     2   161.2   118.5    42.7    9.23   34.80    0.82    0.00    0.44    9.23    3.22    3.49    0.00   11.56     7.3     6.8    7.03    6.58    6.47    6.47    6.48    6.47   21.75    0.51    0.52    0.37    0.25    0.19    0.19    0.19    0.19   33.31    7.76    7.36    7.40    6.82    6.67    6.66    6.67    6.67
 2015 167    20    60     2   160.3   119.9    40.4    9.72   37.22    1.00    0.00    0.56    9.72    3.94    3.94    0.00   12.75     7.1     6.6    6.88    6.56    6.51    6.50    6.51    6.50   20.42    0.53    0.53    0.38    0.23    0.19    0.19    0.19    0.19   33.18    7.63    7.16    7.26    6.79    6.70    6.69    6.70    6.70
 2015 168    21    60     2   159.8   122.1    37.7   10.21   40.03    1.10    0.00    0.66   10.21    4.69    3.94    0.00   14.26     7.0     6.5    6.78    6.60    6.54    6.54    6.54    6.50   18.89    0.54    0.53    0.39    0.23    0.19    0.19    0.19    0.19   33.15    7.52    7.02    7.17    6.82    6.73    6.73    6.73    6.69
 2015 169    22    60     2   159.3   124.5    34.9   10.70   42.97    1.15    0.00    0.76   10.70    5.55    3.94    0.00   15.84     6.9     6.4    6.72    6.63    6.57    6.52    6.53    6.48   17.28    0.53    0.52    0.40    0.22    0.19    0.19    0.19    0.19   33.12    7.43    6.92    7.12    6.85    6.75    6.71    6.72    6.67
 2015 170    23    60     2   158.7   129.4    29.3   11.19   48.54    1.15    0.00    0.86   11.19    6.59    3.94    0.00   18.92     6.8     6.3    6.71    6.61    6.55    6.50    6.51    6.46   14.23    0.47    0.51    0.36    0.21    0.19    0.19    0.19    0.19   33.15    7.29    6.84    7.07    6.82    6.73    6.69    6.69    6.65
 2015 171    24    60     2   158.0   133.4    24.6   11.67   53.20    1.15    0.00    0.95   11.67    7.70    3.94    0.00   21.40     6.7     6.3    6.70    6.59    6.53    6.48    6.49    6.44   11.72    0.43    0.46    0.33    0.21    0.18    0.18    0.18    0.18   33.13    7.15    6.76    7.03    6.79    6.71    6.67    6.67    6.62
 2015 172    25    60     2   157.7   136.6    21.1   12.15   56.96    1.15    0.00    0.99   12.15    8.43    3.94    0.00   23.09     6.7     6.3    6.72    6.61    6.55    6.51    6.51    6.47    9.82    0.40    0.42    0.31    0.20    0.18    0.18    0.18    0.18   32.90    7.10    6.74    7.03    6.82    6.74    6.69    6.70    6.65
 2015 173    26    60     2   157.4   139.2    18.3   12.61   60.01    1.15    0.00    1.03   12.61    9.10    3.94    0.00   20.39     9.8     6.9    6.84    6.63    6.58    6.53    6.54    6.49    8.31    0.37    0.39    0.29    0.20    0.18    0.18    0.18    0.18   28.70   10.16    7.28    7.13    6.83    6.76    6.72    6.72    6.68
 2015 174    27    60     2   156.9   139.2    17.8   13.05   60.78    1.15    0.00    1.12   13.05    9.97    3.94    0.00   20.29     9.7     6.8    6.84    6.76    6.73    6.61    6.52    6.47    8.01    0.39    0.40    0.27    0.20    0.18    0.18    0.18    0.18   28.30   10.04    7.21    7.11    6.96    6.91    6.80    6.70    6.66
 2015 175    28    60     2   155.8   138.9    16.9   13.50   61.77    1.15    0.00    1.21   13.50   11.41    3.94    0.00   20.51     9.4     6.7    6.82    6.77    6.76    6.69    6.50    6.45    7.49    0.41    0.40    0.26    0.20    0.18    0.18    0.18    0.18   28.01    9.81    7.10    7.08    6.97    6.94    6.87    6.68    6.63
 2015 176    29    60     2   154.8   139.0    15.8   13.94   62.90    1.15    0.00    1.29   13.94   12.76    3.94    0.00   20.84     9.2     6.7    6.81    6.79    6.76    6.67    6.48    6.44    6.93    0.42    0.38    0.25    0.19    0.18    0.18    0.18    0.18   27.77    9.60    7.04    7.07    6.98    6.94    6.86    6.67    6.62
 2015 177    30    60     2   153.7   139.1    14.6   14.38   64.18    1.15    0.00    1.38   14.38   14.27    3.94    0.00   15.36    11.0     8.6    7.92    7.13    6.85    6.65    6.46    6.42    6.28    0.39    0.35    0.24    0.19    0.18    0.18    0.18    0.18   21.64   11.43    8.94    8.17    7.33    7.03    6.83    6.65    6.60
 2015 178    31    60     2   153.2   138.9    14.3   14.81   64.74    1.38    0.00    1.45   14.81   14.85    3.94    0.00   15.24    10.7     8.4    7.74    7.04    6.84    6.81    6.83    6.80    6.03    0.41    0.37    0.26    0.21    0.18    0.18    0.18    0.19   21.27   11.07    8.75    8.00    7.25    7.03    7.00    7.01    6.99
 2015 179    32    60     2   151.0   137.4    13.6   15.25   65.46    1.52    0.00    1.53   15.25   16.63    4.61    0.00   15.23    10.2     8.1    7.57    6.97    6.87    6.84    6.85    6.86    5.57    0.43    0.39    0.28    0.23    0.19    0.19    0.19    0.19   20.81   10.64    8.50    7.85    7.19    7.05    7.02    7.04    7.05
 2015 180    33    60     2   148.8   136.1    12.7   15.68   66.27    1.58    0.00    1.60   15.68   18.88    4.80    0.00   15.33     9.8     7.8    7.41    6.92    6.89    6.87    6.88    6.89    5.04    0.44    0.40    0.29    0.24    0.19    0.19    0.19    0.19   20.37   10.23    8.25    7.71    7.16    7.08    7.05    7.06    7.07
 2015 181    34    60     2   147.0   135.3    11.8   16.12   67.24    1.59    0.00    1.68   16.12   21.04    4.80    0.00   11.83    10.5     9.1    8.16    7.14    6.96    6.85    6.86    6.87    4.49    0.41    0.41    0.30    0.23    0.19    0.19    0.19    0.19   16.32   10.87    9.48    8.46    7.38    7.15    7.04    7.05    7.06
 2015 182    35    60     2   145.1   133.5    11.6   16.55   67.68    1.94    0.00    1.75   16.55   21.74    6.02    0.00   11.78    10.0     8.7    7.95    7.09    6.94    6.91    6.93    6.94    4.30    0.43    0.42    0.32    0.25    0.20    0.19    0.19    0.19   16.07   10.48    9.14    8.27    7.34    7.14    7.10    7.11    7.12
 2015 183    36   100     3   174.6   131.6    43.0   17.00   68.31    2.14    0.00    7.75   17.00   23.87    6.69    0.00   11.76     9.6     8.3    7.74    7.03    6.96    6.94    6.95    6.96   22.13    0.45    0.44    0.33    0.26    0.20    0.19    0.19    0.19   33.88   10.00    8.78    8.07    7.29    7.16    7.13    7.14    7.15
 2015 184    37   100     3   169.3   131.9    37.4   17.46   70.98    2.23    0.00   11.18   17.46   27.52    6.69    0.00   11.43     9.8     8.5    7.74    7.07    6.99    6.93    6.94    6.95   18.87    0.46    0.44    0.34    0.27    0.20    0.19    0.19    0.19   30.30   10.23    8.99    8.09    7.34    7.19    7.12    7.13    7.14
 2015 185    38   100     3   165.2   131.2    34.0   17.92   72.38    2.50    0.00   13.61   17.92   28.94    7.45    0.00   11.83     9.4     8.2    7.58    7.02    7.01    7.00    7.01    7.02   16.82    0.54    0.46    0.35    0.28    0.19    0.19    0.19    0.19   28.65    9.94    8.65    7.93    7.30    7.21    7.18    7.19    7.20
 2015 186    39   100     3   161.9   130.6    31.3   18.40   74.34    2.69    0.00   14.04   18.40   31.93    7.75    0.00   12.47     8.9     7.8    7.40    6.99    7.04    7.03    7.04    7.04   15.25    0.56    0.47    0.36    0.27    0.19    0.18    0.18    0.18   27.72    9.49    8.30    7.76    7.26    7.23    7.21    7.22    7.23
 2015 187    40   100     3   159.5   131.1    28.4   18.89   76.56    2.76    0.00   14.39   18.89   34.45    7.75    0.00   13.34     8.6     7.6    7.30    7.01    7.07    7.05    7.04    7.04   13.61    0.56    0.47    0.37    0.25    0.19    0.18    0.18    0.18   26.95    9.17    8.08    7.67    7.27    7.26    7.24    7.23    7.22
 2015 188    41   100     3   157.4   132.0    25.4   19.38   78.99    2.77    0.00   14.61   19.38   36.82    7.75    0.00   14.23     8.4     7.5    7.26    7.01    7.07    7.06    7.05    7.04   12.09    0.50    0.44    0.34    0.24    0.19    0.18    0.18    0.18   26.31    8.90    7.91    7.60    7.25    7.26    7.24    7.23    7.23
 2015 189    42   100     3   156.0   134.4    21.6   19.84   82.58    2.77    0.00   14.71   19.84   38.54    7.75    0.00   15.62     8.4     7.4    7.24    7.01    7.09    7.07    7.06    7.06   10.03    0.46    0.41    0.32    0.23    0.19    0.18    0.18    0.18   25.65    8.89    7.81    7.56    7.25    7.27    7.25    7.24    7.24
 2015 190    43   100     3   155.5   135.2    20.3   20.27   84.00    2.77    0.00   14.80   20.27   39.46    7.75    0.00   15.96     8.4     7.4    7.25    7.03    7.11    7.09    7.08    7.08    9.30    0.47    0.38    0.30    0.23    0.19    0.18    0.18    0.18   25.26    8.86    7.83    7.55    7.26    7.29    7.27    7.26    7.26
 2015 191    44   100     3   153.3   135.9    17.4   20.69   86.38    2.77    0.00   14.99   20.69   41.85    7.75    0.00   12.09     9.5     8.7    8.36    7.50    7.23    7.11    7.07    7.07    7.72    0.45    0.37    0.29    0.22    0.19    0.18    0.18    0.18   19.81    9.90    9.10    8.65    7.73    7.42    7.29    7.26    7.26
 2015 192    45   100     3   151.3   134.6    16.8   21.10   86.95    2.77    0.00   15.20   21.10   42.90    8.87    0.00   12.17     9.1     8.4    8.12    7.38    7.19    7.17    7.19    7.20    7.28    0.47    0.38    0.30    0.24    0.20    0.19    0.19    0.19   19.44    9.56    8.78    8.42    7.62    7.39    7.36    7.37    7.38
 2015 193    46   100     3   147.7   132.3    15.5   21.53   87.76    2.77    0.00   15.39   21.53   46.02    9.58    0.00   12.10     8.6     8.0    7.87    7.28    7.20    7.20    7.21    7.22    6.49    0.48    0.40    0.32    0.25    0.20    0.19    0.19    0.19   18.59    9.06    8.40    8.19    7.53    7.40    7.38    7.40    7.41
 2015 194    47   100     3   144.8   130.7    14.1   21.98   88.72    2.77    0.00   15.54   21.98   49.29    9.58    0.00    8.71     8.4     8.5    8.51    8.06    7.65    7.32    7.24    7.21    5.65    0.49    0.41    0.33    0.27    0.20    0.19    0.19    0.19   14.37    8.91    8.95    8.85    8.33    7.85    7.51    7.42    7.40
 2015 195    48   100     3   142.1   128.5    13.6   22.47   89.29    2.77    0.00   15.70   22.47   50.27   11.59    0.00    8.87     8.1     8.2    8.23    7.84    7.51    7.28    7.26    7.27    5.27    0.51    0.43    0.35    0.28    0.22    0.20    0.18    0.18   14.14    8.57    8.60    8.59    8.13    7.73    7.48    7.44    7.45
 2015 196    49   100     3   138.2   125.6    12.6   22.99   90.10    3.07    0.00   15.84   22.99   53.14   12.71    0.00    8.85     7.5     7.7    7.94    7.63    7.42    7.25    7.28    7.30    4.59    0.51    0.44    0.37    0.30    0.24    0.22    0.18    0.18   13.45    8.05    8.16    8.30    7.93    7.66    7.47    7.47    7.48
 2015 197    50   100     3   134.9   123.5    11.4   23.52   91.05    3.20    0.00   15.96   23.52   56.35   13.05    0.00    8.90     7.1     7.4    7.70    7.48    7.36    7.29    7.31    7.33    3.88    0.51    0.45    0.38    0.32    0.25    0.21    0.18    0.18   12.78    7.60    7.81    8.08    7.79    7.61    7.50    7.50    7.51
 2015 198    51   100     3   132.5   122.8     9.7   24.05   92.62    3.24    0.00   16.06   24.05   59.18   13.05    0.00    7.29     7.2     7.9    8.02    7.53    7.41    7.32    7.31    7.32    2.95    0.46    0.46    0.39    0.33    0.26    0.21    0.18    0.18   10.23    7.68    8.37    8.41    7.86    7.67    7.53    7.49    7.50
 2015 199    52   100     3   130.4   120.9     9.5   24.55   93.11    3.42    0.00   16.16   24.55   60.22   14.29    0.00    7.35     6.9     7.5    7.71    7.40    7.37    7.35    7.37    7.39    2.76    0.48    0.48    0.40    0.34    0.28    0.20    0.18    0.18   10.10    7.39    7.97    8.11    7.74    7.64    7.55    7.55    7.57
 2015 200    53   100     3   127.6   118.6     9.0   25.05   93.70    3.51    0.00   16.24   25.05   62.69   14.95    0.00    7.24     6.5     7.1    7.44    7.28    7.34    7.38    7.40    7.41    2.42    0.50    0.49    0.41    0.35    0.29    0.20    0.18    0.18    9.66    7.00    7.57    7.85    7.63    7.62    7.58    7.58    7.59
 2015 201    54   100     3   125.5   117.1     8.5   25.55   94.36    3.55    0.00   16.33   25.55   65.07   15.03    0.00    7.19     6.2     6.8    7.25    7.22    7.37    7.41    7.42    7.44    2.09    0.51    0.49    0.42    0.35    0.27    0.20    0.18    0.18    9.28    6.68    7.27    7.67    7.57    7.64    7.60    7.60    7.62
 2015 202    55   100     3   123.4   116.0     7.4   26.04   95.50    3.55    0.00   16.42   26.04   67.59   15.03    0.00    7.35     5.9     6.5    7.14    7.19    7.36    7.39    7.40    7.42    1.60    0.47    0.50    0.39    0.33    0.26    0.19    0.18    0.18    8.95    6.39    7.02    7.52    7.52    7.62    7.58    7.58    7.60
 2015 203    56   100     3   121.7   115.1     6.5   26.54   96.58    3.55    0.00   16.50   26.54   69.76   15.03    0.00    7.43     5.7     6.3    7.04    7.17    7.36    7.38    7.39    7.40    1.25    0.43    0.46    0.36    0.31    0.25    0.19    0.18    0.18    8.68    6.15    6.79    7.39    7.47    7.61    7.57    7.57    7.59
 2015 204    57   100     3   120.3   114.4     5.9   27.04   97.57    3.55    0.00   16.54   27.04   71.57   15.03    0.00    5.26     6.0     7.0    7.50    7.33    7.43    7.41    7.42    7.43    1.01    0.40    0.42    0.33    0.29    0.24    0.19    0.18    0.18    6.26    6.37    7.43    7.84    7.62    7.67    7.60    7.60    7.61
 2015 205    58   100     3   119.3   113.5     5.9   27.54   97.96    3.55    0.00   16.62   27.54   72.36   15.64    0.00    5.30     5.7     6.7    7.22    7.21    7.49    7.53    7.54    7.55    0.94    0.43    0.44    0.35    0.30    0.23    0.19    0.18    0.18    6.24    6.14    7.11    7.57    7.50    7.72    7.71    7.72    7.73
 2015 206    59   100     3   117.6   111.9     5.7   28.07   98.48    3.55    0.00   16.71   28.07   74.22   15.98    0.00    5.29     5.4     6.3    6.97    7.17    7.51    7.56    7.57    7.58    0.82    0.45    0.46    0.36    0.28    0.22    0.19    0.18    0.18    6.11    5.83    6.80    7.33    7.45    7.73    7.74    7.75    7.76
 2015 207    60   100     3   116.0   110.5     5.5   28.60   99.04    3.55    0.00   16.79   28.60   76.24   15.98    0.00    5.22     5.1     6.1    6.81    7.17    7.54    7.59    7.56    7.56    0.69    0.46    0.46    0.37    0.26    0.21    0.18    0.18    0.18    5.92    5.56    6.53    7.19    7.44    7.76    7.77    7.74    7.74
 2015 208    61   100     3   114.5   109.5     5.0   29.14   99.87    3.55    0.00   16.88   29.14   78.23   15.98    0.00    5.23     4.9     5.9    6.73    7.15    7.53    7.57    7.54    7.55    0.51    0.42    0.47    0.34    0.25    0.21    0.18    0.18    0.18    5.74    5.34    6.33    7.07    7.39    7.74    7.75    7.72    7.72
 2015 209    62   100     3   112.9   108.4     4.5   29.69  100.72    3.55    0.00   16.97   29.69   80.23   15.98    0.00    3.72     4.7     6.1    7.36    7.40    7.59    7.55    7.51    7.52    0.39    0.39    0.43    0.31    0.23    0.20    0.18    0.18    0.18    4.11    5.07    6.51    7.67    7.64    7.79    7.73    7.69    7.69
 2015 210    63   100     3   112.0   107.4     4.7   30.20  101.06    3.55    0.00   17.03   30.20   80.64   16.89    0.00    3.70     4.5     5.8    7.04    7.21    7.58    7.66    7.69    7.70    0.38    0.41    0.45    0.33    0.25    0.20    0.18    0.18    0.18    4.09    4.91    6.24    7.37    7.46    7.77    7.84    7.86    7.88
 2015 211    64   100     3   110.7   106.0     4.7   30.75  101.46    3.55    0.00   17.13   30.75   81.83   17.48    0.00    3.74     4.3     5.5    6.78    7.08    7.57    7.69    7.72    7.73    0.34    0.43    0.46    0.35    0.27    0.19    0.18    0.18    0.18    4.08    4.71    5.99    7.13    7.35    7.77    7.87    7.89    7.91
 2015 212    65   100     3   109.3   104.7     4.7   31.29  101.95    3.55    0.00   17.22   31.29   83.66   17.48    0.00    3.69     4.0     5.3    6.58    7.03    7.60    7.72    7.75    7.74    0.30    0.45    0.47    0.36    0.25    0.19    0.18    0.18    0.18    4.00    4.48    5.75    6.94    7.28    7.78    7.90    7.93    7.91
 2015 213    66   100     3   108.0   103.6     4.5   31.85  102.61    3.55    0.00   17.32   31.85   85.41   17.48    0.00    2.78     3.8     5.3    6.88    7.21    7.64    7.69    7.72    7.70    0.23    0.41    0.47    0.37    0.24    0.19    0.18    0.18    0.18    3.02    4.22    5.82    7.26    7.45    7.83    7.87    7.89    7.88
 2015 214    67   100     3   106.9   102.3     4.5   32.37  102.95    3.69    0.00   17.42   32.37   85.84   18.48    0.00    2.87     3.7     5.1    6.53    7.01    7.58    7.76    7.81    7.82    0.21    0.43    0.49    0.39    0.25    0.18    0.18    0.18    0.18    3.07    4.12    5.55    6.92    7.26    7.76    7.93    7.98    8.00
 2015 215    68   100     3   105.8   101.2     4.6   32.92  103.35    3.76    0.00   17.52   32.92   86.90   18.93    0.00    2.92     3.5     4.8    6.28    6.88    7.57    7.78    7.84    7.85    0.18    0.45    0.50    0.40    0.27    0.18    0.18    0.17    0.18    3.09    3.98    5.34    6.68    7.15    7.75    7.96    8.01    8.03
 2015 216    69   100     3   104.7   100.1     4.6   33.46  103.83    3.80    0.00   17.61   33.46   88.41   18.93    0.00    2.15     3.1     4.7    6.42    7.32    7.73    7.81    7.81    7.83    0.15    0.46    0.51    0.41    0.25    0.18    0.18    0.17    0.17    2.30    3.60    5.19    6.83    7.58    7.91    7.99    7.99    8.00
 2015 217    70   100     3   103.1    98.4     4.7   33.99  104.12    3.94    0.00   17.69   33.99   88.71   20.48    0.00    2.25     3.1     4.4    6.07    7.03    7.54    7.79    7.88    7.91    0.14    0.48    0.52    0.43    0.27    0.20    0.17    0.17    0.17    2.39    3.54    4.97    6.50    7.30    7.74    7.97    8.06    8.09
 2015 218    71   100     3   101.9    97.2     4.8   34.53  104.52    4.05    0.00   17.76   34.53   89.57   21.18    0.00    2.30     2.9     4.3    5.84    6.84    7.47    7.80    7.91    7.94    0.13    0.50    0.52    0.44    0.29    0.19    0.17    0.17    0.17    2.42    3.44    4.78    6.29    7.13    7.66    7.97    8.08    8.11
 2015 219    72   100     3   101.5    96.7     4.8   35.07  104.96    4.09    0.00   17.83   35.07   90.46   21.18    0.00    2.36     2.9     4.2    5.72    6.74    7.48    7.82    7.94    7.96    0.12    0.51    0.51    0.45    0.30    0.19    0.17    0.17    0.17    2.48    3.38    4.67    6.17    7.04    7.67    8.00    8.11    8.13
 2015 220    73   100     3   101.4    96.7     4.7   35.64  105.55    4.10    0.00   17.89   35.64   91.04   21.18    0.00    1.86     2.8     4.3    6.04    6.88    7.56    7.79    7.90    7.92    0.12    0.46    0.51    0.45    0.31    0.19    0.17    0.17    0.17    1.98    3.27    4.77    6.49    7.19    7.75    7.97    8.07    8.09
