*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.5.007 -  JAN 21, 2026 10:11:01
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                   0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D    SNW0C   SNW1C
 2015 127     2     1    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 2015 128     3     2    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 2015 129     4     3    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 2015 130     5     4    0.1      0  0.028     13      6      0     18     19     19      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.011    3.84   0.00   0.00      0      0  213.7   0.04   0.03    4.5   0.27    0.07    0.07    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 2015 131     6     5    0.3      0  0.033     14      6      0     18     20     20      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.047    3.85   0.00   0.00      0      0  235.9   0.05   0.03    4.3   0.28    0.07    0.07    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 2015 132     7     6    0.5      0  0.042     16      6      0     19     22     22      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  261.8   0.06   0.03    4.2   0.30    0.07    0.07    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 2015 133     8     7    0.7      0  0.052     18      6      0     19     25     25      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  282.7   0.06   0.04    4.1   0.32    0.07    0.07    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       2
 2015 134     9     8    1.0      0  0.063     21      7      0     20     28     28      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  295.5   0.07   0.04    4.0   0.33    0.07    0.07    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       2
 2015 135    10     9    1.2      0  0.074     24      8      0     21     32     32      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.013    3.82   0.00   0.00      0      0  306.4   0.08   0.05    4.1   0.35    0.08    0.07    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       3
 2015 136    11    10    1.4      0  0.084     27      9      0     22     36     36      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  316.1   0.08   0.05    4.1   0.37    0.08    0.08    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       3
 2015 137    12    11    1.7      0  0.096     30     11      0     23     41     41      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  320.5   0.09   0.06    4.1   0.38    0.08    0.08    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       4
 2015 138    13    12    1.9      0  0.118     36     13      0     24     48     48      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  331.1   0.10   0.06    4.1   0.40    0.09    0.08    0.05    0.00    0.00    0.00    0.00    0.00    0.00        0       4
 2015 139    14    13    2.2      0  0.149     42     14      0     25     57     57      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.81   0.00   0.00      0      0  351.3   0.11   0.07    4.1   0.42    0.09    0.08    0.05    0.01    0.00    0.00    0.00    0.00    0.00        1       5
 2015 140    15    14    2.5      0  0.181     50     16      0     26     67     67      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.79   0.00   0.00      0      0  358.9   0.11   0.08    4.2   0.44    0.09    0.08    0.05    0.01    0.00    0.00    0.00    0.00    0.00        1       5
 2015 141    16    15    2.7      0  0.215     60     19      0     27     79     79      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  359.7   0.12   0.08    4.2   0.46    0.10    0.09    0.05    0.01    0.00    0.00    0.00    0.00    0.00        1       6
 2015 142    17    16    3.0      0  0.262     72     22      0     28     94     94      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.61   0.00   0.00      0      0  365.8   0.13   0.09    4.9   0.48    0.10    0.09    0.05    0.01    0.00    0.00    0.00    0.00    0.00        2       6
 2015 143    18    17    3.3      0  0.320     84     26      0     29    110    110      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.62   0.00   0.00      0      0  378.8   0.13   0.10    5.0   0.50    0.10    0.09    0.06    0.01    0.00    0.00    0.00    0.00    0.00        3       7
 2015 144    19    18    3.5      0  0.375     99     30      0     33    130    130      0     0.0  0.000      0      0  0.000  0.084  0.000  0.000  0.000  0.000  0.000    3.68   0.00   0.00      0      0  377.6   0.14   0.11    5.0   0.52    0.11    0.10    0.06    0.02    0.00    0.00    0.00    0.00    0.00        3       7
 2015 145    20    19    3.7      0  0.392    107     33      0     42    139    139      0     0.0  0.000      0      0  0.201  0.467  0.000  0.000  0.000  0.000  0.000    3.78   0.00   0.00      0      0  367.3   0.15   0.12    4.9   0.52    0.14    0.12    0.08    0.02    0.01    0.00    0.00    0.00    0.00        3       8
 2015 146    21    20    3.8      0  0.400    111     34      0     51    145    145      0     0.0  0.000      0      0  0.402  0.602  0.000  0.000  0.000  0.000  0.000    3.81   0.00   0.00      0      0  359.2   0.15   0.12    4.8   0.52    0.17    0.15    0.10    0.03    0.01    0.00    0.00    0.00    0.00        3       9
 2015 147    22    21    4.0      0  0.435    125     37      0     62    162    162      0     0.0  0.000      0      0  0.035  0.357  0.000  0.000  0.000  0.000  0.000    3.70   0.00   0.00      0      0  348.7   0.15   0.13    5.4   0.52    0.21    0.18    0.12    0.04    0.01    0.00    0.00    0.00    0.00        5      10
 2015 148    23    22    4.2      0  0.502    144     42      0     63    187    187      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.81   0.00   0.00      0      0  347.7   0.16   0.14    5.3   0.52    0.21    0.18    0.12    0.05    0.01    0.00    0.00    0.00    0.00        5      11
 2015 149    24    23    4.4      0  0.558    163     48      0     65    211    211      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.63   0.00   0.00      0      0  342.1   0.17   0.15    6.2   0.52    0.22    0.18    0.12    0.05    0.01    0.00    0.00    0.00    0.00       12      12
 2015 150    25    24    4.7      0  0.604    179     52      0     66    231    231      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.67   0.00   0.00      0      0  337.1   0.18   0.17    6.2   0.52    0.22    0.19    0.13    0.05    0.01    0.00    0.00    0.00    0.00       25      14
 2015 151    26    25    4.9      0  0.692    206     59      0     68    265    265      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.80   0.00   0.00      0      0  335.5   0.19   0.18    6.2   0.52    0.23    0.19    0.13    0.05    0.02    0.00    0.00    0.00    0.00       26      15
 2015 152    27    26    5.1      0  0.768    231     72      0     77    304    304      0     0.0  0.000      0      0  0.000  0.107  0.000  0.000  0.000  0.000  0.000    3.68   0.00   0.00      0      0  332.0   0.20   0.19    7.3   0.52    0.25    0.21    0.15    0.06    0.02    0.00    0.00    0.00    0.00       28      16
 2015 153    28    27    5.4      0  0.893    264     90      0     81    353    353      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.69   0.00   0.00      0      0  338.6   0.21   0.21    7.5   0.52    0.27    0.22    0.16    0.06    0.02    0.00    0.00    0.00    0.00       29      18
 2015 154    29    28    5.6      0  1.023    297    107      0     85    404    404      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.80   0.00   0.00      0      0  344.1   0.23   0.23    7.7   0.52    0.28    0.23    0.16    0.07    0.02    0.00    0.00    0.00    0.00       29      19
 2015 155    30    29    5.8      1  1.066    317    118      0    110    436    436      0     0.0  0.000      0      0  0.100  0.400  0.000  0.000  0.000  0.000  0.000    3.82   0.00   0.00      0      0  335.8   0.24   0.24    7.8   0.52    0.36    0.30    0.21    0.09    0.03    0.00    0.00    0.00    0.00       29      21
 2015 156    31    30    5.9      1  1.084    332    129      0    139    461    461      0     0.0  0.000      0      0  0.189  0.459  0.000  0.000  0.000  0.000  0.000    3.78   0.00   0.00      0      0  326.3   0.25   0.24    8.6   0.52    0.45    0.37    0.27    0.12    0.04    0.00    0.00    0.00    0.00       33      23
 2015 157    32    31    6.2      1  1.189    370    155      0    143    525    525      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.80   0.00   0.00      0      0  321.1   0.26   0.25    8.9   0.52    0.47    0.38    0.27    0.12    0.04    0.00    0.00    0.00    0.00       33      26
 2015 158    33    32    6.4      1  1.254    401    184      0    148    585    585      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.86   0.00   0.00      0      0  313.1   0.28   0.27    9.3   0.52    0.48    0.39    0.28    0.13    0.04    0.00    0.00    0.00    0.00       45      28
 2015 159    34    33    6.7      1  1.271    421    215      0    153    636    636      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.91   0.00   0.00      0      0  301.9   0.30   0.29    9.8   0.52    0.50    0.41    0.29    0.13    0.04    0.00    0.00    0.00    0.00       69      31
 2015 160    35    34    6.9      1  1.234    429    241      0    182    670    670      0     0.0  0.000      0      0  0.000  0.321  0.000  0.000  0.000  0.000  0.000    3.86   0.00   0.00      0      0  287.5   0.32   0.30   11.0   0.52    0.59    0.48    0.35    0.16    0.05    0.00    0.00    0.00    0.00       95      34
 2015 161    36    35    7.1      1  1.278    459    276      0    185    736    736      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  278.2   0.33   0.31   11.3   0.52    0.60    0.49    0.36    0.17    0.05    0.00    0.00    0.00    0.00       95      37
 2015 162    37    36    7.4      1  1.278    482    319      0    189    801    801      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.89   0.00   0.00      0      0  265.2   0.35   0.32   11.8   0.52    0.62    0.50    0.37    0.17    0.06    0.00    0.00    0.00    0.00      110      40
 2015 163    38    37    7.6      1  1.235    493    367      0    194    859    859      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.92   0.00   0.00      0      0  250.8   0.38   0.34   13.8   0.52    0.63    0.51    0.37    0.18    0.06    0.00    0.00    0.00    0.00      139      44
 2015 164    39    38    7.9      1  1.219    510    412      0    197    922    922      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.97   0.00   0.00      0      0  239.2   0.40   0.36   14.2   0.52    0.64    0.52    0.38    0.18    0.06    0.00    0.00    0.00    0.00      153      48
 2015 165    40    39    8.1      1  1.194    524    461      0    200    985    985      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.02   0.00   0.00      0      0  227.7   0.42   0.37   14.5   0.52    0.65    0.53    0.39    0.18    0.06    0.00    0.00    0.00    0.00      168      51
 2015 166    41    40    8.4      1  1.181    543    513      0    204   1056   1056      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.05   0.00   0.00      0      0  217.2   0.45   0.39   14.9   0.52    0.66    0.54    0.39    0.19    0.06    0.00    0.00    0.00    0.00      178      55
 2015 167    42    41    8.7      5  1.148    558    571      0    208   1128   1128      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.02   0.00   0.00      0      0  205.8   0.47   0.40   17.4   0.52    0.68    0.55    0.40    0.19    0.06    0.00    0.00    0.00    0.00      194      59
 2015 168    43    42    8.9      5  1.153    582    619      0    211   1201   1207     70     0.0  0.000      6     15  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.04   0.00   0.00      0      6  198.2   0.49   0.42   16.7   0.52    0.68    0.55    0.41    0.19    0.06    0.00    0.00    0.00    0.00      195      64
 2015 169    44    43    9.2      5  1.141    592    656      6    212   1249   1274    165     3.9  0.005     25     36  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.10  25.48   0.02      0     25  192.6   0.52   0.43   16.1   0.52    0.69    0.56    0.41    0.19    0.06    0.00    0.00    0.00    0.00      206      68
 2015 170    45    44    9.2      5  1.114    596    691     22    213   1287   1348    260     8.4  0.016     61     56  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.06  35.40   0.05      0     61  186.8   0.55   0.45   18.7   0.52    0.69    0.56    0.41    0.20    0.06    0.00    0.00    0.00    0.00      221      72
 2015 171    46    45    9.2      5  1.103    599    708     44    213   1307   1419    371    12.0  0.031    112     80  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.05  39.65   0.08      0    112  184.2   0.57   0.45   17.9   0.52    0.69    0.56    0.41    0.20    0.06    0.00    0.00    0.00    0.00      228      76
 2015 172    47    46    9.2      5  1.102    601    713     78    210   1314   1496    460    17.0  0.052    182     99  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.08  42.94   0.12      0    182  183.6   0.59   0.45   17.2   0.52    0.68    0.55    0.41    0.19    0.06    0.00    0.00    0.00    0.00      230      80
 2015 173    48    47    9.2      5  1.094    595    709    119    207   1303   1568    550    21.6  0.076    264    119  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.09  44.93   0.17      0    264  183.9   0.61   0.45   16.5   0.52    0.67    0.54    0.40    0.19    0.06    0.00    0.00    0.00    0.00      235      85
 2015 174    49    48    9.2      5  1.073    589    725    169    203   1314   1654    550    30.7  0.102    339    119  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.00  49.82   0.21      0    339  182.1   0.61   0.45   18.7   0.52    0.66    0.53    0.39    0.19    0.06    0.00    0.00    0.00    0.00      244      88
 2015 175    50    49    9.2      5  1.053    576    714    218    200   1290   1715    550    39.6  0.127    426    119  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.96  51.18   0.25      0    426  182.9   0.61   0.45   18.7   0.52    0.65    0.53    0.39    0.18    0.06    0.00    0.00    0.00    0.00      254      91
 2015 176    51    50    9.2      5  1.033    562    703    266    196   1265   1781    605    44.0  0.149    516    130  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.93  51.53   0.29      0    516  183.8   0.61   0.45   18.7   0.52    0.64    0.52    0.38    0.18    0.06    0.00    0.00    0.00    0.00      264      95
 2015 177    52    51    9.2      5  1.013    550    697    318    193   1248   1846    605    52.6  0.172    598    130  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.88  53.24   0.32      0    598  184.0   0.61   0.45   20.7   0.52    0.63    0.51    0.38    0.18    0.06    0.00    0.00    0.00    0.00      273      98
 2015 178    53    52    9.2      5  0.994    538    687    368    190   1224   1906    605    60.8  0.193    682    130  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85  53.98   0.36      0    682  184.9   0.61   0.45   20.7   0.52    0.62    0.50    0.37    0.18    0.06    0.00    0.00    0.00    0.00      282     100
 2015 179    54    53    9.2      5  0.975    525    676    416    186   1201   1963    671    61.9  0.212    763    145  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.81  54.53   0.39      0    763  185.8   0.61   0.45   20.7   0.52    0.61    0.50    0.36    0.17    0.06    0.00    0.00    0.00    0.00      291     103
 2015 180    55    54    9.2      5  0.954    511    665    475    183   1176   2027    671    70.7  0.234    851    145  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.77  55.78   0.42      0    851  186.7   0.61   0.45   20.7   0.52    0.60    0.49    0.36    0.17    0.06    0.00    0.00    0.00    0.00      300     106
 2015 181    56    55    9.2      5  0.933    501    665    533    180   1166   2095    671    79.4  0.254    929    145  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.70  57.36   0.44      0    929  186.3   0.61   0.45   22.4   0.52    0.59    0.48    0.35    0.17    0.05    0.00    0.00    0.00    0.00      309     109
 2015 182    57    56    9.2      5  0.912    488    655    586    177   1142   2151    759    77.2  0.272   1008    164  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.65  58.11   0.47      0   1008  187.1   0.61   0.45   22.4   0.52    0.58    0.47    0.35    0.17    0.05    0.00    0.00    0.00    0.00      320     112
 2015 183    58    57    9.2      5  0.891    473    643    654    173   1116   2211    759    86.1  0.296   1095    164  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.60  59.72   0.50      0   1095  188.3   0.61   0.45   22.4   0.52    0.57    0.46    0.34    0.16    0.05    0.00    0.00    0.00    0.00      329     115
 2015 184    59    58    9.2      5  0.870    459    631    721    170   1091   2270    828    87.1  0.318   1179    178  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.55  61.17   0.52      0   1179  189.4   0.61   0.45   23.4   0.52    0.56    0.46    0.34    0.16    0.05    0.00    0.00    0.00    0.00      339     118
 2015 185    60    59    9.2      5  0.850    446    620    793    167   1067   2329    828    95.8  0.341   1262    178  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.50  62.83   0.54      0   1262  190.6   0.61   0.45   23.4   0.52    0.55    0.45    0.33    0.16    0.05    0.00    0.00    0.00    0.00      347     121
 2015 186    61    60    9.2      5  0.832    434    610    862    164   1044   2381    828   104.2  0.362   1337    178  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.45  64.49   0.56      0   1337  191.8   0.61   0.45   23.2   0.52    0.55    0.44    0.32    0.15    0.05    0.00    0.00    0.00    0.00      355     124
 2015 187    62    61    9.2      5  0.814    422    600    930    161   1021   2427    828   112.4  0.383   1405    178  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.40  66.21   0.58      0   1405  193.0   0.61   0.45   23.2   0.52    0.54    0.43    0.32    0.15    0.05    0.00    0.00    0.00    0.00      363     126
 2015 188    63    62    9.2      5  0.796    410    590    983    158   1000   2454    828   118.8  0.401   1455    178  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.35  67.60   0.59      0   1455  194.1   0.61   0.45   22.3   0.52    0.53    0.43    0.31    0.15    0.05    0.00    0.00    0.00    0.00      370     130
 2015 189    64    63    9.2      5  0.782    401    582   1012    156    982   2463    828   122.3  0.411   1480    178  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.31  68.37   0.60      0   1480  195.2   0.61   0.45   21.4   0.52    0.52    0.42    0.31    0.15    0.05    0.00    0.00    0.00    0.00      376     133
 2015 190    65    64    9.2      5  0.764    389    572   1078    154    961   2510    828   130.2  0.430   1549    178  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.25  69.60   0.62      0   1549  196.5   0.61   0.45   20.5   0.52    0.51    0.42    0.31    0.15    0.05    0.00    0.00    0.00    0.00      384     136
 2015 191    66    65    9.2      5  0.745    377    563   1144    151    940   2563    828   138.2  0.446   1623    178  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.19  70.50   0.63      0   1623  197.6   0.61   0.45   20.5   0.52    0.51    0.41    0.30    0.14    0.05    0.00    0.00    0.00    0.00      392     138
 2015 192    67    66    9.2      5  0.726    365    553   1217    148    918   2617    828   147.1  0.465   1699    178  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.11  71.67   0.65      0   1699  198.9   0.61   0.45   20.5   0.52    0.50    0.40    0.30    0.14    0.05    0.00    0.00    0.00    0.00      400     141
 2015 193    68    67    9.2      7  0.707    355    549   1289    145    904   2671    828   155.7  0.483   1767    178  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.03  72.95   0.66      0   1767  199.2   0.61   0.45   20.5   0.52    0.49    0.39    0.29    0.14    0.05    0.00    0.00    0.00    0.00      407     144
 2015 194    69    68    9.2      7  0.524    266    541   1345    143    807   2627    828   162.5  0.512   1820    178  0.000  0.000  0.251  0.000  0.000  0.000  0.000    2.83  73.89   0.69      0   1820  196.6   0.61   0.45   20.5   0.52    0.48    0.39    0.29    0.14    0.04    0.00    0.00    0.00    0.00      523     146
 2015 195    70    69    9.2      7  0.388    196    516   1403    140    713   2588    828   169.5  0.542   1875    178  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.68  74.83   0.72      0   1875  197.6   0.61   0.45   20.5   0.52    0.47    0.38    0.28    0.13    0.04    0.00    0.00    0.00    0.00      609     149
 2015 196    71    70    9.2      7  0.288    144    495   1450    137    639   2558    828   175.2  0.567   1919    178  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.57  75.58   0.75      0   1919  199.5   0.61   0.45   20.5   0.52    0.46    0.37    0.28    0.13    0.04    0.00    0.00    0.00    0.00      673     151
 2015 197    72    71    9.2      7  0.214    106    477   1486    135    584   2534    828   179.5  0.586   1951    178  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.46  76.14   0.77      0   1951  201.2   0.61   0.45   20.0   0.52    0.46    0.37    0.27    0.13    0.04    0.00    0.00    0.00    0.00      720     154
 2015 198    73    72    9.2      7  0.159     79    464   1512    133    543   2518    828   182.7  0.601   1975    178  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.36  76.57   0.78      0   1975  202.7   0.61   0.45   20.0   0.52    0.45    0.36    0.27    0.13    0.04    0.00    0.00    0.00    0.00      755     156
 2015 199    74    73    9.2      7  0.118     58    453   1532    130    511   2503    828   185.0  0.612   1992    178  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.28  76.90   0.80      0   1992  204.3   0.61   0.45   19.2   0.52    0.44    0.36    0.26    0.13    0.04    0.00    0.00    0.00    0.00      780     159
 2015 200    75    74    9.2      7  0.088     43    444   1547    128    486   2491    828   186.9  0.621   2004    178  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.19  77.17   0.80      0   2004  205.9   0.61   0.45   18.4   0.52    0.43    0.35    0.26    0.12    0.04    0.00    0.00    0.00    0.00      799     162
 2015 201    76    75    9.2      7  0.066     32    436   1558    126    467   2481    828   188.2  0.628   2014    178  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.12  77.38   0.81      0   2014  207.5   0.61   0.45   17.7   0.52    0.43    0.34    0.25    0.12    0.04    0.00    0.00    0.00    0.00      813     165
 2015 202    77    76    9.2      8  0.049     24    429   1565    123    453   2471    828   189.0  0.633   2019    178  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.09  77.51   0.82      0   2019  208.9   0.61   0.45   17.0   0.52    0.42    0.34    0.25    0.12    0.04    0.00    0.00    0.00    0.00      823     168

*DSSAT Cropping System Model Ver. 4.7.5.007 -  JAN 21, 2026 10:11:01
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                   0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D    SNW0C   SNW1C
 2015 148     1     0    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 2015 149     2     1    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 2015 150     3     2    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 2015 151     4     3    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 2015 152     5     4    0.2      0  0.028     13      6      0     18     19     19      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  213.6   0.04   0.03    4.5   0.27    0.07    0.07    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 2015 153     6     5    0.4      0  0.036     15      6      0     19     21     21      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  237.3   0.05   0.03    4.4   0.29    0.07    0.07    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 2015 154     7     6    0.7      0  0.046     18      6      0     19     24     24      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  258.9   0.06   0.03    4.3   0.31    0.07    0.07    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       2
 2015 155     8     7    0.9      0  0.056     21      7      0     20     28     28      0     0.0  0.000      0      0  0.000  0.129  0.107  0.000  0.000  0.000  0.003    3.78   0.00   0.00      0      0  267.1   0.07   0.04    4.2   0.32    0.07    0.07    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       2
 2015 156     9     8    1.2      0  0.067     24      7      0     21     32     32      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.83   0.00   0.00      0      0  278.9   0.07   0.04    4.1   0.34    0.08    0.07    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       2
 2015 157    10     9    1.4      0  0.079     27      9      0     22     36     36      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  289.3   0.08   0.05    4.1   0.36    0.08    0.08    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       3
 2015 158    11    10    1.7      0  0.091     31     11      0     24     42     42      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  298.3   0.09   0.06    4.1   0.38    0.09    0.08    0.05    0.00    0.00    0.00    0.00    0.00    0.00        0       3
