*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.5.007 -  JAN 21, 2026 10:11:01
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                   0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D    SNW0C   SNW1C
 2015 159    12    11    1.9      0  0.111     36     12      0     24     48     48      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  307.8   0.10   0.06    4.1   0.40    0.09    0.08    0.05    0.00    0.00    0.00    0.00    0.00    0.00        0       4
 2015 160    13    12    2.1      0  0.121     40     13      0     28     54     54      0     0.0  0.000      0      0  0.016  0.344  0.000  0.000  0.000  0.000  0.000    3.81   0.00   0.00      0      0  298.5   0.10   0.06    4.1   0.41    0.10    0.09    0.05    0.01    0.00    0.00    0.00    0.00    0.00        0       4
 2015 161    14    13    2.3      0  0.148     47     15      0     29     62     62      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.83   0.00   0.00      0      0  315.3   0.10   0.07    4.1   0.43    0.10    0.09    0.06    0.01    0.00    0.00    0.00    0.00    0.00        0       5
 2015 162    15    14    2.6      0  0.181     56     17      0     30     73     73      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  324.2   0.11   0.07    4.1   0.45    0.11    0.10    0.06    0.01    0.00    0.00    0.00    0.00    0.00        0       6
 2015 163    16    15    2.9      0  0.223     66     20      0     31     86     86      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  337.6   0.12   0.08    4.0   0.47    0.11    0.10    0.06    0.01    0.00    0.00    0.00    0.00    0.00        0       6
 2015 164    17    16    3.0      0  0.236     72     21      0     37     93     93      0     0.0  0.000      0      0  0.102  0.401  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  327.3   0.12   0.09    4.0   0.49    0.13    0.11    0.07    0.02    0.00    0.00    0.00    0.00    0.00        1       7
 2015 165    18    17    3.1      0  0.242     76     22      0     44     99     99      0     0.0  0.000      0      0  0.255  0.503  0.000  0.000  0.000  0.000  0.000    3.82   0.00   0.00      0      0  317.2   0.12   0.09    4.1   0.51    0.15    0.13    0.09    0.03    0.01    0.00    0.00    0.00    0.00        1       8
 2015 166    19    18    3.4      0  0.295     90     26      0     45    116    116      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  326.3   0.13   0.09    4.1   0.51    0.15    0.13    0.09    0.03    0.01    0.00    0.00    0.00    0.00        1       9
 2015 167    20    19    3.7      0  0.357    106     30      0     46    136    136      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  335.5   0.14   0.11    4.1   0.51    0.16    0.14    0.09    0.03    0.01    0.00    0.00    0.00    0.00        1      10
 2015 168    21    20    3.9      0  0.430    123     35      0     47    158    158      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  349.3   0.15   0.12    4.1   0.51    0.16    0.14    0.09    0.03    0.01    0.00    0.00    0.00    0.00        4      11
 2015 169    22    21    4.2      0  0.482    138     39      0     52    177    177      0     0.0  0.000      0      0  0.000  0.102  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  350.4   0.15   0.14    4.1   0.51    0.17    0.15    0.10    0.03    0.01    0.00    0.00    0.00    0.00       10      12
 2015 170    23    22    4.3      0  0.520    153     43      0     63    195    195      0     0.0  0.000      0      0  0.022  0.348  0.000  0.000  0.000  0.000  0.000    3.86   0.00   0.00      0      0  340.9   0.16   0.15    4.2   0.51    0.21    0.18    0.12    0.05    0.01    0.00    0.00    0.00    0.00       10      13
 2015 171    24    23    4.4      0  0.530    159     44      0     74    203    203      0     0.0  0.000      0      0  0.345  0.564  0.000  0.000  0.000  0.000  0.000    3.86   0.00   0.00      0      0  333.6   0.16   0.15    4.1   0.51    0.25    0.21    0.14    0.06    0.02    0.00    0.00    0.00    0.00       10      14
 2015 172    25    24    4.5      0  0.537    164     46      0     85    210    210      0     0.0  0.000      0      0  0.437  0.625  0.000  0.000  0.000  0.000  0.000    3.86   0.00   0.00      0      0  327.5   0.16   0.15    4.0   0.51    0.28    0.23    0.16    0.07    0.02    0.00    0.00    0.00    0.00       10      15
 2015 173    26    25    4.6      0  0.556    175     48      0     98    223    223      0     0.0  0.000      0      0  0.162  0.441  0.000  0.000  0.000  0.000  0.000    3.83   0.00   0.00      0      0  318.2   0.17   0.16    4.0   0.51    0.32    0.27    0.19    0.08    0.02    0.00    0.00    0.00    0.00       11      16
 2015 174    27    26    4.9      0  0.660    203     55      0     99    258    258      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  324.6   0.17   0.17    4.1   0.51    0.33    0.27    0.19    0.08    0.02    0.00    0.00    0.00    0.00       12      18
 2015 175    28    27    5.1      0  0.725    219     63      0    101    282    282      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  330.7   0.19   0.18    4.4   0.51    0.34    0.28    0.20    0.08    0.03    0.00    0.00    0.00    0.00       26      20
 2015 176    29    28    5.3      0  0.772    234     72      0    104    306    306      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  330.1   0.20   0.19    4.6   0.51    0.35    0.28    0.20    0.09    0.03    0.00    0.00    0.00    0.00       44      21
 2015 177    30    29    5.5      0  0.835    257     84      0    111    341    341      0     0.0  0.000      0      0  0.000  0.000  0.076  0.000  0.000  0.000  0.000    3.61   0.00   0.00      0      0  325.0   0.21   0.21    5.4   0.51    0.37    0.30    0.21    0.09    0.03    0.00    0.00    0.00    0.00       54      23
 2015 178    31    30    5.7      1  0.930    286     99      0    114    385    385      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.68   0.00   0.00      0      0  325.1   0.22   0.22    5.6   0.51    0.38    0.31    0.22    0.10    0.03    0.00    0.00    0.00    0.00       54      25
 2015 179    32    31    5.9      1  1.008    314    116      0    117    430    430      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.78   0.00   0.00      0      0  320.7   0.24   0.23    5.8   0.51    0.38    0.32    0.23    0.10    0.03    0.00    0.00    0.00    0.00       54      26
 2015 180    33    32    6.2      1  1.090    348    139      0    121    486    486      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.80   0.00   0.00      0      0  313.7   0.25   0.24    6.2   0.51    0.40    0.33    0.23    0.10    0.03    0.00    0.00    0.00    0.00       54      28
 2015 181    34    33    6.4      1  1.137    378    166      0    134    544    544      0     0.0  0.000      0      0  0.000  0.136  0.099  0.000  0.000  0.000  0.000    3.63   0.00   0.00      0      0  300.8   0.26   0.25    7.2   0.51    0.44    0.36    0.26    0.12    0.04    0.00    0.00    0.00    0.00       57      30
 2015 182    35    34    6.6      1  1.200    412    197      0    139    609    609      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.63   0.00   0.00      0      0  291.4   0.28   0.27    7.6   0.51    0.46    0.37    0.27    0.12    0.04    0.00    0.00    0.00    0.00       60      32
 2015 183    36    35    6.8      1  1.238    437    226      0    143    662    662      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.78   0.00   0.00      0      0  283.3   0.30   0.28    8.0   0.51    0.47    0.38    0.28    0.13    0.04    0.00    0.00    0.00    0.00       69      35
 2015 184    37    36    7.1      1  1.223    453    263      0    148    716    716      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.80   0.00   0.00      0      0  270.0   0.32   0.30    9.3   0.51    0.48    0.39    0.29    0.13    0.04    0.00    0.00    0.00    0.00       94      37
 2015 185    38    37    7.3      1  1.230    475    300      0    152    775    775      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  258.8   0.34   0.31    9.7   0.51    0.50    0.41    0.29    0.14    0.04    0.00    0.00    0.00    0.00      106      40
 2015 186    39    38    7.5      1  1.211    488    336      0    156    824    824      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.92   0.00   0.00      0      0  248.3   0.36   0.32   10.1   0.51    0.51    0.42    0.30    0.14    0.04    0.00    0.00    0.00    0.00      125      42
 2015 187    40    39    7.8      1  1.187    497    370      0    159    866    866      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.99   0.00   0.00      0      0  239.0   0.37   0.34   10.5   0.51    0.52    0.42    0.31    0.14    0.05    0.00    0.00    0.00    0.00      144      45
 2015 188    41    40    8.0      1  1.158    497    391      0    161    888    888      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.07   0.00   0.00      0      0  233.2   0.40   0.35   10.5   0.51    0.52    0.43    0.31    0.14    0.05    0.00    0.00    0.00    0.00      162      47
 2015 189    42    41    8.1      1  1.146    496    400      0    160    896    896      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.11   0.00   0.00      0      0  231.1   0.44   0.37   10.3   0.51    0.52    0.42    0.31    0.14    0.05    0.00    0.00    0.00    0.00      170      50
 2015 190    43    42    8.4      1  1.141    515    444      0    164    959    959      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.09   0.00   0.00      0      0  221.4   0.45   0.38   10.7   0.51    0.53    0.43    0.32    0.15    0.05    0.00    0.00    0.00    0.00      174      52
 2015 191    44    43    8.6      5  1.114    529    495      0    179   1024   1024      0     0.0  0.000      0      0  0.000  0.158  0.000  0.000  0.000  0.000  0.000    4.05   0.00   0.00      0      0  210.5   0.47   0.39   12.5   0.51    0.58    0.47    0.35    0.16    0.05    0.00    0.00    0.00    0.00      187      55
 2015 192    45    44    8.8      5  1.118    555    548      0    183   1103   1103      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.04   0.00   0.00      0      0  201.4   0.49   0.41   12.0   0.51    0.59    0.48    0.35    0.17    0.05    0.00    0.00    0.00    0.00      187      59
 2015 193    46    45    9.0      5  1.107    569    590      0    186   1159   1166     82     0.0  0.000      6     18  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.09   0.35   0.01      0      6  194.5   0.51   0.42   11.5   0.51    0.60    0.49    0.36    0.17    0.05    0.00    0.00    0.00    0.00      197      62
 2015 194    47    46    9.0      5  1.081    580    639      7    189   1219   1244    155     4.6  0.006     25     33  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.03  28.46   0.02      0     25  186.3   0.53   0.43   13.4   0.51    0.62    0.50    0.37    0.17    0.06    0.00    0.00    0.00    0.00      212      65
 2015 195    48    47    9.0      5  1.079    594    672     21    191   1266   1324    259     8.0  0.016     58     56  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.05  35.57   0.04      0     58  181.7   0.55   0.44   12.9   0.51    0.62    0.50    0.37    0.17    0.06    0.00    0.00    0.00    0.00      216      69
 2015 196    49    48    9.0      5  1.081    604    695     43    191   1299   1405    345    12.4  0.031    106     74  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.08  40.48   0.08      0    106  178.9   0.57   0.45   12.4   0.51    0.62    0.50    0.37    0.17    0.06    0.00    0.00    0.00    0.00      218      73
 2015 197    50    49    9.0      5  1.073    605    706     74    190   1311   1481    432    17.0  0.050    170     93  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.09  43.33   0.11      0    170  177.3   0.60   0.45   11.9   0.51    0.62    0.50    0.37    0.17    0.06    0.00    0.00    0.00    0.00      224      77
 2015 198    51    50    9.0      5  1.056    601    722    111    186   1323   1566    500    22.3  0.071    243    108  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.01  45.82   0.16      0    243  175.6   0.60   0.45   13.5   0.51    0.61    0.49    0.36    0.17    0.05    0.00    0.00    0.00    0.00      233      80
 2015 199    52    51    9.0      5  1.041    590    714    155    183   1304   1635    604    25.6  0.095    331    130  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.00  46.73   0.20      0    331  176.3   0.60   0.45   12.9   0.51    0.60    0.48    0.35    0.17    0.05    0.00    0.00    0.00    0.00      242      83
 2015 200    53    52    9.0      5  1.021    577    702    208    180   1279   1705    604    34.5  0.122    426    130  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.97  48.94   0.25      0    426  177.2   0.60   0.45   12.4   0.51    0.59    0.47    0.35    0.17    0.05    0.00    0.00    0.00    0.00      251      87
 2015 201    54    53    9.0      5  1.000    562    690    263    176   1252   1778    615    42.7  0.148    525    133  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.94  49.97   0.30      0    525  178.1   0.60   0.45   11.9   0.51    0.58    0.47    0.34    0.16    0.05    0.00    0.00    0.00    0.00      262      91
 2015 202    55    54    9.0      5  0.979    547    678    317    173   1225   1843    615    51.6  0.172    618    133  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.90  51.31   0.34      0    618  179.1   0.60   0.45   11.5   0.51    0.57    0.46    0.34    0.16    0.05    0.00    0.00    0.00    0.00      272      94
 2015 203    56    55    9.0      5  0.954    530    665    373    169   1195   1902    615    60.6  0.196    707    133  0.152  0.435  0.000  0.000  0.000  0.000  0.000    3.85  52.76   0.37      0    707  180.1   0.60   0.45   11.0   0.51    0.56    0.45    0.33    0.16    0.05    0.00    0.00    0.00    0.00      283      98
 2015 204    57    56    9.0      5  0.927    514    658    430    165   1172   1959    615    69.9  0.219    787    133  0.151  0.434  0.000  0.000  0.000  0.000  0.000    3.78  54.58   0.40      0    787  180.4   0.60   0.45   11.5   0.51    0.54    0.44    0.32    0.15    0.05    0.00    0.00    0.00    0.00      295     101
 2015 205    58    57    9.0      5  0.905    500    649    485    162   1149   2024    716    67.7  0.240    876    154  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.73  55.38   0.43      0    876  181.0   0.60   0.45   11.5   0.51    0.54    0.43    0.32    0.15    0.05    0.00    0.00    0.00    0.00      306     104
 2015 206    59    58    9.0      5  0.882    484    636    551    159   1120   2088    722    76.3  0.264    968    156  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.68  56.94   0.46      0    968  182.2   0.60   0.45   11.1   0.51    0.52    0.43    0.31    0.15    0.05    0.00    0.00    0.00    0.00      317     108
 2015 207    60    59    9.0      5  0.839    457    620    618    155   1077   2136    803    76.9  0.289   1059    173  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.62  58.34   0.50      0   1059  183.5   0.60   0.45   10.6   0.51    0.51    0.42    0.31    0.15    0.05    0.00    0.00    0.00    0.00      343     112
 2015 208    61    60    9.0      5  0.799    432    606    690    152   1038   2187    879    78.5  0.316   1149    189  0.000  0.077  0.000  0.000  0.000  0.000  0.000    3.56  60.08   0.53      0   1149  184.6   0.60   0.45   10.6   0.51    0.51    0.41    0.30    0.14    0.05    0.00    0.00    0.00    0.00      366     115
 2015 209    62    61    9.0      5  0.779    420    598    763    149   1018   2236    879    86.8  0.341   1218    189  0.000  0.000  0.000  0.000  0.000  0.000  0.002    3.50  62.66   0.54      0   1218  185.5   0.60   0.45   11.1   0.51    0.50    0.40    0.30    0.14    0.04    0.00    0.00    0.00    0.00      375     117
 2015 210    63    62    9.0      5  0.759    407    588    841    146    996   2300    879    95.7  0.366   1304    189  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.44  64.53   0.57      0   1304  186.4   0.60   0.45   11.5   0.51    0.49    0.39    0.29    0.14    0.04    0.00    0.00    0.00    0.00      383     120
 2015 211    64    63    9.0      5  0.739    394    577    922    143    971   2362    879   104.9  0.390   1392    189  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.37  66.28   0.59      0   1392  187.8   0.60   0.45   11.1   0.51    0.48    0.39    0.28    0.13    0.04    0.00    0.00    0.00    0.00      393     123
 2015 212    65    64    9.0      5  0.719    380    566    995    140    946   2422    879   113.2  0.411   1475    189  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.31  67.46   0.61      0   1475  189.1   0.60   0.45   10.6   0.51    0.47    0.38    0.28    0.13    0.04    0.00    0.00    0.00    0.00      401     126
 2015 213    66    65    9.0      5  0.699    372    571   1068    138    943   2487    879   121.4  0.429   1545    189  0.000  0.015  0.000  0.000  0.000  0.000  0.000    3.20  69.13   0.62      0   1545  188.1   0.60   0.45   10.8   0.51    0.46    0.37    0.27    0.13    0.04    0.00    0.00    0.00    0.00      410     129
 2015 214    67    66    9.0      5  0.681    359    560   1139    135    919   2542    879   129.5  0.448   1623    189  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.13  70.17   0.64      0   1623  189.6   0.60   0.45   10.8   0.51    0.45    0.37    0.27    0.13    0.04    0.00    0.00    0.00    0.00      418     131
 2015 215    68    67    9.0      7  0.661    346    549   1219    132    895   2596    879   138.6  0.470   1702    189  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.05  71.65   0.66      0   1702  191.1   0.60   0.45   10.4   0.51    0.44    0.36    0.26    0.13    0.04    0.00    0.00    0.00    0.00      426     134
 2015 216    69    68    9.0      7  0.489    259    538   1283    129    797   2559    879   145.9  0.501   1762    189  0.000  0.000  0.182  0.000  0.000  0.000  0.000    2.84  72.80   0.69      0   1762  189.0   0.60   0.45   10.4   0.51    0.44    0.35    0.26    0.12    0.04    0.00    0.00    0.00    0.00      539     137
 2015 217    70    69    9.0      7  0.362    190    513   1348    127    704   2527    879   153.3  0.533   1823    189  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.67  73.92   0.72      0   1823  190.2   0.60   0.45   10.4   0.51    0.43    0.35    0.25    0.12    0.04    0.00    0.00    0.00    0.00      623     139
 2015 218    71    70    9.0      7  0.268    139    491   1400    124    630   2502    879   159.2  0.560   1871    189  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.54  74.80   0.75      0   1871  192.3   0.60   0.45   10.0   0.51    0.42    0.34    0.25    0.12    0.04    0.00    0.00    0.00    0.00      685     142
 2015 219    72    71    9.0      7  0.199    102    473   1439    121    576   2483    879   163.7  0.580   1907    189  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.41  75.46   0.77      0   1907  194.3   0.60   0.45    9.6   0.51    0.41    0.33    0.24    0.12    0.04    0.00    0.00    0.00    0.00      730     145
 2015 220    73    72    9.0      7  0.148     75    459   1467    119    535   2467    879   166.9  0.595   1932    189  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.31  75.93   0.78      0   1932  196.1   0.60   0.45    9.6   0.51    0.40    0.33    0.24    0.11    0.04    0.00    0.00    0.00    0.00      763     147
 2015 221    74    73    9.0      7  0.110     56    448   1488    117    504   2455    879   169.3  0.606   1951    189  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.21  76.30   0.79      0   1951  197.8   0.60   0.45    9.2   0.51    0.40    0.32    0.24    0.11    0.04    0.00    0.00    0.00    0.00      788     150
 2015 222    75    74    9.0      7  0.082     41    438   1506    114    479   2445    879   171.2  0.616   1965    189  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.12  76.61   0.80      0   1965  199.5   0.60   0.45    8.8   0.51    0.39    0.31    0.23    0.11    0.04    0.00    0.00    0.00    0.00      806     152
 2015 223    76    75    9.0      7  0.061     30    430   1515    112    461   2434    879   172.3  0.623   1973    189  0.000  0.000  0.000  0.000  0.000  0.000  0.011    2.06  76.81   0.81      0   1973  201.2   0.60   0.45    8.5   0.51    0.38    0.31    0.23    0.11    0.03    0.00    0.00    0.00    0.00      819     155
 2015 224    77    76    9.0      8  0.046     22    424   1523    110    446   2425    879   173.2  0.628   1979    189  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.02  76.96   0.82      0   1979  202.8   0.60   0.45    8.1   0.51    0.37    0.30    0.22    0.11    0.03    0.00    0.00    0.00    0.00      829     157
