simulacao_escolhida_final,bnx_train,bnx_test,euclidiana_treinamento,euclidiana_teste,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH
IP100_IT100_ei_exp,EMEP1403_EXPL2_4_6.BNX,EMEP1403_PREV2_4_6.BNX,6.454088527286613,1.1224544015402218,28.95974032110381,3.718158769479266,8.025792238795484,16.146085571579903,18.14937435701743,0.9928434791015764,348.473866338234,170.1430278155952,0.2209756104310402,12.361509798688358,4.258668390551048,7.269176008626317,78.0
