simulacao_escolhida_treinamento,bnx_train,euclidiana_treinamento,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH
IP200_IT300_ei_gauss,EMEP1403_EXPL1_3_5.BNX,3.904262435335857,24.84570257802589,2.0,6.0,18.72106649911289,13.909454215854105,0.98,296.60733658410373,140.53986735056532,0.22,11.0,5.0,4.0,78.0
