simulacao_escolhida_final,bnx_train,bnx_test,euclidiana_treinamento,euclidiana_teste,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH
IP200_IT300_ucb_matern5_2,EMEP1403_EXPL1_3_5.BNX,EMEP1403_PREV1_3_5.BNX,4.615721117860766,0.8255006267583619,32.16012914429809,2.0,6.0,14.0,10.0,0.98,321.7576936647124,133.0,0.22,11.0,5.0,4.0,78.0
