simulacao_escolhida_final,bnx_train,bnx_test,euclidiana_treinamento,euclidiana_teste,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH
IP200_IT300_ucb_matern5_2,EMEP1403_EXPL2_5_8.BNX,EMEP1403_PREV2_5_8.BNX,0.8284825392701048,11.586937844310969,35.0,5.0,13.0,14.0,34.0,1.0,271.5407216955725,147.8933990277556,0.22,11.0,5.0,16.0,78.0
