Score,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH,initPoints,iters.n,acq,kernel,method
-0.15767352386543518,35.0,5.0,13.0,15.386197716464414,22.989416978267936,0.98,320.85498828360784,148.8433272313554,0.22,11.0,5.0,16.0,78.0,100,300,ucb,exp,MAPE
