simulacao_escolhida_treinamento,bnx_train,euclidiana_treinamento,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH
IP200_IT300_poi_matern5_2,EMEP1403_EXPL2_5_8.BNX,0.7913254259863145,35.0,4.401762809793427,13.0,17.427695389359748,20.30667579766175,0.98,325.01407520317616,137.1929424389915,0.22,11.0,5.0,16.0,78.0
