simulacao_escolhida_treinamento,bnx_train,euclidiana_treinamento,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH
IP100_IT300_poi_matern3_2,EMEP1403_EXPL1_4_8.BNX,0.757074229437692,35.0,5.0,13.0,19.00574273632391,21.997064305236066,0.98,329.63669853093865,143.41135889404262,0.22,13.111578632433746,5.0,16.0,78.0
