Score,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH,initPoints,iters.n,acq,kernel,method
-0.1469158346848098,35.0,2.0,13.0,26.263910462759686,32.15411666520273,0.98,314.07608375175886,133.0,0.22,11.216365831546804,5.0,16.0,78.0,200,300,poi,exp,MAPE
