RUN,EXCODE,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,GL%MS,GL%MM,CHTAS,CHTAM,R8APS,R8APM,EDAPS,EDAPM,region,idRun,simulacao
1,EMEP1403BN,1,1,BN,43,35,49,42,57,56,91,72,3027,1605,3844,2313,1354,1090,0.2235,0.15,4.97,5.49,4859,3202,1830,-99,4.41,4.18,0.623,0.50,78.73,70.4,108,-99,134,-99,11,-99,3.56,-99,1739,1409,56,-99,13.22,-99,2.90,-99,1.13,-99,100,-99,4,-99,-99,teste_IP100_IT100_ei_exp_teste,IP100_IT100_ei_exp
2,EMEP1403BN,4,1,BN,47,50,52,54,60,64,93,82,3331,4004,4204,3178,1592,1062,0.2093,0.23,4.97,5.31,6120,5302,2790,-99,3.90,4.92,0.544,-99,79.21,78.2,124,-99,158,-99,19,-99,3.71,-99,1657,2161,58,-99,12.96,-99,3.00,-99,1.02,-99,102,-99,4,-99,-99,teste_IP100_IT100_ei_exp_teste,IP100_IT100_ei_exp
3,EMEP1403BN,8,1,BN,41,41,47,51,54,57,93,84,3027,2630,3819,-99,1292,1215,0.2343,0.21,4.97,4.94,5298,3092,2270,-99,4.28,6.14,0.571,-99,79.25,72.3,107,-99,137,-99,16,-99,3.55,-99,1623,2069,54,-99,13.47,-99,2.81,-99,1.27,-99,102,-99,4,-99,-99,teste_IP100_IT100_ei_exp_teste,IP100_IT100_ei_exp
1,EMEP1403BN,1,1,BN,43,35,49,42,57,56,91,72,3027,1605,3844,2313,1354,1090,0.2235,0.15,4.97,5.49,4859,3202,1830,-99,4.41,4.18,0.623,0.50,78.73,70.4,108,-99,134,-99,11,-99,3.56,-99,1739,1409,56,-99,13.22,-99,2.90,-99,1.13,-99,100,-99,4,-99,-99,teste_IP100_IT100_ei_gauss_teste,IP100_IT100_ei_gauss
2,EMEP1403BN,4,1,BN,47,50,52,54,60,64,93,82,3331,4004,4204,3178,1592,1062,0.2093,0.23,4.97,5.31,6120,5302,2790,-99,3.90,4.92,0.544,-99,79.21,78.2,124,-99,158,-99,19,-99,3.71,-99,1657,2161,58,-99,12.96,-99,3.00,-99,1.02,-99,102,-99,4,-99,-99,teste_IP100_IT100_ei_gauss_teste,IP100_IT100_ei_gauss
3,EMEP1403BN,8,1,BN,41,41,47,51,54,57,93,84,3027,2630,3819,-99,1292,1215,0.2343,0.21,4.97,4.94,5298,3092,2270,-99,4.28,6.14,0.571,-99,79.25,72.3,107,-99,137,-99,16,-99,3.55,-99,1623,2069,54,-99,13.47,-99,2.81,-99,1.27,-99,102,-99,4,-99,-99,teste_IP100_IT100_ei_gauss_teste,IP100_IT100_ei_gauss
1,EMEP1403BN,1,1,BN,43,35,49,42,57,56,91,72,3027,1605,3844,2313,1354,1090,0.2235,0.15,4.97,5.49,4859,3202,1830,-99,4.41,4.18,0.623,0.50,78.73,70.4,108,-99,134,-99,11,-99,3.56,-99,1739,1409,56,-99,13.22,-99,2.90,-99,1.13,-99,100,-99,4,-99,-99,teste_IP100_IT100_ei_matern3_2_teste,IP100_IT100_ei_matern3_2
2,EMEP1403BN,4,1,BN,47,50,52,54,60,64,93,82,3331,4004,4204,3178,1592,1062,0.2093,0.23,4.97,5.31,6120,5302,2790,-99,3.90,4.92,0.544,-99,79.21,78.2,124,-99,158,-99,19,-99,3.71,-99,1657,2161,58,-99,12.96,-99,3.00,-99,1.02,-99,102,-99,4,-99,-99,teste_IP100_IT100_ei_matern3_2_teste,IP100_IT100_ei_matern3_2
3,EMEP1403BN,8,1,BN,41,41,47,51,54,57,93,84,3027,2630,3819,-99,1292,1215,0.2343,0.21,4.97,4.94,5298,3092,2270,-99,4.28,6.14,0.571,-99,79.25,72.3,107,-99,137,-99,16,-99,3.55,-99,1623,2069,54,-99,13.47,-99,2.81,-99,1.27,-99,102,-99,4,-99,-99,teste_IP100_IT100_ei_matern3_2_teste,IP100_IT100_ei_matern3_2
1,EMEP1403BN,1,1,BN,43,35,49,42,57,56,91,72,3027,1605,3844,2313,1354,1090,0.2235,0.15,4.97,5.49,4859,3202,1830,-99,4.41,4.18,0.623,0.50,78.73,70.4,108,-99,134,-99,11,-99,3.56,-99,1739,1409,56,-99,13.22,-99,2.90,-99,1.13,-99,100,-99,4,-99,-99,teste_IP100_IT100_ei_matern5_2_teste,IP100_IT100_ei_matern5_2
2,EMEP1403BN,4,1,BN,47,50,52,54,60,64,93,82,3331,4004,4204,3178,1592,1062,0.2093,0.23,4.97,5.31,6120,5302,2790,-99,3.90,4.92,0.544,-99,79.21,78.2,124,-99,158,-99,19,-99,3.71,-99,1657,2161,58,-99,12.96,-99,3.00,-99,1.02,-99,102,-99,4,-99,-99,teste_IP100_IT100_ei_matern5_2_teste,IP100_IT100_ei_matern5_2
3,EMEP1403BN,8,1,BN,41,41,47,51,54,57,93,84,3027,2630,3819,-99,1292,1215,0.2343,0.21,4.97,4.94,5298,3092,2270,-99,4.28,6.14,0.571,-99,79.25,72.3,107,-99,137,-99,16,-99,3.55,-99,1623,2069,54,-99,13.47,-99,2.81,-99,1.27,-99,102,-99,4,-99,-99,teste_IP100_IT100_ei_matern5_2_teste,IP100_IT100_ei_matern5_2
1,EMEP1403BN,1,1,BN,43,35,49,42,57,56,91,72,3027,1605,3844,2313,1354,1090,0.2235,0.15,4.97,5.49,4859,3202,1830,-99,4.41,4.18,0.623,0.50,78.73,70.4,108,-99,134,-99,11,-99,3.56,-99,1739,1409,56,-99,13.22,-99,2.90,-99,1.13,-99,100,-99,4,-99,-99,teste_IP100_IT100_poi_exp_teste,IP100_IT100_poi_exp
