RUN,EXCODE,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,GL%MS,GL%MM,CHTAS,CHTAM,R8APS,R8APM,EDAPS,EDAPM,region,idRun,simulacao
1,EMEP1403BN,2,1,BN,44,42,51,48,59,62,93,82,2949,1997,3766,2923,1400,1258,0.2106,0.17,4.97,5.52,4741,3204,1790,-99,4.18,6.26,0.622,0.62,78.30,72.7,104,-99,129,-99,10,-99,3.52,-99,1491,1349,48,-99,12.98,-99,3.07,-99,1.10,-99,102,-99,4,-99,-99,treino_IP100_IT100_ei_exp,IP100_IT100_ei_exp
2,EMEP1403BN,3,1,BN,47,49,53,55,61,68,94,90,3297,2803,4200,3069,1758,1501,0.1875,0.19,4.97,4.52,5388,4319,2090,-99,3.60,6.34,0.612,0.65,78.51,74.4,120,-99,146,-99,11,-99,3.63,-99,1383,1224,47,-99,12.66,-99,3.05,-99,0.98,-99,103,-99,4,-99,-99,treino_IP100_IT100_ei_exp,IP100_IT100_ei_exp
3,EMEP1403BN,5,1,BN,42,51,47,54,55,68,90,90,3753,3993,4962,5140,2158,1964,0.1739,0.19,4.97,4.96,6571,5002,2820,-99,4.77,5.67,0.571,-99,75.62,77.6,137,-99,172,-99,13,-99,3.64,-99,1955,2306,66,-99,13.94,-99,3.03,-99,1.30,-99,99,-99,4,-99,-99,treino_IP100_IT100_ei_exp,IP100_IT100_ei_exp
4,EMEP1403BN,6,1,BN,43,55,49,67,56,74,90,91,3522,4340,4445,5358,1586,3157,0.2220,0.19,4.97,4.95,6409,4261,2890,-99,4.81,5.00,0.549,-99,79.23,74.9,131,-99,164,-99,18,-99,3.71,-99,1958,1849,62,-99,13.72,-99,2.93,-99,1.23,-99,99,-99,4,-99,-99,treino_IP100_IT100_ei_exp,IP100_IT100_ei_exp
5,EMEP1403BN,9,1,BN,43,47,49,56,58,65,95,86,3290,2080,4161,3807,1388,1151,0.2370,0.17,4.97,4.63,5802,3027,2510,-99,4.16,4.59,0.567,0.69,79.07,71.8,116,-99,145,-99,15,-99,3.54,-99,1757,2002,60,-99,13.15,-99,2.83,-99,1.09,-99,104,-99,4,-99,-99,treino_IP100_IT100_ei_exp,IP100_IT100_ei_exp
1,EMEP1403BN,2,1,BN,44,42,51,48,59,62,93,82,2949,1997,3766,2923,1400,1258,0.2106,0.17,4.97,5.52,4741,3204,1790,-99,4.18,6.26,0.622,0.62,78.30,72.7,104,-99,129,-99,10,-99,3.52,-99,1491,1349,48,-99,12.98,-99,3.07,-99,1.10,-99,102,-99,4,-99,-99,treino_IP100_IT100_ei_gauss,IP100_IT100_ei_gauss
2,EMEP1403BN,3,1,BN,47,49,53,55,61,68,94,90,3297,2803,4200,3069,1758,1501,0.1875,0.19,4.97,4.52,5388,4319,2090,-99,3.60,6.34,0.612,0.65,78.51,74.4,120,-99,146,-99,11,-99,3.63,-99,1383,1224,47,-99,12.66,-99,3.05,-99,0.98,-99,103,-99,4,-99,-99,treino_IP100_IT100_ei_gauss,IP100_IT100_ei_gauss
3,EMEP1403BN,5,1,BN,42,51,47,54,55,68,90,90,3753,3993,4962,5140,2158,1964,0.1739,0.19,4.97,4.96,6571,5002,2820,-99,4.77,5.67,0.571,-99,75.62,77.6,137,-99,172,-99,13,-99,3.64,-99,1955,2306,66,-99,13.94,-99,3.03,-99,1.30,-99,99,-99,4,-99,-99,treino_IP100_IT100_ei_gauss,IP100_IT100_ei_gauss
4,EMEP1403BN,6,1,BN,43,55,49,67,56,74,90,91,3522,4340,4445,5358,1586,3157,0.2220,0.19,4.97,4.95,6409,4261,2890,-99,4.81,5.00,0.549,-99,79.23,74.9,131,-99,164,-99,18,-99,3.71,-99,1958,1849,62,-99,13.72,-99,2.93,-99,1.23,-99,99,-99,4,-99,-99,treino_IP100_IT100_ei_gauss,IP100_IT100_ei_gauss
5,EMEP1403BN,9,1,BN,43,47,49,56,58,65,95,86,3290,2080,4161,3807,1388,1151,0.2370,0.17,4.97,4.63,5802,3027,2510,-99,4.16,4.59,0.567,0.69,79.07,71.8,116,-99,145,-99,15,-99,3.54,-99,1757,2002,60,-99,13.15,-99,2.83,-99,1.09,-99,104,-99,4,-99,-99,treino_IP100_IT100_ei_gauss,IP100_IT100_ei_gauss
