simulacao_escolhida_treinamento,bnx_train,euclidiana_treinamento,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH
IP200_IT300_ei_exp,EMEP1403_EXPL1_6_8.BNX,0.7221731544758463,35.0,5.0,12.65217040434148,17.7472058546879,28.65654921653941,0.98,327.3709636353056,146.49924696889994,0.22,11.0,5.0,15.511494454449224,78.0
