Score,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH,initPoints,iters.n,acq,kernel,method
-0.6613918729168846,28.905880424225817,4.3332340131584255,7.497898461337731,14.102200184235143,18.093534634745584,0.9882615099343324,349.42147790476895,169.7144978754924,0.22,13.095291940546316,3.8382007800287328,6.250519642861495,78.0,100,300,poi,matern3_2,MAPE
