simulacao_escolhida_treinamento,bnx_train,euclidiana_treinamento,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH
IP200_IT300_ucb_gauss,EMEP1403_EXPL1_2_8.BNX,0.8985627552146577,35.0,5.0,13.0,18.466499665701654,24.875984634454017,0.98,325.2696948392476,133.0,0.22,11.0,5.0,16.0,78.0
