simulacao,EUCLIDIANA_GERAL,EUCLIDIANA_ADAP,EUCLIDIANA_PD1P,EUCLIDIANA_PDFP,EUCLIDIANA_MDAP,EUCLIDIANA_HWAM,EUCLIDIANA_PWAM,EUCLIDIANA_HWUM,EUCLIDIANA_H#AM,EUCLIDIANA_H#UM,EUCLIDIANA_THAM,EUCLIDIANA_LAIX,EUCLIDIANA_HIAM
IP100_IT100_ei_exp,0.9763692353282867,0.10013477886318937,0.10497018873884545,0.11552821495776903,0.06127341493195151,0.29892936046102364,0.19128617939563416,0.22507713016556735,0.2551891065593079,0.12167994231860098,0.03529429654963499,0.10765339256632203,0.6855862495927012
IP100_IT100_ei_gauss,0.9763692353282867,0.10013477886318937,0.10497018873884545,0.11552821495776903,0.06127341493195151,0.29892936046102364,0.19128617939563416,0.22507713016556735,0.2551891065593079,0.12167994231860098,0.03529429654963499,0.10765339256632203,0.6855862495927012
IP100_IT100_ei_matern3_2,0.9763692353282867,0.10013477886318937,0.10497018873884545,0.11552821495776903,0.06127341493195151,0.29892936046102364,0.19128617939563416,0.22507713016556735,0.2551891065593079,0.12167994231860098,0.03529429654963499,0.10765339256632203,0.6855862495927012
IP100_IT100_ei_matern5_2,0.9763692353282867,0.10013477886318937,0.10497018873884545,0.11552821495776903,0.06127341493195151,0.29892936046102364,0.19128617939563416,0.22507713016556735,0.2551891065593079,0.12167994231860098,0.03529429654963499,0.10765339256632203,0.6855862495927012
IP100_IT100_poi_exp,0.9763692353282867,0.10013477886318937,0.10497018873884545,0.11552821495776903,0.06127341493195151,0.29892936046102364,0.19128617939563416,0.22507713016556735,0.2551891065593079,0.12167994231860098,0.03529429654963499,0.10765339256632203,0.6855862495927012
IP100_IT100_poi_gauss,0.9763692353282867,0.10013477886318937,0.10497018873884545,0.11552821495776903,0.06127341493195151,0.29892936046102364,0.19128617939563416,0.22507713016556735,0.2551891065593079,0.12167994231860098,0.03529429654963499,0.10765339256632203,0.6855862495927012
IP100_IT100_poi_matern3_2,0.9763692353282867,0.10013477886318937,0.10497018873884545,0.11552821495776903,0.06127341493195151,0.29892936046102364,0.19128617939563416,0.22507713016556735,0.2551891065593079,0.12167994231860098,0.03529429654963499,0.10765339256632203,0.6855862495927012
IP100_IT100_poi_matern5_2,0.9763692353282867,0.10013477886318937,0.10497018873884545,0.11552821495776903,0.06127341493195151,0.29892936046102364,0.19128617939563416,0.22507713016556735,0.2551891065593079,0.12167994231860098,0.03529429654963499,0.10765339256632203,0.6855862495927012
IP100_IT100_ucb_exp,0.9356627692277197,0.08908343221234336,0.10317559030245597,0.0721738935330017,0.07470221213840045,0.22017709795074153,0.1486901034975742,0.14933611522412168,0.2828799899035671,0.050132489200966336,0.02771605804004084,0.0880830952258476,0.7302003683397793
IP100_IT100_ucb_gauss,0.9206944716927353,0.08824309607788958,0.10497018873884545,0.07449581240852589,0.0683323949007443,0.2097422898811093,0.1554866459693816,0.12242805222775606,0.31715558089392787,0.050132489200966336,0.027590018218660906,0.13444647664422907,0.712905926020372
IP100_IT100_ucb_matern3_2,0.9176971619922696,0.08908343221234336,0.12456467661691542,0.0721738935330017,0.07633863080261265,0.1901570052977965,0.15046173944255417,0.10651339345806973,0.28984465774381285,0.04932603758806312,0.03765435453711373,0.09228483497459407,0.7242352047827504
IP100_IT100_ucb_matern5_2,0.9366536680798172,0.08908343221234336,0.12039800995024877,0.0721738935330017,0.09331269474207649,0.16880099114929634,0.14615430991396947,0.11212545430071341,0.29804728351707677,0.04972926339451472,0.034223437748513316,0.09516681773303563,0.7171970787822121
IP100_IT300_ei_exp,0.9238886280559966,0.08908343221234336,0.12456467661691542,0.07691388513020392,0.09331269474207649,0.20877945105741746,0.14170768322709132,0.12448404899717322,0.2655985990833175,0.050132489200966336,0.03050769030022426,0.09521729250213871,0.7116946151557653
IP100_IT300_ei_gauss,0.919778989123708,0.08908343221234336,0.10317559030245597,0.0721738935330017,0.0683323949007443,0.2299004551856914,0.1444947283691772,0.13065365459685016,0.2836192155031268,0.050132489200966336,0.032181424186007106,0.07491853698941672,0.7339303327808236
IP100_IT300_ei_matern3_2,0.9128545273773838,0.08908343221234336,0.10317559030245597,0.0721738935330017,0.06774659134273428,0.2414697873178925,0.1482627853888584,0.12210526315789469,0.2756786711291431,0.050132489200966336,0.02606740572176895,0.07608325700142479,0.7388530154277699
IP100_IT300_ei_matern5_2,0.939483108519051,0.08908343221234336,0.10317559030245597,0.0721738935330017,0.1328449051421258,0.1908403219387032,0.1250982916164269,0.1583082514470319,0.2767502815874058,0.050132489200966336,0.027932971478575586,0.07471507127233924,0.7253245526796719
IP100_IT300_poi_exp,0.9196863875917776,0.08908343221234336,0.10736002527047303,0.08553388092880503,0.06496298558692207,0.22535231942824038,0.1709228593718794,0.09952375824471668,0.333607595034937,0.050132489200966336,0.017043654019867075,0.09677887392307966,0.705127054556788
IP100_IT300_poi_gauss,0.9100817096452708,0.08908343221234336,0.11060076601121378,0.0853849975541152,0.06242060202355154,0.24400062802955516,0.16192040270959274,0.10894548391438956,0.3083893510382386,0.050132489200966336,0.02234338511752774,0.08756456728109163,0.7047337668409197
IP100_IT300_poi_matern3_2,0.9109295491113667,0.08908343221234336,0.10556542683408354,0.0721738935330017,0.07411640858039044,0.18780166969066453,0.13762387103497412,0.13112128146453092,0.26821892152132487,0.050132489200966336,0.03261520862315618,0.08496223127674578,0.7219567682434442
IP100_IT300_poi_matern5_2,0.9159949531663557,0.08908343221234336,0.10317559030245597,0.0721738935330017,0.07191860638258823,0.18162754542774168,0.13696428147726972,0.13914631848162604,0.2820953182657144,0.050132489200966336,0.03113184661305471,0.08953097119745235,0.7255845155623557
IP100_IT300_ucb_exp,0.9341863851704375,0.08908343221234336,0.10317559030245597,0.0721738935330017,0.1328449051421258,0.18062454311078496,0.11814746513427225,0.16888652577735896,0.2610554888799178,0.050132489200966336,0.03037901752737564,0.08085526246343623,0.7213491776106082
IP100_IT300_ucb_gauss,0.935319858025716,0.08908343221234336,0.10317559030245597,0.0721738935330017,0.11878222615602083,0.1854394653528293,0.11765576343006567,0.17181316462511775,0.26054073146654827,0.050132489200966336,0.030449839229409435,0.08548692684909091,0.7195239916698541
IP100_IT300_ucb_matern3_2,0.9327787777047927,0.08908343221234336,0.10317559030245597,0.0721738935330017,0.09331269474207649,0.1538836427842641,0.13624546768202253,0.14879176201372996,0.3062091457888196,0.050132489200966336,0.0372264705654887,0.0872543477917992,0.7237522943318175
IP100_IT300_ucb_matern5_2,0.9135030572873923,0.08908343221234336,0.10317559030245597,0.0721738935330017,0.06774659134273428,0.23278246275911263,0.14632616327426565,0.1410607080360748,0.24113058992966102,0.050132489200966336,0.029960869696969983,0.09488904483733744,0.7194708317395555
IP200_IT300_ei_exp,0.9258798393786816,0.08908343221234336,0.10317559030245597,0.0721738935330017,0.0816890401462154,0.17434228233962176,0.132685441886561,0.148439090052497,0.28515001043330807,0.050132489200966336,0.03165338110963465,0.07958381974537568,0.7248515109014407
IP200_IT300_ei_gauss,0.9224372243626664,0.08908343221234336,0.12039800995024877,0.0721738935330017,0.0816890401462154,0.18052778302518485,0.13349396323096446,0.12233355767936464,0.30650216036424976,0.04972926339451472,0.03460547550468509,0.07621661906618861,0.7327959680961084
IP200_IT300_ei_matern3_2,0.91860827926133,0.08908343221234336,0.12039800995024877,0.0721738935330017,0.07690001433620265,0.18521423330771633,0.13780718078636192,0.11661300309597522,0.3052846556244359,0.04972926339451472,0.035054601913720645,0.08428323291197162,0.7342436255967814
IP200_IT300_ei_matern5_2,0.9040025761127136,0.08908343221234336,0.12039800995024877,0.07762081240852589,0.07365838421992704,0.22306595766068918,0.14114797170729715,0.11220944945483913,0.26326918170794805,0.050132489200966336,0.032511177334022694,0.07286126909153634,0.7208108461898083
IP200_IT300_poi_exp,0.9352315029730273,0.08908343221234336,0.10258035220721788,0.0721738935330017,0.10273854714013535,0.16588572624088557,0.13147054752358006,0.14668649885583523,0.28356953508862526,0.050132489200966336,0.032402610963690855,0.09063776306104433,0.7198738804595748
IP200_IT300_poi_gauss,0.9371488743634877,0.08908343221234336,0.10378859669904446,0.0721738935330017,0.10273854714013535,0.16860921120721478,0.13633046726871695,0.12990981289540984,0.303901657892783,0.050132489200966336,0.03342943135665093,0.07326528817725804,0.7209686542847834
IP200_IT300_poi_matern3_2,0.9359885524219484,0.08908343221234336,0.10317559030245597,0.0721738935330017,0.09331269474207649,0.21843790289762605,0.1289426435707967,0.1597482837528604,0.23063506870369746,0.050132489200966336,0.03189895337656161,0.08658121893004815,0.7149983963052687
IP200_IT300_poi_matern5_2,0.9180875660922346,0.08908343221234336,0.11715726920950802,0.0721738935330017,0.07690001433620265,0.18528252135110201,0.1361176476256624,0.11539211199353885,0.3062070978327298,0.04932603758806312,0.03349630366020716,0.07353241023628918,0.7342169606301444
IP200_IT300_ucb_exp,0.9341349449143201,0.08908343221234336,0.10317559030245597,0.0721738935330017,0.1328449051421258,0.18078704522720837,0.11821356500704427,0.16886821914120337,0.2607305419916018,0.050132489200966336,0.030325734015130685,0.0818715183818057,0.7207407822970235
IP200_IT300_ucb_gauss,0.9103282487949749,0.08908343221234336,0.10317559030245597,0.0721738935330017,0.06774659134273428,0.23834670447238843,0.16414067850518524,0.12076807107282268,0.27073951435730753,0.050132489200966336,0.02670791118896338,0.07151562343966364,0.7382425999121651
IP200_IT300_ucb_matern3_2,0.9366900086671512,0.08908343221234336,0.10317559030245597,0.0721738935330017,0.1328449051421258,0.18560759668554425,0.12250758520115199,0.15995531027056129,0.2739554299573538,0.050132489200966336,0.028873124078157498,0.0696601962207951,0.7247201977701276
IP200_IT300_ucb_matern5_2,0.9196019332370475,0.08908343221234336,0.12039800995024877,0.0721738935330017,0.07633863080261265,0.2002007412964269,0.14382847273250568,0.11209449454839145,0.30362157907132664,0.049676107450161364,0.036533445907968136,0.07564097271106683,0.7336376528255911
