simulacao_escolhida_treinamento,bnx_train,euclidiana_treinamento,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH
IP200_IT300_ei_matern5_2,EMEP1403_EXPL1_3_8.BNX,0.9040025761127136,35.0,2.0,11.990392696047554,22.874005884856,28.435948104688286,0.98,317.17043187668764,133.0,0.22,11.0,5.0,16.0,78.0
