RUN,EXCODE,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,GL%MS,GL%MM,CHTAS,CHTAM,R8APS,R8APM,EDAPS,EDAPM,region,idRun,linha_resumo,etapa,bnx_mais_importante,simulacao_escolhida,pasta_saida,arquivo_origem,bnx_train,euclidiana,euclidiana_treinamento,euclidiana_teste,param_EMFL,param_FLSD,param_SDPM
1,EMEP1403BN,2,1,BN,47,42,53,48,64,62,90,82,2442,1997,3574,2923,1862,1258,0.1312,0.17,4.64,5.52,4683,3204,2240,-99,3.86,6.26,0.522,0.62,68.34,72.7,86,-99,121,-99,12,-99,3.51,-99,1585,1349,53,-99,13.60,-99,3.17,-99,1.15,-99,99,-99,4,-99,-99,bestcfg_0006_treinamento_EMEP1403_EXPL1_8,6,treinamento,EMEP1403_EXPL1_8.BNX,IP100_IT300_ei_matern3_2,EMEP1403_EXPL1_8,melhor_configuracao_treinamento.csv,,1.0109172747255366,,,34.80537807723316,12.126259204879505,20.6586336982889
2,EMEP1403BN,3,1,BN,50,49,55,55,65,68,90,90,3049,2803,4036,3069,1911,1501,0.1596,0.19,4.64,4.52,5151,4319,2100,-99,3.32,6.34,0.592,0.65,75.55,74.4,107,-99,133,-99,9,-99,3.50,-99,1511,1224,51,-99,13.47,-99,3.37,-99,1.06,-99,99,-99,4,-99,-99,bestcfg_0006_treinamento_EMEP1403_EXPL1_8,6,treinamento,EMEP1403_EXPL1_8.BNX,IP100_IT300_ei_matern3_2,EMEP1403_EXPL1_8,melhor_configuracao_treinamento.csv,,1.0109172747255366,,,34.80537807723316,12.126259204879505,20.6586336982889
3,EMEP1403BN,4,1,BN,50,50,55,54,64,64,88,82,3136,4004,4369,3178,2176,1062,0.1441,0.23,4.64,5.31,5690,5302,2550,-99,3.55,4.92,0.551,-99,71.78,78.2,114,-99,147,-99,11,-99,3.63,-99,1709,2161,60,-99,13.72,-99,3.23,-99,1.09,-99,97,-99,4,-99,-99,bestcfg_0006_treinamento_EMEP1403_EXPL1_8,6,treinamento,EMEP1403_EXPL1_8.BNX,IP100_IT300_ei_matern3_2,EMEP1403_EXPL1_8,melhor_configuracao_treinamento.csv,,1.0109172747255366,,,34.80537807723316,12.126259204879505,20.6586336982889
4,EMEP1403BN,5,1,BN,45,51,50,54,60,68,85,90,3484,3993,4623,5140,2028,1964,0.1718,0.19,4.64,4.96,6148,5002,2660,-99,4.32,5.67,0.567,-99,75.37,77.6,124,-99,158,-99,13,-99,3.57,-99,2013,2306,66,-99,14.43,-99,3.16,-99,1.31,-99,94,-99,4,-99,-99,bestcfg_0006_treinamento_EMEP1403_EXPL1_8,6,treinamento,EMEP1403_EXPL1_8.BNX,IP100_IT300_ei_matern3_2,EMEP1403_EXPL1_8,melhor_configuracao_treinamento.csv,,1.0109172747255366,,,34.80537807723316,12.126259204879505,20.6586336982889
5,EMEP1403BN,6,1,BN,46,55,51,67,61,74,86,91,3490,4340,4730,5358,2221,3157,0.1571,0.19,4.64,4.95,6322,4261,2830,-99,4.36,5.00,0.552,-99,73.79,74.9,126,-99,162,-99,14,-99,3.60,-99,2030,1849,66,-99,14.51,-99,3.18,-99,1.29,-99,95,-99,4,-99,-99,bestcfg_0006_treinamento_EMEP1403_EXPL1_8,6,treinamento,EMEP1403_EXPL1_8.BNX,IP100_IT300_ei_matern3_2,EMEP1403_EXPL1_8,melhor_configuracao_treinamento.csv,,1.0109172747255366,,,34.80537807723316,12.126259204879505,20.6586336982889
6,EMEP1403BN,9,1,BN,46,47,51,56,63,65,91,86,3152,2080,4231,3807,1754,1151,0.1798,0.17,4.64,4.63,5509,3027,2360,-99,3.71,4.59,0.572,0.69,74.50,71.8,109,-99,140,-99,12,-99,3.45,-99,1761,2002,60,-99,13.98,-99,3.16,-99,1.14,-99,100,-99,4,-99,-99,bestcfg_0006_treinamento_EMEP1403_EXPL1_8,6,treinamento,EMEP1403_EXPL1_8.BNX,IP100_IT300_ei_matern3_2,EMEP1403_EXPL1_8,melhor_configuracao_treinamento.csv,,1.0109172747255366,,,34.80537807723316,12.126259204879505,20.6586336982889
1,EMEP1403BN,2,1,BN,47,42,53,48,65,62,86,82,2282,1997,3504,2923,1981,1258,0.1152,0.17,4.64,5.52,4636,3204,2350,-99,3.86,6.26,0.492,0.62,65.14,72.7,80,-99,118,-99,12,-99,3.50,-99,1585,1349,53,-99,13.60,-99,3.20,-99,1.15,-99,95,-99,4,-99,-99,bestcfg_0007_treinamento_EMEP1403_EXPL1_9,7,treinamento,EMEP1403_EXPL1_9.BNX,IP100_IT100_poi_matern5_2,EMEP1403_EXPL1_9,melhor_configuracao_treinamento.csv,,7.624877196096635,,,34.800725578128336,12.789837302934094,16.388676174929117
2,EMEP1403BN,3,1,BN,50,49,55,55,66,68,86,90,2654,2803,3737,3069,2084,1501,0.1274,0.19,4.64,4.52,4852,4319,2200,-99,3.32,6.34,0.547,0.65,71.01,74.4,93,-99,124,-99,10,-99,3.52,-99,1511,1224,51,-99,13.47,-99,3.33,-99,1.06,-99,95,-99,4,-99,-99,bestcfg_0007_treinamento_EMEP1403_EXPL1_9,7,treinamento,EMEP1403_EXPL1_9.BNX,IP100_IT100_poi_matern5_2,EMEP1403_EXPL1_9,melhor_configuracao_treinamento.csv,,7.624877196096635,,,34.800725578128336,12.789837302934094,16.388676174929117
3,EMEP1403BN,4,1,BN,50,50,55,54,65,64,84,82,2616,4004,3988,3178,2376,1062,0.1101,0.23,4.64,5.31,5318,5302,2700,-99,3.55,4.92,0.492,-99,65.59,78.2,94,-99,134,-99,13,-99,3.59,-99,1709,2161,60,-99,13.72,-99,3.32,-99,1.09,-99,93,-99,4,-99,-99,bestcfg_0007_treinamento_EMEP1403_EXPL1_9,7,treinamento,EMEP1403_EXPL1_9.BNX,IP100_IT100_poi_matern5_2,EMEP1403_EXPL1_9,melhor_configuracao_treinamento.csv,,7.624877196096635,,,34.800725578128336,12.789837302934094,16.388676174929117
4,EMEP1403BN,5,1,BN,45,51,50,54,60,68,81,90,2920,3993,4192,5140,2230,1964,0.1309,0.19,4.64,4.96,5716,5002,2800,-99,4.32,5.67,0.511,-99,69.64,77.6,102,-99,141,-99,14,-99,3.48,-99,2013,2306,66,-99,14.43,-99,3.32,-99,1.31,-99,90,-99,4,-99,-99,bestcfg_0007_treinamento_EMEP1403_EXPL1_9,7,treinamento,EMEP1403_EXPL1_9.BNX,IP100_IT100_poi_matern5_2,EMEP1403_EXPL1_9,melhor_configuracao_treinamento.csv,,7.624877196096635,,,34.800725578128336,12.789837302934094,16.388676174929117
5,EMEP1403BN,6,1,BN,46,55,51,67,61,74,82,91,2923,4340,4297,5358,2422,3157,0.1207,0.19,4.64,4.95,5911,4261,2990,-99,4.36,5.00,0.494,-99,68.02,74.9,103,-99,144,-99,15,-99,3.52,-99,2030,1849,66,-99,14.51,-99,3.35,-99,1.29,-99,91,-99,4,-99,-99,bestcfg_0007_treinamento_EMEP1403_EXPL1_9,7,treinamento,EMEP1403_EXPL1_9.BNX,IP100_IT100_poi_matern5_2,EMEP1403_EXPL1_9,melhor_configuracao_treinamento.csv,,7.624877196096635,,,34.800725578128336,12.789837302934094,16.388676174929117
6,EMEP1403BN,8,1,BN,44,41,49,51,60,57,83,84,2664,2630,3857,-99,1975,1215,0.1349,0.21,4.64,4.94,5112,3092,2450,-99,3.88,6.14,0.521,-99,69.08,72.3,92,-99,128,-99,12,-99,3.45,-99,1688,2069,56,-99,14.00,-99,2.93,-99,1.31,-99,92,-99,4,-99,-99,bestcfg_0007_treinamento_EMEP1403_EXPL1_9,7,treinamento,EMEP1403_EXPL1_9.BNX,IP100_IT100_poi_matern5_2,EMEP1403_EXPL1_9,melhor_configuracao_treinamento.csv,,7.624877196096635,,,34.800725578128336,12.789837302934094,16.388676174929117
1,EMEP1403BN,1,1,BN,46,35,51,42,60,56,82,72,2189,1605,3230,2313,1773,1090,0.1235,0.15,4.64,5.49,4424,3202,2230,-99,3.94,4.18,0.495,0.50,67.78,70.4,77,-99,115,-99,14,-99,3.54,-99,1787,1409,59,-99,13.92,-99,2.86,-99,1.18,-99,91,-99,4,-99,-99,bestcfg_0008_treinamento_EMEP1403_EXPL2_3,8,treinamento,EMEP1403_EXPL2_3.BNX,IP100_IT300_ei_gauss,EMEP1403_EXPL2_3,melhor_configuracao_treinamento.csv,,7.542875352844713,,,34.977725467787465,11.2536092234905,16.685644852343017
2,EMEP1403BN,4,1,BN,50,50,55,54,64,64,83,82,2766,4004,3899,3178,1990,1062,0.1390,0.23,4.64,5.31,5262,5302,2500,-99,3.57,4.92,0.526,-99,70.95,78.2,99,-99,133,-99,12,-99,3.58,-99,1709,2161,60,-99,13.72,-99,3.33,-99,1.09,-99,92,-99,4,-99,-99,bestcfg_0008_treinamento_EMEP1403_EXPL2_3,8,treinamento,EMEP1403_EXPL2_3.BNX,IP100_IT300_ei_gauss,EMEP1403_EXPL2_3,melhor_configuracao_treinamento.csv,,7.542875352844713,,,34.977725467787465,11.2536092234905,16.685644852343017
3,EMEP1403BN,5,1,BN,45,51,50,54,59,68,80,90,3035,3993,4077,5140,1879,1964,0.1615,0.19,4.64,4.96,5628,5002,2590,-99,4.34,5.67,0.539,-99,74.44,77.6,106,-99,140,-99,14,-99,3.48,-99,2013,2306,66,-99,14.70,-99,3.33,-99,1.36,-99,89,-99,4,-99,-99,bestcfg_0008_treinamento_EMEP1403_EXPL2_3,8,treinamento,EMEP1403_EXPL2_3.BNX,IP100_IT300_ei_gauss,EMEP1403_EXPL2_3,melhor_configuracao_treinamento.csv,,7.542875352844713,,,34.977725467787465,11.2536092234905,16.685644852343017
4,EMEP1403BN,6,1,BN,46,55,51,67,60,74,80,91,2929,4340,4067,5358,2029,3157,0.1444,0.19,4.64,4.95,5699,4261,2770,-99,4.38,5.00,0.514,-99,72.03,74.9,103,-99,141,-99,16,-99,3.52,-99,2030,1849,66,-99,14.51,-99,3.33,-99,1.29,-99,89,-99,4,-99,-99,bestcfg_0008_treinamento_EMEP1403_EXPL2_3,8,treinamento,EMEP1403_EXPL2_3.BNX,IP100_IT300_ei_gauss,EMEP1403_EXPL2_3,melhor_configuracao_treinamento.csv,,7.542875352844713,,,34.977725467787465,11.2536092234905,16.685644852343017
5,EMEP1403BN,8,1,BN,44,41,49,51,58,57,82,84,2823,2630,3841,-99,1658,1215,0.1702,0.21,4.64,4.94,5090,3092,2270,-99,3.90,6.14,0.555,-99,73.49,72.3,98,-99,130,-99,12,-99,3.46,-99,1688,2069,56,-99,14.26,-99,2.91,-99,1.34,-99,91,-99,4,-99,-99,bestcfg_0008_treinamento_EMEP1403_EXPL2_3,8,treinamento,EMEP1403_EXPL2_3.BNX,IP100_IT300_ei_gauss,EMEP1403_EXPL2_3,melhor_configuracao_treinamento.csv,,7.542875352844713,,,34.977725467787465,11.2536092234905,16.685644852343017
6,EMEP1403BN,9,1,BN,46,47,52,56,62,65,86,86,2858,2080,3875,3807,1687,1151,0.1694,0.17,4.64,4.63,5222,3027,2360,-99,3.74,4.59,0.547,0.69,73.76,71.8,97,-99,129,-99,13,-99,3.41,-99,1761,2002,60,-99,13.98,-99,3.19,-99,1.14,-99,95,-99,4,-99,-99,bestcfg_0008_treinamento_EMEP1403_EXPL2_3,8,treinamento,EMEP1403_EXPL2_3.BNX,IP100_IT300_ei_gauss,EMEP1403_EXPL2_3,melhor_configuracao_treinamento.csv,,7.542875352844713,,,34.977725467787465,11.2536092234905,16.685644852343017
1,EMEP1403BN,1,1,BN,46,35,51,42,62,56,84,72,1881,1605,3164,2313,2138,1090,0.0880,0.15,4.64,5.49,4349,3202,2470,-99,3.93,4.18,0.433,0.50,59.45,70.4,66,-99,112,-99,15,-99,3.52,-99,1787,1409,59,-99,13.92,-99,2.85,-99,1.18,-99,93,-99,4,-99,-99,bestcfg_0009_treinamento_EMEP1403_EXPL2_4,9,treinamento,EMEP1403_EXPL2_4.BNX,IP100_IT300_ei_matern5_2,EMEP1403_EXPL2_4,melhor_configuracao_treinamento.csv,,7.673521320125757,,,34.91072877657224,12.95008342193267,16.761753030885473
2,EMEP1403BN,3,1,BN,50,49,55,55,67,68,87,90,2663,2803,3818,3069,2195,1501,0.1214,0.19,4.64,4.52,4908,4319,2240,-99,3.32,6.34,0.543,0.65,69.75,74.4,95,-99,127,-99,10,-99,3.56,-99,1511,1224,51,-99,13.47,-99,3.24,-99,1.06,-99,96,-99,4,-99,-99,bestcfg_0009_treinamento_EMEP1403_EXPL2_4,9,treinamento,EMEP1403_EXPL2_4.BNX,IP100_IT300_ei_matern5_2,EMEP1403_EXPL2_4,melhor_configuracao_treinamento.csv,,7.673521320125757,,,34.91072877657224,12.95008342193267,16.761753030885473
3,EMEP1403BN,5,1,BN,45,51,50,54,61,68,82,90,3035,3993,4302,5140,2228,1964,0.1362,0.19,4.64,4.96,5830,5002,2800,-99,4.33,5.67,0.521,-99,70.54,77.6,106,-99,144,-99,14,-99,3.50,-99,2013,2306,66,-99,14.43,-99,3.29,-99,1.31,-99,91,-99,4,-99,-99,bestcfg_0009_treinamento_EMEP1403_EXPL2_4,9,treinamento,EMEP1403_EXPL2_4.BNX,IP100_IT300_ei_matern5_2,EMEP1403_EXPL2_4,melhor_configuracao_treinamento.csv,,7.673521320125757,,,34.91072877657224,12.95008342193267,16.761753030885473
4,EMEP1403BN,6,1,BN,46,55,51,67,62,74,82,91,2925,4340,4299,5358,2418,3157,0.1209,0.19,4.64,4.95,5915,4261,2990,-99,4.37,5.00,0.494,-99,68.03,74.9,103,-99,145,-99,15,-99,3.52,-99,2030,1849,66,-99,14.51,-99,3.35,-99,1.29,-99,91,-99,4,-99,-99,bestcfg_0009_treinamento_EMEP1403_EXPL2_4,9,treinamento,EMEP1403_EXPL2_4.BNX,IP100_IT300_ei_matern5_2,EMEP1403_EXPL2_4,melhor_configuracao_treinamento.csv,,7.673521320125757,,,34.91072877657224,12.95008342193267,16.761753030885473
5,EMEP1403BN,8,1,BN,44,41,49,51,60,57,84,84,2715,2630,3940,-99,2006,1215,0.1354,0.21,4.64,4.94,5179,3092,2460,-99,3.89,6.14,0.524,-99,68.92,72.3,94,-99,130,-99,12,-99,3.46,-99,1688,2069,56,-99,14.00,-99,2.92,-99,1.31,-99,93,-99,4,-99,-99,bestcfg_0009_treinamento_EMEP1403_EXPL2_4,9,treinamento,EMEP1403_EXPL2_4.BNX,IP100_IT300_ei_matern5_2,EMEP1403_EXPL2_4,melhor_configuracao_treinamento.csv,,7.673521320125757,,,34.91072877657224,12.95008342193267,16.761753030885473
6,EMEP1403BN,9,1,BN,46,47,51,56,64,65,88,86,2853,2080,4027,3807,1892,1151,0.1508,0.17,4.64,4.63,5324,3027,2470,-99,3.72,4.59,0.536,0.69,70.84,71.8,98,-99,133,-99,13,-99,3.43,-99,1761,2002,60,-99,13.98,-99,3.19,-99,1.14,-99,97,-99,4,-99,-99,bestcfg_0009_treinamento_EMEP1403_EXPL2_4,9,treinamento,EMEP1403_EXPL2_4.BNX,IP100_IT300_ei_matern5_2,EMEP1403_EXPL2_4,melhor_configuracao_treinamento.csv,,7.673521320125757,,,34.91072877657224,12.95008342193267,16.761753030885473
1,EMEP1403BN,1,1,BN,45,35,51,42,61,56,81,72,2114,1605,3236,2313,1930,1090,0.1095,0.15,4.64,5.49,4366,3202,2250,-99,3.85,4.18,0.484,0.50,65.33,70.4,75,-99,114,-99,13,-99,3.53,-99,1695,1409,55,-99,13.65,-99,2.87,-99,1.14,-99,90,-99,4,-99,-99,bestcfg_0010_treinamento_EMEP1403_EXPL2_5,10,treinamento,EMEP1403_EXPL2_5.BNX,IP100_IT300_ucb_gauss,EMEP1403_EXPL2_5,melhor_configuracao_treinamento.csv,,7.468624334078229,,,34.45648852546647,12.072062230430433,15.47098354855446
2,EMEP1403BN,3,1,BN,50,49,55,55,65,68,84,90,2584,2803,3586,3069,1910,1501,0.1353,0.19,4.64,4.52,4723,4319,2140,-99,3.29,6.34,0.547,0.65,72.05,74.4,90,-99,120,-99,10,-99,3.49,-99,1511,1224,51,-99,13.47,-99,3.37,-99,1.06,-99,93,-99,4,-99,-99,bestcfg_0010_treinamento_EMEP1403_EXPL2_5,10,treinamento,EMEP1403_EXPL2_5.BNX,IP100_IT300_ucb_gauss,EMEP1403_EXPL2_5,melhor_configuracao_treinamento.csv,,7.468624334078229,,,34.45648852546647,12.072062230430433,15.47098354855446
3,EMEP1403BN,4,1,BN,49,50,54,54,64,64,82,82,2617,4004,3845,3178,2148,1062,0.1218,0.23,4.64,5.31,5108,5302,2490,-99,3.49,4.92,0.512,-99,68.07,78.2,93,-99,128,-99,12,-99,3.54,-99,1597,2161,56,-99,13.72,-99,3.41,-99,1.08,-99,91,-99,4,-99,-99,bestcfg_0010_treinamento_EMEP1403_EXPL2_5,10,treinamento,EMEP1403_EXPL2_5.BNX,IP100_IT300_ucb_gauss,EMEP1403_EXPL2_5,melhor_configuracao_treinamento.csv,,7.468624334078229,,,34.45648852546647,12.072062230430433,15.47098354855446
4,EMEP1403BN,6,1,BN,46,55,51,67,60,74,79,91,2654,4340,3931,5358,2232,3157,0.1189,0.19,4.64,4.95,5550,4261,2900,-99,4.32,5.00,0.478,-99,67.52,74.9,93,-99,135,-99,16,-99,3.52,-99,2030,1849,66,-99,14.51,-99,3.35,-99,1.29,-99,88,-99,4,-99,-99,bestcfg_0010_treinamento_EMEP1403_EXPL2_5,10,treinamento,EMEP1403_EXPL2_5.BNX,IP100_IT300_ucb_gauss,EMEP1403_EXPL2_5,melhor_configuracao_treinamento.csv,,7.468624334078229,,,34.45648852546647,12.072062230430433,15.47098354855446
5,EMEP1403BN,8,1,BN,43,41,48,51,58,57,81,84,2714,2630,3811,-99,1812,1215,0.1498,0.21,4.64,4.94,4973,3092,2260,-99,3.84,6.14,0.546,-99,71.21,72.3,95,-99,128,-99,11,-99,3.50,-99,1606,2069,54,-99,14.00,-99,2.83,-99,1.30,-99,90,-99,4,-99,-99,bestcfg_0010_treinamento_EMEP1403_EXPL2_5,10,treinamento,EMEP1403_EXPL2_5.BNX,IP100_IT300_ucb_gauss,EMEP1403_EXPL2_5,melhor_configuracao_treinamento.csv,,7.468624334078229,,,34.45648852546647,12.072062230430433,15.47098354855446
6,EMEP1403BN,9,1,BN,46,47,51,56,63,65,85,86,2679,2080,3777,3807,1757,1151,0.1525,0.17,4.64,4.63,5124,3027,2440,-99,3.68,4.59,0.523,0.69,70.93,71.8,91,-99,125,-99,13,-99,3.38,-99,1761,2002,60,-99,13.74,-99,3.24,-99,1.12,-99,94,-99,4,-99,-99,bestcfg_0010_treinamento_EMEP1403_EXPL2_5,10,treinamento,EMEP1403_EXPL2_5.BNX,IP100_IT300_ucb_gauss,EMEP1403_EXPL2_5,melhor_configuracao_treinamento.csv,,7.468624334078229,,,34.45648852546647,12.072062230430433,15.47098354855446
1,EMEP1403BN,1,1,BN,46,35,51,42,61,56,82,72,2157,1605,3220,2313,1805,1090,0.1195,0.15,4.64,5.49,4412,3202,2260,-99,3.92,4.18,0.489,0.50,66.98,70.4,76,-99,115,-99,14,-99,3.53,-99,1787,1409,59,-99,13.92,-99,2.86,-99,1.18,-99,91,-99,4,-99,-99,bestcfg_0011_treinamento_EMEP1403_EXPL2_6,11,treinamento,EMEP1403_EXPL2_6.BNX,IP200_IT300_poi_matern3_2,EMEP1403_EXPL2_6,melhor_configuracao_treinamento.csv,,7.447954187031983,,,34.832560772455466,11.691206641106907,16.507326658426788
2,EMEP1403BN,3,1,BN,50,49,55,55,65,68,85,90,2689,2803,3658,3069,1881,1501,0.1430,0.19,4.64,4.52,4813,4319,2120,-99,3.32,6.34,0.559,0.65,73.51,74.4,93,-99,122,-99,10,-99,3.47,-99,1511,1224,51,-99,13.47,-99,3.42,-99,1.06,-99,94,-99,4,-99,-99,bestcfg_0011_treinamento_EMEP1403_EXPL2_6,11,treinamento,EMEP1403_EXPL2_6.BNX,IP200_IT300_poi_matern3_2,EMEP1403_EXPL2_6,melhor_configuracao_treinamento.csv,,7.447954187031983,,,34.832560772455466,11.691206641106907,16.507326658426788
3,EMEP1403BN,4,1,BN,50,50,55,54,64,64,83,82,2677,4004,3898,3178,2105,1062,0.1271,0.23,4.64,5.31,5249,5302,2570,-99,3.55,4.92,0.510,-99,68.67,78.2,96,-99,132,-99,12,-99,3.58,-99,1709,2161,60,-99,13.72,-99,3.34,-99,1.09,-99,92,-99,4,-99,-99,bestcfg_0011_treinamento_EMEP1403_EXPL2_6,11,treinamento,EMEP1403_EXPL2_6.BNX,IP200_IT300_poi_matern3_2,EMEP1403_EXPL2_6,melhor_configuracao_treinamento.csv,,7.447954187031983,,,34.832560772455466,11.691206641106907,16.507326658426788
4,EMEP1403BN,5,1,BN,45,51,50,54,59,68,80,90,2965,3993,4091,5140,1999,1964,0.1483,0.19,4.64,4.96,5631,5002,2670,-99,4.32,5.67,0.527,-99,72.50,77.6,103,-99,139,-99,14,-99,3.48,-99,2013,2306,66,-99,14.43,-99,3.32,-99,1.31,-99,89,-99,4,-99,-99,bestcfg_0011_treinamento_EMEP1403_EXPL2_6,11,treinamento,EMEP1403_EXPL2_6.BNX,IP200_IT300_poi_matern3_2,EMEP1403_EXPL2_6,melhor_configuracao_treinamento.csv,,7.447954187031983,,,34.832560772455466,11.691206641106907,16.507326658426788
5,EMEP1403BN,8,1,BN,44,41,49,51,58,57,82,84,2803,2630,3830,-99,1688,1215,0.1661,0.21,4.64,4.94,5080,3092,2280,-99,3.88,6.14,0.552,-99,73.19,72.3,97,-99,129,-99,12,-99,3.47,-99,1688,2069,56,-99,14.00,-99,2.90,-99,1.31,-99,91,-99,4,-99,-99,bestcfg_0011_treinamento_EMEP1403_EXPL2_6,11,treinamento,EMEP1403_EXPL2_6.BNX,IP200_IT300_poi_matern3_2,EMEP1403_EXPL2_6,melhor_configuracao_treinamento.csv,,7.447954187031983,,,34.832560772455466,11.691206641106907,16.507326658426788
6,EMEP1403BN,9,1,BN,46,47,51,56,62,65,86,86,2839,2080,3872,3807,1694,1151,0.1676,0.17,4.64,4.63,5216,3027,2380,-99,3.71,4.59,0.544,0.69,73.31,71.8,97,-99,129,-99,13,-99,3.40,-99,1761,2002,60,-99,13.98,-99,3.20,-99,1.14,-99,95,-99,4,-99,-99,bestcfg_0011_treinamento_EMEP1403_EXPL2_6,11,treinamento,EMEP1403_EXPL2_6.BNX,IP200_IT300_poi_matern3_2,EMEP1403_EXPL2_6,melhor_configuracao_treinamento.csv,,7.447954187031983,,,34.832560772455466,11.691206641106907,16.507326658426788
1,EMEP1403BN,1,1,BN,46,35,51,42,62,56,84,72,1993,1605,3188,2313,2023,1090,0.0985,0.15,4.64,5.49,4371,3202,2380,-99,3.93,4.18,0.456,0.50,62.52,70.4,70,-99,113,-99,14,-99,3.53,-99,1787,1409,59,-99,13.92,-99,2.86,-99,1.18,-99,93,-99,4,-99,-99,bestcfg_0012_treinamento_EMEP1403_EXPL2_8,12,treinamento,EMEP1403_EXPL2_8.BNX,IP100_IT300_ei_matern5_2,EMEP1403_EXPL2_8,melhor_configuracao_treinamento.csv,,1.1324683515306757,,,34.89017218498512,12.846304561317622,17.181564751164256
2,EMEP1403BN,3,1,BN,50,49,55,55,66,68,87,90,2738,2803,3818,3069,2084,1501,0.1314,0.19,4.64,4.52,4912,4319,2170,-99,3.32,6.34,0.557,0.65,71.71,74.4,97,-99,127,-99,10,-99,3.54,-99,1511,1224,51,-99,13.47,-99,3.27,-99,1.06,-99,96,-99,4,-99,-99,bestcfg_0012_treinamento_EMEP1403_EXPL2_8,12,treinamento,EMEP1403_EXPL2_8.BNX,IP100_IT300_ei_matern5_2,EMEP1403_EXPL2_8,melhor_configuracao_treinamento.csv,,1.1324683515306757,,,34.89017218498512,12.846304561317622,17.181564751164256
3,EMEP1403BN,4,1,BN,50,50,55,54,65,64,85,82,2720,4004,4088,3178,2375,1062,0.1145,0.23,4.64,5.31,5412,5302,2690,-99,3.56,4.92,0.503,-99,66.54,78.2,98,-99,137,-99,13,-99,3.60,-99,1709,2161,60,-99,13.72,-99,3.30,-99,1.09,-99,94,-99,4,-99,-99,bestcfg_0012_treinamento_EMEP1403_EXPL2_8,12,treinamento,EMEP1403_EXPL2_8.BNX,IP100_IT300_ei_matern5_2,EMEP1403_EXPL2_8,melhor_configuracao_treinamento.csv,,1.1324683515306757,,,34.89017218498512,12.846304561317622,17.181564751164256
4,EMEP1403BN,5,1,BN,45,51,50,54,60,68,82,90,3035,3993,4303,5140,2228,1964,0.1362,0.19,4.64,4.96,5831,5002,2800,-99,4.33,5.67,0.521,-99,70.54,77.6,106,-99,144,-99,14,-99,3.50,-99,2013,2306,66,-99,14.43,-99,3.29,-99,1.31,-99,91,-99,4,-99,-99,bestcfg_0012_treinamento_EMEP1403_EXPL2_8,12,treinamento,EMEP1403_EXPL2_8.BNX,IP100_IT300_ei_matern5_2,EMEP1403_EXPL2_8,melhor_configuracao_treinamento.csv,,1.1324683515306757,,,34.89017218498512,12.846304561317622,17.181564751164256
5,EMEP1403BN,6,1,BN,46,55,51,67,62,74,83,91,3049,4340,4418,5358,2419,3157,0.1261,0.19,4.64,4.95,6031,4261,2980,-99,4.37,5.00,0.506,-99,69.02,74.9,108,-99,149,-99,15,-99,3.53,-99,2030,1849,66,-99,14.51,-99,3.31,-99,1.29,-99,92,-99,4,-99,-99,bestcfg_0012_treinamento_EMEP1403_EXPL2_8,12,treinamento,EMEP1403_EXPL2_8.BNX,IP100_IT300_ei_matern5_2,EMEP1403_EXPL2_8,melhor_configuracao_treinamento.csv,,1.1324683515306757,,,34.89017218498512,12.846304561317622,17.181564751164256
6,EMEP1403BN,9,1,BN,46,47,51,56,64,65,88,86,2853,2080,4028,3807,1892,1151,0.1508,0.17,4.64,4.63,5325,3027,2470,-99,3.72,4.59,0.536,0.69,70.84,71.8,98,-99,133,-99,13,-99,3.43,-99,1761,2002,60,-99,13.98,-99,3.19,-99,1.14,-99,97,-99,4,-99,-99,bestcfg_0012_treinamento_EMEP1403_EXPL2_8,12,treinamento,EMEP1403_EXPL2_8.BNX,IP100_IT300_ei_matern5_2,EMEP1403_EXPL2_8,melhor_configuracao_treinamento.csv,,1.1324683515306757,,,34.89017218498512,12.846304561317622,17.181564751164256
1,EMEP1403BN,1,1,BN,46,35,51,42,60,56,84,72,2183,1605,3241,2313,1806,1090,0.1209,0.15,4.64,5.49,4419,3202,2240,-99,3.93,4.18,0.494,0.50,67.35,70.4,77,-99,115,-99,14,-99,3.53,-99,1787,1409,59,-99,13.92,-99,2.86,-99,1.18,-99,93,-99,4,-99,-99,bestcfg_0013_treinamento_EMEP1403_EXPL2_9,13,treinamento,EMEP1403_EXPL2_9.BNX,IP100_IT100_ei_exp,EMEP1403_EXPL2_9,melhor_configuracao_treinamento.csv,,7.728638054156076,,,34.94915232260325,11.444302132784443,18.11122981127594
