RUN,EXCODE,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,GL%MS,GL%MM,CHTAS,CHTAM,R8APS,R8APM,EDAPS,EDAPM,region,idRun,linha_resumo,etapa,bnx_mais_importante,simulacao_escolhida,pasta_saida,arquivo_origem,bnx_train,euclidiana,euclidiana_treinamento,euclidiana_teste,param_EMFL,param_FLSD,param_SDPM
3,EMEP1403BN,3,1,BN,49,49,55,55,63,68,85,90,2768,2803,3617,3069,1731,1501,0.1599,0.19,4.64,4.52,4724,4319,1960,-99,3.25,6.34,0.586,0.65,76.51,74.4,96,-99,121,-99,9,-99,3.48,-99,1429,1224,49,-99,13.21,-99,3.38,-99,1.03,-99,94,-99,4,-99,-99,bestcfg_0020_treinamento_EMEP1403_EXPL4_6,20,treinamento,EMEP1403_EXPL4_6.BNX,IP100_IT300_ei_matern3_2,EMEP1403_EXPL4_6,melhor_configuracao_treinamento.csv,,7.235259981673663,,,34.18856028091007,10.985936275192046,17.78286580465659
4,EMEP1403BN,5,1,BN,44,51,49,54,58,68,80,90,3092,3993,4121,5140,1861,1964,0.1661,0.19,4.64,4.96,5601,5002,2510,-99,4.23,5.67,0.552,-99,75.04,77.6,108,-99,141,-99,13,-99,3.49,-99,1908,2306,63,-99,14.43,-99,3.30,-99,1.31,-99,89,-99,4,-99,-99,bestcfg_0020_treinamento_EMEP1403_EXPL4_6,20,treinamento,EMEP1403_EXPL4_6.BNX,IP100_IT300_ei_matern3_2,EMEP1403_EXPL4_6,melhor_configuracao_treinamento.csv,,7.235259981673663,,,34.18856028091007,10.985936275192046,17.78286580465659
5,EMEP1403BN,8,1,BN,43,41,48,51,57,57,82,84,2903,2630,3805,-99,1570,1215,0.1849,0.21,4.64,4.94,4995,3092,2090,-99,3.80,6.14,0.581,-99,76.30,72.3,101,-99,129,-99,11,-99,3.47,-99,1606,2069,54,-99,14.00,-99,2.91,-99,1.30,-99,91,-99,4,-99,-99,bestcfg_0020_treinamento_EMEP1403_EXPL4_6,20,treinamento,EMEP1403_EXPL4_6.BNX,IP100_IT300_ei_matern3_2,EMEP1403_EXPL4_6,melhor_configuracao_treinamento.csv,,7.235259981673663,,,34.18856028091007,10.985936275192046,17.78286580465659
6,EMEP1403BN,9,1,BN,45,47,51,56,61,65,86,86,2953,2080,3925,3807,1627,1151,0.1815,0.17,4.64,4.63,5197,3027,2240,-99,3.63,4.59,0.568,0.69,75.23,71.8,100,-99,130,-99,12,-99,3.40,-99,1659,2002,57,-99,13.74,-99,3.20,-99,1.12,-99,95,-99,4,-99,-99,bestcfg_0020_treinamento_EMEP1403_EXPL4_6,20,treinamento,EMEP1403_EXPL4_6.BNX,IP100_IT300_ei_matern3_2,EMEP1403_EXPL4_6,melhor_configuracao_treinamento.csv,,7.235259981673663,,,34.18856028091007,10.985936275192046,17.78286580465659
1,EMEP1403BN,1,1,BN,45,35,50,42,61,56,82,72,2088,1605,3240,2313,1966,1090,0.1062,0.15,4.64,5.49,4363,3202,2270,-99,3.82,4.18,0.479,0.50,64.45,70.4,74,-99,114,-99,13,-99,3.53,-99,1695,1409,55,-99,13.65,-99,2.87,-99,1.14,-99,91,-99,4,-99,-99,bestcfg_0021_treinamento_EMEP1403_EXPL4_8,21,treinamento,EMEP1403_EXPL4_8.BNX,IP100_IT300_poi_matern5_2,EMEP1403_EXPL4_8,melhor_configuracao_treinamento.csv,,0.9818816781165824,,,34.18594391760671,12.745879429365282,16.344886040671057
2,EMEP1403BN,2,1,BN,47,42,52,48,64,62,86,82,2288,1997,3503,2923,1970,1258,0.1162,0.17,4.64,5.52,4638,3204,2350,-99,3.78,6.26,0.493,0.62,65.33,72.7,80,-99,118,-99,12,-99,3.50,-99,1585,1349,53,-99,13.43,-99,3.20,-99,1.14,-99,95,-99,4,-99,-99,bestcfg_0021_treinamento_EMEP1403_EXPL4_8,21,treinamento,EMEP1403_EXPL4_8.BNX,IP100_IT300_poi_matern5_2,EMEP1403_EXPL4_8,melhor_configuracao_treinamento.csv,,0.9818816781165824,,,34.18594391760671,12.745879429365282,16.344886040671057
3,EMEP1403BN,3,1,BN,49,49,55,55,65,68,85,90,2629,2803,3689,3069,2022,1501,0.1300,0.19,4.64,4.52,4754,4319,2120,-99,3.25,6.34,0.553,0.65,71.28,74.4,91,-99,121,-99,9,-99,3.46,-99,1429,1224,49,-99,13.21,-99,3.42,-99,1.03,-99,94,-99,4,-99,-99,bestcfg_0021_treinamento_EMEP1403_EXPL4_8,21,treinamento,EMEP1403_EXPL4_8.BNX,IP100_IT300_poi_matern5_2,EMEP1403_EXPL4_8,melhor_configuracao_treinamento.csv,,0.9818816781165824,,,34.18594391760671,12.745879429365282,16.344886040671057
4,EMEP1403BN,5,1,BN,44,51,49,54,60,68,80,90,2864,3993,4131,5140,2219,1964,0.1290,0.19,4.64,4.96,5584,5002,2720,-99,4.23,5.67,0.513,-99,69.33,77.6,100,-99,138,-99,14,-99,3.48,-99,1908,2306,63,-99,14.43,-99,3.33,-99,1.31,-99,89,-99,4,-99,-99,bestcfg_0021_treinamento_EMEP1403_EXPL4_8,21,treinamento,EMEP1403_EXPL4_8.BNX,IP100_IT300_poi_matern5_2,EMEP1403_EXPL4_8,melhor_configuracao_treinamento.csv,,0.9818816781165824,,,34.18594391760671,12.745879429365282,16.344886040671057
5,EMEP1403BN,6,1,BN,45,55,50,67,61,74,80,91,2720,4340,4113,5358,2408,3157,0.1130,0.19,4.64,4.95,5639,4261,2920,-99,4.27,5.00,0.482,-99,66.13,74.9,96,-99,139,-99,15,-99,3.52,-99,1925,1849,62,-99,14.27,-99,3.33,-99,1.26,-99,89,-99,4,-99,-99,bestcfg_0021_treinamento_EMEP1403_EXPL4_8,21,treinamento,EMEP1403_EXPL4_8.BNX,IP100_IT300_poi_matern5_2,EMEP1403_EXPL4_8,melhor_configuracao_treinamento.csv,,0.9818816781165824,,,34.18594391760671,12.745879429365282,16.344886040671057
6,EMEP1403BN,9,1,BN,45,47,51,56,63,65,86,86,2758,2080,3934,3807,1856,1151,0.1486,0.17,4.64,4.63,5175,3027,2420,-99,3.63,4.59,0.533,0.69,70.11,71.8,94,-99,128,-99,12,-99,3.39,-99,1659,2002,57,-99,13.74,-99,3.22,-99,1.12,-99,95,-99,4,-99,-99,bestcfg_0021_treinamento_EMEP1403_EXPL4_8,21,treinamento,EMEP1403_EXPL4_8.BNX,IP100_IT300_poi_matern5_2,EMEP1403_EXPL4_8,melhor_configuracao_treinamento.csv,,0.9818816781165824,,,34.18594391760671,12.745879429365282,16.344886040671057
1,EMEP1403BN,1,1,BN,45,35,50,42,59,56,84,72,2380,1605,3305,2313,1648,1090,0.1444,0.15,4.64,5.49,4412,3202,2030,-99,3.82,4.18,0.539,0.50,72.01,70.4,84,-99,117,-99,12,-99,3.55,-99,1695,1409,55,-99,13.65,-99,2.86,-99,1.14,-99,93,-99,4,-99,-99,bestcfg_0022_treinamento_EMEP1403_EXPL4_9,22,treinamento,EMEP1403_EXPL4_9.BNX,IP100_IT300_ei_matern5_2,EMEP1403_EXPL4_9,melhor_configuracao_treinamento.csv,,7.584488959676906,,,34.21944656644923,11.215623260139717,19.30516801635337
2,EMEP1403BN,2,1,BN,47,42,52,48,62,62,87,82,2553,1997,3556,2923,1707,1258,0.1496,0.17,4.64,5.52,4681,3204,2130,-99,3.78,6.26,0.545,0.62,71.80,72.7,90,-99,122,-99,12,-99,3.52,-99,1585,1349,53,-99,13.43,-99,3.14,-99,1.14,-99,96,-99,4,-99,-99,bestcfg_0022_treinamento_EMEP1403_EXPL4_9,22,treinamento,EMEP1403_EXPL4_9.BNX,IP100_IT300_ei_matern5_2,EMEP1403_EXPL4_9,melhor_configuracao_treinamento.csv,,7.584488959676906,,,34.21944656644923,11.215623260139717,19.30516801635337
3,EMEP1403BN,3,1,BN,49,49,55,55,63,68,87,90,2934,2803,3782,3069,1741,1501,0.1685,0.19,4.64,4.52,4832,4319,1900,-99,3.25,6.34,0.607,0.65,77.58,74.4,103,-99,127,-99,9,-99,3.52,-99,1429,1224,49,-99,13.21,-99,3.30,-99,1.03,-99,96,-99,4,-99,-99,bestcfg_0022_treinamento_EMEP1403_EXPL4_9,22,treinamento,EMEP1403_EXPL4_9.BNX,IP100_IT300_ei_matern5_2,EMEP1403_EXPL4_9,melhor_configuracao_treinamento.csv,,7.584488959676906,,,34.21944656644923,11.215623260139717,19.30516801635337
4,EMEP1403BN,5,1,BN,44,51,49,54,58,68,82,90,3309,3993,4330,5140,1859,1964,0.1780,0.19,4.64,4.96,5809,5002,2500,-99,4.23,5.67,0.570,-99,76.42,77.6,117,-99,148,-99,13,-99,3.53,-99,1908,2306,63,-99,14.43,-99,3.23,-99,1.31,-99,91,-99,4,-99,-99,bestcfg_0022_treinamento_EMEP1403_EXPL4_9,22,treinamento,EMEP1403_EXPL4_9.BNX,IP100_IT300_ei_matern5_2,EMEP1403_EXPL4_9,melhor_configuracao_treinamento.csv,,7.584488959676906,,,34.21944656644923,11.215623260139717,19.30516801635337
5,EMEP1403BN,6,1,BN,45,55,50,67,59,74,83,91,3340,4340,4452,5358,2002,3157,0.1669,0.19,4.64,4.95,6007,4261,2670,-99,4.27,5.00,0.556,-99,75.02,74.9,119,-99,153,-99,14,-99,3.57,-99,1925,1849,62,-99,14.27,-99,3.24,-99,1.26,-99,92,-99,4,-99,-99,bestcfg_0022_treinamento_EMEP1403_EXPL4_9,22,treinamento,EMEP1403_EXPL4_9.BNX,IP100_IT300_ei_matern5_2,EMEP1403_EXPL4_9,melhor_configuracao_treinamento.csv,,7.584488959676906,,,34.21944656644923,11.215623260139717,19.30516801635337
6,EMEP1403BN,8,1,BN,43,41,48,51,57,57,84,84,3012,2630,3959,-99,1604,1215,0.1877,0.21,4.64,4.94,5140,3092,2130,-99,3.80,6.14,0.586,-99,76.08,72.3,105,-99,133,-99,11,-99,3.48,-99,1606,2069,54,-99,14.00,-99,2.90,-99,1.30,-99,93,-99,4,-99,-99,bestcfg_0022_treinamento_EMEP1403_EXPL4_9,22,treinamento,EMEP1403_EXPL4_9.BNX,IP100_IT300_ei_matern5_2,EMEP1403_EXPL4_9,melhor_configuracao_treinamento.csv,,7.584488959676906,,,34.21944656644923,11.215623260139717,19.30516801635337
1,EMEP1403BN,1,1,BN,44,35,50,42,59,56,80,72,2289,1605,3294,2313,1773,1090,0.1291,0.15,4.64,5.49,4354,3202,2060,-99,3.77,4.18,0.526,0.50,69.50,70.4,81,-99,115,-99,12,-99,3.55,-99,1599,1409,52,-99,13.65,-99,2.86,-99,1.14,-99,89,-99,4,-99,-99,bestcfg_0023_treinamento_EMEP1403_EXPL5_6,23,treinamento,EMEP1403_EXPL5_6.BNX,IP100_IT100_poi_gauss,EMEP1403_EXPL5_6,melhor_configuracao_treinamento.csv,,7.020324817990173,,,33.671782396579424,11.594821060082172,15.6184343877668
2,EMEP1403BN,2,1,BN,46,42,51,48,62,62,83,82,2441,1997,3440,2923,1733,1258,0.1409,0.17,4.64,5.52,4564,3204,2120,-99,3.69,6.26,0.535,0.62,70.97,72.7,83,-99,113,-99,11,-99,3.38,-99,1495,1349,49,-99,13.22,-99,3.41,-99,1.09,-99,92,-99,4,-99,-99,bestcfg_0023_treinamento_EMEP1403_EXPL5_6,23,treinamento,EMEP1403_EXPL5_6.BNX,IP100_IT100_poi_gauss,EMEP1403_EXPL5_6,melhor_configuracao_treinamento.csv,,7.020324817990173,,,33.671782396579424,11.594821060082172,15.6184343877668
3,EMEP1403BN,3,1,BN,49,49,54,55,63,68,83,90,2550,2803,3498,3069,1806,1501,0.1412,0.19,4.64,4.52,4568,4319,2020,-99,3.21,6.34,0.558,0.65,72.90,74.4,89,-99,117,-99,10,-99,3.51,-99,1429,1224,49,-99,13.21,-99,3.33,-99,1.02,-99,92,-99,4,-99,-99,bestcfg_0023_treinamento_EMEP1403_EXPL5_6,23,treinamento,EMEP1403_EXPL5_6.BNX,IP100_IT100_poi_gauss,EMEP1403_EXPL5_6,melhor_configuracao_treinamento.csv,,7.020324817990173,,,33.671782396579424,11.594821060082172,15.6184343877668
4,EMEP1403BN,4,1,BN,48,50,53,54,63,64,81,82,2627,4004,3741,3178,2022,1062,0.1299,0.23,4.64,5.31,4975,5302,2350,-99,3.39,4.92,0.528,-99,70.22,78.2,92,-99,125,-99,11,-99,3.52,-99,1486,2161,52,-99,13.45,-99,3.43,-99,1.06,-99,90,-99,4,-99,-99,bestcfg_0023_treinamento_EMEP1403_EXPL5_6,23,treinamento,EMEP1403_EXPL5_6.BNX,IP100_IT100_poi_gauss,EMEP1403_EXPL5_6,melhor_configuracao_treinamento.csv,,7.020324817990173,,,33.671782396579424,11.594821060082172,15.6184343877668
5,EMEP1403BN,8,1,BN,43,41,47,51,57,57,79,84,2613,2630,3629,-99,1665,1215,0.1569,0.21,4.64,4.94,4819,3092,2210,-99,3.74,6.14,0.542,-99,72.01,72.3,91,-99,123,-99,12,-99,3.49,-99,1606,2069,54,-99,13.73,-99,2.87,-99,1.28,-99,88,-99,4,-99,-99,bestcfg_0023_treinamento_EMEP1403_EXPL5_6,23,treinamento,EMEP1403_EXPL5_6.BNX,IP100_IT100_poi_gauss,EMEP1403_EXPL5_6,melhor_configuracao_treinamento.csv,,7.020324817990173,,,33.671782396579424,11.594821060082172,15.6184343877668
6,EMEP1403BN,9,1,BN,45,47,50,56,61,65,84,86,2716,2080,3742,3807,1663,1151,0.1633,0.17,4.64,4.63,4998,3027,2280,-99,3.58,4.59,0.543,0.69,72.57,71.8,93,-99,125,-99,12,-99,3.42,-99,1659,2002,57,-99,13.52,-99,3.13,-99,1.11,-99,93,-99,4,-99,-99,bestcfg_0023_treinamento_EMEP1403_EXPL5_6,23,treinamento,EMEP1403_EXPL5_6.BNX,IP100_IT100_poi_gauss,EMEP1403_EXPL5_6,melhor_configuracao_treinamento.csv,,7.020324817990173,,,33.671782396579424,11.594821060082172,15.6184343877668
1,EMEP1403BN,1,1,BN,45,35,51,42,60,56,81,72,2222,1605,3251,2313,1796,1090,0.1237,0.15,4.64,5.49,4380,3202,2160,-99,3.83,4.18,0.507,0.50,68.34,70.4,79,-99,115,-99,13,-99,3.53,-99,1695,1409,55,-99,13.65,-99,2.87,-99,1.14,-99,90,-99,4,-99,-99,bestcfg_0024_treinamento_EMEP1403_EXPL5_8,24,treinamento,EMEP1403_EXPL5_8.BNX,IP100_IT300_ei_exp,EMEP1403_EXPL5_8,melhor_configuracao_treinamento.csv,,0.980827299410922,,,34.287760559668016,11.90093654541578,15.987652623439214
2,EMEP1403BN,2,1,BN,47,42,52,48,63,62,84,82,2342,1997,3450,2923,1829,1258,0.1280,0.17,4.64,5.52,4631,3204,2290,-99,3.79,6.26,0.506,0.62,67.89,72.7,80,-99,114,-99,12,-99,3.40,-99,1585,1349,53,-99,13.43,-99,3.40,-99,1.14,-99,93,-99,4,-99,-99,bestcfg_0024_treinamento_EMEP1403_EXPL5_8,24,treinamento,EMEP1403_EXPL5_8.BNX,IP100_IT300_ei_exp,EMEP1403_EXPL5_8,melhor_configuracao_treinamento.csv,,0.980827299410922,,,34.287760559668016,11.90093654541578,15.987652623439214
3,EMEP1403BN,3,1,BN,49,49,55,55,64,68,84,90,2658,2803,3605,3069,1823,1501,0.1458,0.19,4.64,4.52,4677,4319,2020,-99,3.27,6.34,0.568,0.65,73.75,74.4,93,-99,120,-99,9,-99,3.49,-99,1429,1224,49,-99,13.21,-99,3.36,-99,1.03,-99,93,-99,4,-99,-99,bestcfg_0024_treinamento_EMEP1403_EXPL5_8,24,treinamento,EMEP1403_EXPL5_8.BNX,IP100_IT300_ei_exp,EMEP1403_EXPL5_8,melhor_configuracao_treinamento.csv,,0.980827299410922,,,34.287760559668016,11.90093654541578,15.987652623439214
4,EMEP1403BN,4,1,BN,49,50,54,54,64,64,83,82,2729,4004,3951,3178,2146,1062,0.1271,0.23,4.64,5.31,5205,5302,2480,-99,3.47,4.92,0.524,-99,69.05,78.2,97,-99,132,-99,11,-99,3.57,-99,1597,2161,56,-99,13.72,-99,3.35,-99,1.08,-99,92,-99,4,-99,-99,bestcfg_0024_treinamento_EMEP1403_EXPL5_8,24,treinamento,EMEP1403_EXPL5_8.BNX,IP100_IT300_ei_exp,EMEP1403_EXPL5_8,melhor_configuracao_treinamento.csv,,0.980827299410922,,,34.287760559668016,11.90093654541578,15.987652623439214
5,EMEP1403BN,6,1,BN,45,55,50,67,60,74,79,91,2729,4340,3989,5358,2204,3157,0.1238,0.19,4.64,4.95,5532,4261,2800,-99,4.28,5.00,0.493,-99,68.41,74.9,96,-99,137,-99,15,-99,3.52,-99,1925,1849,62,-99,14.51,-99,3.34,-99,1.29,-99,88,-99,4,-99,-99,bestcfg_0024_treinamento_EMEP1403_EXPL5_8,24,treinamento,EMEP1403_EXPL5_8.BNX,IP100_IT300_ei_exp,EMEP1403_EXPL5_8,melhor_configuracao_treinamento.csv,,0.980827299410922,,,34.287760559668016,11.90093654541578,15.987652623439214
6,EMEP1403BN,9,1,BN,45,47,51,56,62,65,85,86,2778,2080,3851,3807,1713,1151,0.1622,0.17,4.64,4.63,5122,3027,2340,-99,3.65,4.59,0.542,0.69,72.13,71.8,94,-99,127,-99,12,-99,3.38,-99,1659,2002,57,-99,13.74,-99,3.22,-99,1.12,-99,94,-99,4,-99,-99,bestcfg_0024_treinamento_EMEP1403_EXPL5_8,24,treinamento,EMEP1403_EXPL5_8.BNX,IP100_IT300_ei_exp,EMEP1403_EXPL5_8,melhor_configuracao_treinamento.csv,,0.980827299410922,,,34.287760559668016,11.90093654541578,15.987652623439214
1,EMEP1403BN,1,1,BN,45,35,50,42,60,56,81,72,2219,1605,3258,2313,1791,1090,0.1239,0.15,4.64,5.49,4380,3202,2160,-99,3.79,4.18,0.507,0.50,68.12,70.4,79,-99,115,-99,13,-99,3.54,-99,1695,1409,55,-99,13.65,-99,2.86,-99,1.14,-99,90,-99,4,-99,-99,bestcfg_0025_treinamento_EMEP1403_EXPL5_9,25,treinamento,EMEP1403_EXPL5_9.BNX,IP100_IT100_poi_matern5_2,EMEP1403_EXPL5_9,melhor_configuracao_treinamento.csv,,7.271767654778114,,,33.89381772944497,11.670813540002444,16.023260634174754
2,EMEP1403BN,2,1,BN,46,42,52,48,62,62,84,82,2482,1997,3470,2923,1727,1258,0.1437,0.17,4.64,5.52,4591,3204,2110,-99,3.71,6.26,0.541,0.62,71.52,72.7,85,-99,115,-99,11,-99,3.41,-99,1495,1349,49,-99,13.22,-99,3.35,-99,1.09,-99,93,-99,4,-99,-99,bestcfg_0025_treinamento_EMEP1403_EXPL5_9,25,treinamento,EMEP1403_EXPL5_9.BNX,IP100_IT100_poi_matern5_2,EMEP1403_EXPL5_9,melhor_configuracao_treinamento.csv,,7.271767654778114,,,33.89381772944497,11.670813540002444,16.023260634174754
3,EMEP1403BN,3,1,BN,49,49,54,55,64,68,84,90,2647,2803,3592,3069,1814,1501,0.1460,0.19,4.64,4.52,4674,4319,2030,-99,3.23,6.34,0.566,0.65,73.70,74.4,92,-99,120,-99,9,-99,3.49,-99,1429,1224,49,-99,13.21,-99,3.36,-99,1.02,-99,93,-99,4,-99,-99,bestcfg_0025_treinamento_EMEP1403_EXPL5_9,25,treinamento,EMEP1403_EXPL5_9.BNX,IP100_IT100_poi_matern5_2,EMEP1403_EXPL5_9,melhor_configuracao_treinamento.csv,,7.271767654778114,,,33.89381772944497,11.670813540002444,16.023260634174754
4,EMEP1403BN,4,1,BN,49,50,54,54,63,64,82,82,2636,4004,3833,3178,2087,1062,0.1263,0.23,4.64,5.31,5096,5302,2460,-99,3.43,4.92,0.517,-99,68.77,78.2,93,-99,128,-99,11,-99,3.54,-99,1597,2161,56,-99,13.46,-99,3.40,-99,1.06,-99,91,-99,4,-99,-99,bestcfg_0025_treinamento_EMEP1403_EXPL5_9,25,treinamento,EMEP1403_EXPL5_9.BNX,IP100_IT100_poi_matern5_2,EMEP1403_EXPL5_9,melhor_configuracao_treinamento.csv,,7.271767654778114,,,33.89381772944497,11.670813540002444,16.023260634174754
5,EMEP1403BN,6,1,BN,45,55,50,67,59,74,78,91,2614,4340,3862,5358,2167,3157,0.1207,0.19,4.64,4.95,5408,4261,2790,-99,4.24,5.00,0.483,-99,67.70,74.9,92,-99,133,-99,16,-99,3.52,-99,1925,1849,62,-99,14.27,-99,3.34,-99,1.26,-99,87,-99,4,-99,-99,bestcfg_0025_treinamento_EMEP1403_EXPL5_9,25,treinamento,EMEP1403_EXPL5_9.BNX,IP100_IT100_poi_matern5_2,EMEP1403_EXPL5_9,melhor_configuracao_treinamento.csv,,7.271767654778114,,,33.89381772944497,11.670813540002444,16.023260634174754
6,EMEP1403BN,8,1,BN,43,41,48,51,57,57,80,84,2709,2630,3710,-99,1658,1215,0.1633,0.21,4.64,4.94,4888,3092,2180,-99,3.76,6.14,0.554,-99,73.00,72.3,95,-99,126,-99,11,-99,3.50,-99,1606,2069,54,-99,13.73,-99,2.83,-99,1.28,-99,89,-99,4,-99,-99,bestcfg_0025_treinamento_EMEP1403_EXPL5_9,25,treinamento,EMEP1403_EXPL5_9.BNX,IP100_IT100_poi_matern5_2,EMEP1403_EXPL5_9,melhor_configuracao_treinamento.csv,,7.271767654778114,,,33.89381772944497,11.670813540002444,16.023260634174754
1,EMEP1403BN,1,1,BN,45,35,50,42,60,56,81,72,2224,1605,3262,2313,1791,1090,0.1241,0.15,4.64,5.49,4388,3202,2160,-99,3.82,4.18,0.507,0.50,68.16,70.4,79,-99,115,-99,13,-99,3.54,-99,1695,1409,55,-99,13.65,-99,2.86,-99,1.14,-99,90,-99,4,-99,-99,bestcfg_0026_treinamento_EMEP1403_EXPL6_8,26,treinamento,EMEP1403_EXPL6_8.BNX,IP100_IT100_ei_matern5_2,EMEP1403_EXPL6_8,melhor_configuracao_treinamento.csv,,0.949209581044891,,,34.2341991749371,11.70215405310728,16.23494691352015
2,EMEP1403BN,2,1,BN,47,42,52,48,63,62,84,82,2408,1997,3439,2923,1764,1258,0.1365,0.17,4.64,5.52,4629,3204,2220,-99,3.78,6.26,0.520,0.62,70.01,72.7,82,-99,115,-99,11,-99,3.40,-99,1585,1349,53,-99,13.43,-99,3.38,-99,1.14,-99,93,-99,4,-99,-99,bestcfg_0026_treinamento_EMEP1403_EXPL6_8,26,treinamento,EMEP1403_EXPL6_8.BNX,IP100_IT100_ei_matern5_2,EMEP1403_EXPL6_8,melhor_configuracao_treinamento.csv,,0.949209581044891,,,34.2341991749371,11.70215405310728,16.23494691352015
3,EMEP1403BN,3,1,BN,49,49,55,55,64,68,84,90,2652,2803,3601,3069,1823,1501,0.1455,0.19,4.64,4.52,4676,4319,2020,-99,3.25,6.34,0.567,0.65,73.67,74.4,93,-99,120,-99,9,-99,3.49,-99,1429,1224,49,-99,13.21,-99,3.37,-99,1.03,-99,93,-99,4,-99,-99,bestcfg_0026_treinamento_EMEP1403_EXPL6_8,26,treinamento,EMEP1403_EXPL6_8.BNX,IP100_IT100_ei_matern5_2,EMEP1403_EXPL6_8,melhor_configuracao_treinamento.csv,,0.949209581044891,,,34.2341991749371,11.70215405310728,16.23494691352015
4,EMEP1403BN,4,1,BN,49,50,54,54,63,64,82,82,2641,4004,3842,3178,2098,1062,0.1259,0.23,4.64,5.31,5106,5302,2460,-99,3.46,4.92,0.517,-99,68.75,78.2,93,-99,128,-99,11,-99,3.54,-99,1597,2161,56,-99,13.46,-99,3.41,-99,1.06,-99,91,-99,4,-99,-99,bestcfg_0026_treinamento_EMEP1403_EXPL6_8,26,treinamento,EMEP1403_EXPL6_8.BNX,IP100_IT100_ei_matern5_2,EMEP1403_EXPL6_8,melhor_configuracao_treinamento.csv,,0.949209581044891,,,34.2341991749371,11.70215405310728,16.23494691352015
5,EMEP1403BN,5,1,BN,44,51,49,54,58,68,78,90,2786,3993,3902,5140,1979,1964,0.1408,0.19,4.64,4.96,5378,5002,2590,-99,4.23,5.67,0.518,-99,71.40,77.6,96,-99,133,-99,14,-99,3.46,-99,1908,2306,63,-99,14.43,-99,3.36,-99,1.31,-99,87,-99,4,-99,-99,bestcfg_0026_treinamento_EMEP1403_EXPL6_8,26,treinamento,EMEP1403_EXPL6_8.BNX,IP100_IT100_ei_matern5_2,EMEP1403_EXPL6_8,melhor_configuracao_treinamento.csv,,0.949209581044891,,,34.2341991749371,11.70215405310728,16.23494691352015
6,EMEP1403BN,9,1,BN,45,47,51,56,62,65,85,86,2806,2080,3848,3807,1677,1151,0.1673,0.17,4.64,4.63,5120,3027,2310,-99,3.63,4.59,0.548,0.69,72.93,71.8,95,-99,127,-99,12,-99,3.39,-99,1659,2002,57,-99,13.74,-99,3.21,-99,1.12,-99,94,-99,4,-99,-99,bestcfg_0026_treinamento_EMEP1403_EXPL6_8,26,treinamento,EMEP1403_EXPL6_8.BNX,IP100_IT100_ei_matern5_2,EMEP1403_EXPL6_8,melhor_configuracao_treinamento.csv,,0.949209581044891,,,34.2341991749371,11.70215405310728,16.23494691352015
1,EMEP1403BN,1,1,BN,45,35,50,42,59,56,81,72,2221,1605,3259,2313,1793,1090,0.1239,0.15,4.64,5.49,4383,3202,2160,-99,3.80,4.18,0.507,0.50,68.15,70.4,79,-99,115,-99,13,-99,3.54,-99,1695,1409,55,-99,13.65,-99,2.86,-99,1.14,-99,90,-99,4,-99,-99,bestcfg_0027_treinamento_EMEP1403_EXPL6_9,27,treinamento,EMEP1403_EXPL6_9.BNX,IP100_IT100_ucb_gauss,EMEP1403_EXPL6_9,melhor_configuracao_treinamento.csv,,7.250829240152389,,,33.965537071112024,11.53394463627724,16.110611323604935
2,EMEP1403BN,2,1,BN,46,42,52,48,62,62,84,82,2483,1997,3472,2923,1729,1258,0.1436,0.17,4.64,5.52,4594,3204,2110,-99,3.73,6.26,0.540,0.62,71.50,72.7,85,-99,115,-99,11,-99,3.41,-99,1495,1349,49,-99,13.43,-99,3.35,-99,1.13,-99,93,-99,4,-99,-99,bestcfg_0027_treinamento_EMEP1403_EXPL6_9,27,treinamento,EMEP1403_EXPL6_9.BNX,IP100_IT100_ucb_gauss,EMEP1403_EXPL6_9,melhor_configuracao_treinamento.csv,,7.250829240152389,,,33.965537071112024,11.53394463627724,16.110611323604935
3,EMEP1403BN,3,1,BN,49,49,54,55,63,68,84,90,2650,2803,3596,3069,1813,1501,0.1461,0.19,4.64,4.52,4678,4319,2030,-99,3.24,6.34,0.567,0.65,73.70,74.4,92,-99,120,-99,9,-99,3.49,-99,1429,1224,49,-99,13.21,-99,3.36,-99,1.02,-99,93,-99,4,-99,-99,bestcfg_0027_treinamento_EMEP1403_EXPL6_9,27,treinamento,EMEP1403_EXPL6_9.BNX,IP100_IT100_ucb_gauss,EMEP1403_EXPL6_9,melhor_configuracao_treinamento.csv,,7.250829240152389,,,33.965537071112024,11.53394463627724,16.110611323604935
