RUN,EXCODE,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,GL%MS,GL%MM,CHTAS,CHTAM,R8APS,R8APM,EDAPS,EDAPM,region,idRun,linha_resumo,etapa,bnx_mais_importante,simulacao_escolhida,pasta_saida,arquivo_origem,bnx_train,euclidiana,euclidiana_treinamento,euclidiana_teste,param_EMFL,param_FLSH,param_FLSD,param_SDPM,param_FLLF,param_LFMAX,param_SLAVR,param_SIZLF,param_WTPSD,param_SFDUR,param_SDPDV,param_PODUR,param_THRSH
1,EMEP1403BN,2,1,BN,47,42,54,48,66,62,87,82,2317,1997,3295,2923,885,1258,0.2619,0.17,5.00,5.52,5498,3204,3180,-99,5.32,6.26,0.421,0.62,70.32,72.7,83,-99,133,-99,25,-99,3.60,-99,1988,1349,66,-99,13.80,-99,3.01,-99,1.26,-99,96,-99,4,-99,-99,bestcfg_0027_pos_treinamento_EMEP1403_PREV2_4_5,27,pos_treinamento,EMEP1403_PREV2_4_5.BNX,IP100_IT100_ei_gauss,EMEP1403_PREV2_4_5,melhor_configuracao_pos_treinamento.csv,EMEP1403_PREV2_4_5.BNX,,8.40386912697014,1.0658713080553237,35.0,4.840017385325364,13.0,16.27246175414308,27.88445614343791,0.9978946979353934,279.5606967868269,150.85860309496624,0.3604102114473941,12.25441506296912,5.0,14.70180021780258,78.0
2,EMEP1403BN,4,1,BN,50,50,56,54,66,64,85,82,2807,4004,3748,3178,979,1062,0.2867,0.23,5.00,5.31,6268,5302,3460,-99,5.02,4.92,0.448,-99,74.89,78.2,99,-99,143,-99,24,-99,3.54,-99,2135,2161,74,-99,13.94,-99,3.43,-99,1.15,-99,94,-99,4,-99,-99,bestcfg_0027_pos_treinamento_EMEP1403_PREV2_4_5,27,pos_treinamento,EMEP1403_PREV2_4_5.BNX,IP100_IT100_ei_gauss,EMEP1403_PREV2_4_5,melhor_configuracao_pos_treinamento.csv,EMEP1403_PREV2_4_5.BNX,,8.40386912697014,1.0658713080553237,35.0,4.840017385325364,13.0,16.27246175414308,27.88445614343791,0.9978946979353934,279.5606967868269,150.85860309496624,0.3604102114473941,12.25441506296912,5.0,14.70180021780258,78.0
3,EMEP1403BN,5,1,BN,45,51,51,54,61,68,81,90,2833,3993,3825,5140,961,1964,0.2946,0.19,5.00,4.96,6421,5002,3590,-99,5.73,5.67,0.441,-99,74.06,77.6,96,-99,143,-99,25,-99,3.41,-99,2400,2306,79,-99,14.81,-99,3.49,-99,1.47,-99,90,-99,4,-99,-99,bestcfg_0027_pos_treinamento_EMEP1403_PREV2_4_5,27,pos_treinamento,EMEP1403_PREV2_4_5.BNX,IP100_IT100_ei_gauss,EMEP1403_PREV2_4_5,melhor_configuracao_pos_treinamento.csv,EMEP1403_PREV2_4_5.BNX,,8.40386912697014,1.0658713080553237,35.0,4.840017385325364,13.0,16.27246175414308,27.88445614343791,0.9978946979353934,279.5606967868269,150.85860309496624,0.3604102114473941,12.25441506296912,5.0,14.70180021780258,78.0
1,EMEP1403BN,2,1,BN,47,42,54,48,65,62,88,82,2501,1997,3551,2923,1251,1258,0.1998,0.17,4.75,5.52,5445,3204,2940,-99,5.88,6.26,0.459,0.62,70.42,72.7,90,-99,137,-99,21,-99,3.61,-99,1863,1349,62,-99,13.65,-99,2.99,-99,1.26,-99,97,-99,4,-99,-99,bestcfg_0028_pos_treinamento_EMEP1403_PREV2_4_6,28,pos_treinamento,EMEP1403_PREV2_4_6.BNX,IP200_IT300_ei_matern3_2,EMEP1403_PREV2_4_6,melhor_configuracao_pos_treinamento.csv,EMEP1403_PREV2_4_6.BNX,,8.695967922840293,0.9854432382811206,34.816680896219495,4.93135972028493,12.333764602668882,17.67868439190303,31.22022867361241,0.9888568906377936,316.08370531175063,159.82569951102778,0.2774442338122537,15.241749561574853,4.745981388688289,14.282103331110886,78.0
2,EMEP1403BN,4,1,BN,50,50,56,54,65,64,85,82,3053,4004,4103,3178,1393,1062,0.2192,0.23,4.75,5.31,6311,5302,3260,-99,5.61,4.92,0.484,-99,74.42,78.2,108,-99,150,-99,21,-99,3.52,-99,2054,2161,72,-99,13.79,-99,3.46,-99,1.15,-99,94,-99,4,-99,-99,bestcfg_0028_pos_treinamento_EMEP1403_PREV2_4_6,28,pos_treinamento,EMEP1403_PREV2_4_6.BNX,IP200_IT300_ei_matern3_2,EMEP1403_PREV2_4_6,melhor_configuracao_pos_treinamento.csv,EMEP1403_PREV2_4_6.BNX,,8.695967922840293,0.9854432382811206,34.816680896219495,4.93135972028493,12.333764602668882,17.67868439190303,31.22022867361241,0.9888568906377936,316.08370531175063,159.82569951102778,0.2774442338122537,15.241749561574853,4.745981388688289,14.282103331110886,78.0
3,EMEP1403BN,6,1,BN,46,55,52,67,61,74,83,91,3364,4340,4402,5358,1365,3157,0.2464,0.19,4.75,4.95,6878,4261,3510,-99,6.39,5.00,0.489,-99,76.41,74.9,117,-99,161,-99,23,-99,3.48,-99,2356,1849,77,-99,14.54,-99,3.41,-99,1.41,-99,92,-99,4,-99,-99,bestcfg_0028_pos_treinamento_EMEP1403_PREV2_4_6,28,pos_treinamento,EMEP1403_PREV2_4_6.BNX,IP200_IT300_ei_matern3_2,EMEP1403_PREV2_4_6,melhor_configuracao_pos_treinamento.csv,EMEP1403_PREV2_4_6.BNX,,8.695967922840293,0.9854432382811206,34.816680896219495,4.93135972028493,12.333764602668882,17.67868439190303,31.22022867361241,0.9888568906377936,316.08370531175063,159.82569951102778,0.2774442338122537,15.241749561574853,4.745981388688289,14.282103331110886,78.0
1,EMEP1403BN,2,1,BN,47,42,54,48,66,62,88,82,2116,1997,3572,2923,720,1258,0.2938,0.17,3.00,5.52,5606,3204,3490,-99,5.22,6.26,0.377,0.62,59.23,72.7,77,-99,137,-99,24,-99,3.62,-99,2162,1349,72,-99,14.09,-99,2.97,-99,1.30,-99,97,-99,4,-99,-99,bestcfg_0029_pos_treinamento_EMEP1403_PREV2_4_8,29,pos_treinamento,EMEP1403_PREV2_4_8.BNX,IP100_IT100_ucb_gauss,EMEP1403_PREV2_4_8,melhor_configuracao_pos_treinamento.csv,EMEP1403_PREV2_4_8.BNX,,1.490682266561706,14.763682726118423,35.0,5.0,13.0,17.495356059663425,22.33901673106456,1.0,286.6565839335278,133.0,0.66,22.0,3.0,16.0,78.0
2,EMEP1403BN,4,1,BN,50,50,56,54,66,64,86,82,2808,4004,4209,3178,800,1062,0.3510,0.23,3.00,5.31,6407,5302,3600,-99,4.86,4.92,0.438,-99,66.71,78.2,100,-99,151,-99,22,-99,3.56,-99,2225,2161,76,-99,14.03,-99,3.39,-99,1.17,-99,95,-99,4,-99,-99,bestcfg_0029_pos_treinamento_EMEP1403_PREV2_4_8,29,pos_treinamento,EMEP1403_PREV2_4_8.BNX,IP100_IT100_ucb_gauss,EMEP1403_PREV2_4_8,melhor_configuracao_pos_treinamento.csv,EMEP1403_PREV2_4_8.BNX,,1.490682266561706,14.763682726118423,35.0,5.0,13.0,17.495356059663425,22.33901673106456,1.0,286.6565839335278,133.0,0.66,22.0,3.0,16.0,78.0
3,EMEP1403BN,8,1,BN,44,41,50,51,60,57,85,84,2688,2630,4042,-99,645,1215,0.4168,0.21,3.00,4.94,5969,3092,3280,-99,5.16,6.14,0.450,-99,66.50,72.3,91,-99,141,-99,20,-99,3.40,-99,2138,2069,70,-99,14.52,-99,3.02,-99,1.46,-99,94,-99,4,-99,-99,bestcfg_0029_pos_treinamento_EMEP1403_PREV2_4_8,29,pos_treinamento,EMEP1403_PREV2_4_8.BNX,IP100_IT100_ucb_gauss,EMEP1403_PREV2_4_8,melhor_configuracao_pos_treinamento.csv,EMEP1403_PREV2_4_8.BNX,,1.490682266561706,14.763682726118423,35.0,5.0,13.0,17.495356059663425,22.33901673106456,1.0,286.6565839335278,133.0,0.66,22.0,3.0,16.0,78.0
1,EMEP1403BN,2,1,BN,47,42,54,48,65,62,89,82,2160,1997,2990,2923,1236,1258,0.1748,0.17,5.00,5.52,5012,3204,2850,-99,4.38,6.26,0.431,0.62,72.24,72.7,79,-99,123,-99,24,-99,3.64,-99,1584,1349,53,-99,13.41,-99,2.94,-99,1.17,-99,98,-99,4,-99,-99,bestcfg_0030_pos_treinamento_EMEP1403_PREV2_4_9,30,pos_treinamento,EMEP1403_PREV2_4_9.BNX,IP200_IT300_poi_gauss,EMEP1403_PREV2_4_9,melhor_configuracao_pos_treinamento.csv,EMEP1403_PREV2_4_9.BNX,,8.178232617119118,0.7181101519495948,34.547533628707896,5.0,13.0,18.79312217504903,10.0,1.0,342.514426678766,133.0,0.22,11.0,5.0,16.0,78.0
