RUN,EXCODE,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,GL%MS,GL%MM,CHTAS,CHTAM,R8APS,R8APM,EDAPS,EDAPM,region,idRun,simulacao
1,EMEP1403BN,1,1,BN,39,35,43,42,49,56,70,72,2281,1605,2919,2313,1133,1090,0.2014,0.15,4.26,5.49,4141,3202,1860,-99,4.82,4.18,0.551,0.50,78.15,70.4,82,-99,109,-99,12,-99,3.61,-99,1302,1409,42,-99,12.04,-99,2.91,-99,1.00,-99,79,-99,4,-99,-99,treino_IP100_IT100_ei_exp,IP100_IT100_ei_exp
2,EMEP1403BN,5,1,BN,38,51,42,54,47,68,68,90,2357,3993,3032,5140,1192,1964,0.1977,0.19,4.26,4.96,4637,5002,2280,-99,5.38,5.67,0.508,-99,77.75,77.6,86,-99,113,-99,13,-99,3.66,-99,1556,2306,53,-99,12.56,-99,2.99,-99,1.15,-99,77,-99,4,-99,-99,treino_IP100_IT100_ei_exp,IP100_IT100_ei_exp
3,EMEP1403BN,6,1,BN,39,55,43,67,49,74,69,91,2424,4340,3094,5358,1202,3157,0.2016,0.19,4.26,4.95,4809,4261,2390,-99,5.30,5.00,0.504,-99,78.36,74.9,88,-99,120,-99,17,-99,3.63,-99,1503,1849,47,-99,12.55,-99,3.07,-99,1.13,-99,78,-99,4,-99,-99,treino_IP100_IT100_ei_exp,IP100_IT100_ei_exp
4,EMEP1403BN,8,1,BN,37,41,41,51,47,57,68,84,2120,2630,2727,-99,1092,1215,0.1942,0.21,4.26,4.94,4041,3092,1920,-99,4.56,6.14,0.525,-99,77.75,72.3,76,-99,100,-99,10,-99,3.58,-99,1209,2069,40,-99,12.22,-99,2.90,-99,1.15,-99,77,-99,4,-99,-99,treino_IP100_IT100_ei_exp,IP100_IT100_ei_exp
5,EMEP1403BN,9,1,BN,38,47,43,56,49,65,73,86,2236,2080,2829,3807,868,1151,0.2577,0.17,4.26,4.63,4367,3027,2130,-99,4.40,4.59,0.512,0.69,79.04,71.8,77,-99,107,-99,16,-99,3.46,-99,1233,2002,44,-99,12.05,-99,2.91,-99,0.99,-99,82,-99,4,-99,-99,treino_IP100_IT100_ei_exp,IP100_IT100_ei_exp
1,EMEP1403BN,1,1,BN,39,35,43,42,49,56,70,72,2281,1605,2919,2313,1133,1090,0.2014,0.15,4.26,5.49,4141,3202,1860,-99,4.82,4.18,0.551,0.50,78.15,70.4,82,-99,109,-99,12,-99,3.61,-99,1302,1409,42,-99,12.04,-99,2.91,-99,1.00,-99,79,-99,4,-99,-99,treino_IP100_IT100_ei_gauss,IP100_IT100_ei_gauss
2,EMEP1403BN,5,1,BN,38,51,42,54,47,68,68,90,2357,3993,3032,5140,1192,1964,0.1977,0.19,4.26,4.96,4637,5002,2280,-99,5.38,5.67,0.508,-99,77.75,77.6,86,-99,113,-99,13,-99,3.66,-99,1556,2306,53,-99,12.56,-99,2.99,-99,1.15,-99,77,-99,4,-99,-99,treino_IP100_IT100_ei_gauss,IP100_IT100_ei_gauss
3,EMEP1403BN,6,1,BN,39,55,43,67,49,74,69,91,2424,4340,3094,5358,1202,3157,0.2016,0.19,4.26,4.95,4809,4261,2390,-99,5.30,5.00,0.504,-99,78.36,74.9,88,-99,120,-99,17,-99,3.63,-99,1503,1849,47,-99,12.55,-99,3.07,-99,1.13,-99,78,-99,4,-99,-99,treino_IP100_IT100_ei_gauss,IP100_IT100_ei_gauss
4,EMEP1403BN,8,1,BN,37,41,41,51,47,57,68,84,2120,2630,2727,-99,1092,1215,0.1942,0.21,4.26,4.94,4041,3092,1920,-99,4.56,6.14,0.525,-99,77.75,72.3,76,-99,100,-99,10,-99,3.58,-99,1209,2069,40,-99,12.22,-99,2.90,-99,1.15,-99,77,-99,4,-99,-99,treino_IP100_IT100_ei_gauss,IP100_IT100_ei_gauss
5,EMEP1403BN,9,1,BN,38,47,43,56,49,65,73,86,2236,2080,2829,3807,868,1151,0.2577,0.17,4.26,4.63,4367,3027,2130,-99,4.40,4.59,0.512,0.69,79.04,71.8,77,-99,107,-99,16,-99,3.46,-99,1233,2002,44,-99,12.05,-99,2.91,-99,0.99,-99,82,-99,4,-99,-99,treino_IP100_IT100_ei_gauss,IP100_IT100_ei_gauss
