simulacao_escolhida_treinamento,bnx_train,euclidiana_treinamento,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH
IP200_IT300_poi_gauss,EMEP1403_EXPL1_2_6.BNX,3.9273322189670217,24.929760416138503,3.484053235649979,6.0,14.0,14.672238720370869,0.98,329.788964677942,134.3641613135725,0.22,11.795707885243187,3.0,4.0,78.0
