simulacao_escolhida_final,bnx_train,bnx_test,euclidiana_treinamento,euclidiana_teste,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH
IP200_IT300_ucb_exp,EMEP1403_EXPL1_2_3.BNX,EMEP1403_PREV1_2_3.BNX,5.195891639606361,0.6339675786922885,35.0,2.0,6.0,14.0,34.0,1.0,350.0,137.3614211743212,0.22,11.0,5.0,4.0,78.0
