Score,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH,initPoints,iters.n,acq,kernel,method
-0.6043917543047385,28.5050691575369,5.0,6.0,14.0,33.37543789050212,0.98,262.0668713434338,156.4151980805723,0.22,11.0,5.0,11.854566604342915,78.0,100,300,ucb,gauss,MAPE
