Score,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH,initPoints,iters.n,acq,kernel,method
-0.5567724952688556,25.074189096593116,2.0,6.0,14.0,30.392691690793043,0.98,312.00879984665914,140.38221781041423,0.22,11.907917095043052,5.0,4.0,78.0,100,300,ei,gauss,MAPE
