*WEATHER MODULE DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:01:02
@YEAR DOY   DAS   PRED  DAYLD   TWLD   SRAD   PARD   CLDD   TMXD   TMND   TAVD   TDYD   TDWD   TGAD   TGRD   WDSD   CO2D   VPDF   VPD
 2015 173    26    0.0   11.0   11.9   13.3   26.6   0.35   26.2   13.0   19.1   21.6   13.0   19.1   21.6   86.4  400.7   0.00   0.00
 2015 174    27    0.0   11.0   11.9   14.4   28.8   0.30   26.3   14.6   20.0   22.2   14.6   20.0   22.2   86.4  400.7   0.00   0.00
 2015 175    28    0.0   11.0   11.9   11.9   23.8   0.42   26.2   13.1   19.2   21.7   13.1   19.2   21.7   86.4  400.7   0.00   0.00
 2015 176    29    0.0   11.0   11.9   15.5   31.0   0.25   26.9   12.4   19.2   21.9   12.4   19.2   21.9   86.4  400.7   0.00   0.00
 2015 177    30    0.0   11.0   11.9   13.0   26.0   0.37   25.5   12.1   18.3   20.9   12.1   18.3   20.9   86.4  400.7   0.00   0.00
 2015 178    31    0.0   11.0   11.9   13.7   27.4   0.33   24.7   11.9   17.9   20.3   11.9   17.9   20.3   86.4  400.7   0.00   0.00
 2015 179    32    0.0   11.0   11.9   14.0   28.0   0.32   25.5   11.2   17.9   20.5   11.2   17.9   20.5   86.4  400.7   0.00   0.00
 2015 180    33    0.0   11.0   11.9   15.3   30.6   0.26   26.3   12.7   19.0   21.6   12.7   19.0   21.6   86.4  400.7   0.00   0.00
 2015 181    34    0.0   11.0   11.9   14.9   29.8   0.28   26.7   12.4   19.1   21.8   12.4   19.1   21.8   86.4  400.7   0.00   0.00
 2015 182    35    0.0   11.0   11.9   14.0   28.0   0.32   28.6   12.4   19.9   23.0   12.4   19.9   23.0   86.4  400.7   0.00   0.00
 2015 183    36    0.0   11.0   11.9   14.1   28.2   0.32   28.0   13.6   20.3   23.0   13.6   20.3   23.0   86.4  400.7   0.00   0.00
 2015 184    37    0.0   11.0   11.9   14.6   29.2   0.30   28.1   13.2   20.1   22.9   13.2   20.1   22.9   86.4  400.7   0.00   0.00
 2015 185    38    0.0   11.0   11.9   15.4   30.8   0.26   28.9   12.1   19.9   23.1   12.1   19.9   23.1   86.4  400.7   0.00   0.00
 2015 186    39    0.0   11.0   11.9   12.5   25.0   0.40   29.1   10.7   19.3   22.7   10.7   19.3   22.7   86.4  400.7   0.00   0.00
 2015 187    40    0.0   11.0   12.0   10.2   20.4   0.51   28.6   10.8   19.1   22.5   10.8   19.1   22.5   86.4  400.7   0.00   0.00
 2015 188    41    0.0   11.1   12.0    5.2   10.4   0.75   23.9   13.1   18.1   20.2   13.1   18.1   20.2   86.4  400.7   0.00   0.00
 2015 189    42    1.8   11.1   12.0    1.8    3.6   0.91   18.6   13.9   16.1   17.0   13.9   16.1   17.0   86.4  400.7   0.00   0.00
 2015 190    43    0.0   11.1   12.0   11.3   22.6   0.46   26.0   12.1   18.6   21.2   12.1   18.6   21.2   86.4  400.7   0.00   0.00
 2015 191    44    0.0   11.1   12.0   16.4   32.8   0.22   29.3   12.3   20.2   23.4   12.3   20.2   23.4   86.4  400.7   0.00   0.00
 2015 192    45    0.0   11.1   12.0   14.7   29.4   0.30   29.6   13.6   21.1   24.1   13.6   21.1   24.1   86.4  400.7   0.00   0.00
 2015 193    46    0.0   11.1   12.0   14.0   28.0   0.34   29.5   12.2   20.3   23.5   12.2   20.3   23.5   86.4  400.7   0.00   0.00
 2015 194    47    0.0   11.1   12.0   16.7   33.4   0.21   30.3   12.6   20.9   24.2   12.6   20.9   24.2   86.4  400.7   0.00   0.00
 2015 195    48    0.0   11.1   12.0   15.4   30.8   0.27   29.7   12.7   20.6   23.9   12.7   20.6   23.9   86.4  400.7   0.00   0.00
 2015 196    49    0.0   11.1   12.0   16.1   32.2   0.24   30.0   12.3   20.6   23.9   12.3   20.6   23.9   86.4  401.0   0.00   0.00
 2015 197    50    0.0   11.1   12.0   14.3   28.6   0.33   27.9   13.1   20.0   22.8   13.1   20.0   22.8   86.4  401.0   0.00   0.00
 2015 198    51    0.0   11.1   12.0   16.7   33.4   0.22   27.3   12.4   19.4   22.2   12.4   19.4   22.2   86.4  401.0   0.00   0.00
 2015 199    52    0.0   11.1   12.0   14.8   29.6   0.31   26.2   11.9   18.6   21.3   11.9   18.6   21.3   86.4  401.0   0.00   0.00
 2015 200    53    0.0   11.1   12.0   14.5   29.0   0.33   26.6   13.2   19.5   22.0   13.2   19.5   22.0   86.4  401.0   0.00   0.00
 2015 201    54    0.0   11.1   12.0   17.5   35.0   0.19   28.8   13.8   20.8   23.7   13.8   20.8   23.7   86.4  401.0   0.00   0.00
 2015 202    55    0.0   11.2   12.0   13.8   27.6   0.36   28.6   13.8   20.7   23.5   13.8   20.7   23.5   86.4  401.0   0.00   0.00
 2015 203    56    0.0   11.2   12.0   17.5   35.0   0.19   29.1   15.9   22.1   24.6   15.9   22.1   24.6   86.4  401.0   0.00   0.00
 2015 204    57    0.0   11.2   12.1   14.7   29.4   0.33   29.1   18.1   23.2   25.3   18.1   23.2   25.3   86.4  401.0   0.00   0.00
 2015 205    58    0.0   11.2   12.1   17.5   35.0   0.20   28.5   14.7   21.2   23.8   14.7   21.2   23.8   86.4  401.0   0.00   0.00
 2015 206    59    0.0   11.2   12.1   15.0   30.0   0.32   29.2   16.4   22.4   24.8   16.4   22.4   24.8   86.4  401.0   0.00   0.00
 2015 207    60    0.0   11.2   12.1   15.2   30.4   0.31   29.7   16.4   22.6   25.2   16.4   22.6   25.2   86.4  401.0   0.00   0.00
 2015 208    61    0.0   11.2   12.1   17.7   35.4   0.20   30.2   15.1   22.2   25.1   15.1   22.2   25.1   86.4  401.0   0.00   0.00
 2015 209    62    0.0   11.2   12.1   10.2   20.4   0.54   30.1   13.4   21.2   24.4   13.4   21.2   24.4   86.4  401.0   0.00   0.00
 2015 210    63    0.0   11.2   12.1   17.5   35.0   0.21   30.6   14.1   21.8   25.0   14.1   21.8   25.0   86.4  401.0   0.00   0.00
 2015 211    64    0.0   11.2   12.1   17.7   35.4   0.21   29.2   15.7   22.0   24.6   15.7   22.0   24.6   86.4  401.0   0.00   0.00
 2015 212    65    0.0   11.3   12.1   18.2   36.4   0.19   29.8   14.5   21.7   24.6   14.5   21.7   24.6   86.4  401.0   0.00   0.00
 2015 213    66    0.0   11.3   12.1   16.7   33.4   0.26   29.3   14.4   21.4   24.2   14.4   21.4   24.2   86.4  401.0   0.00   0.00
 2015 214    67    0.0   11.3   12.1   18.5   37.0   0.18   29.1   13.1   20.6   23.7   13.1   20.6   23.7   86.4  401.0   0.00   0.00
 2015 215    68    0.0   11.3   12.2   15.9   31.8   0.30   29.2   15.2   21.8   24.5   15.2   21.8   24.5   86.4  401.0   0.00   0.00
 2015 216    69    0.0   11.3   12.2   18.6   37.2   0.19   29.6   15.4   22.1   24.8   15.4   22.1   24.8   86.4  401.0   0.00   0.00
 2015 217    70    0.0   11.3   12.2   18.6   37.2   0.19   29.9   16.5   22.8   25.4   16.5   22.8   25.4   86.4  401.0   0.00   0.00
 2015 218    71    0.0   11.3   12.2   18.7   37.4   0.19   30.0   16.5   22.8   25.4   16.5   22.8   25.4   86.4  401.0   0.00   0.00
 2015 219    72    0.0   11.3   12.2   18.8   37.6   0.19   30.7   16.9   23.4   26.0   16.9   23.4   26.0   86.4  401.0   0.00   0.00
 2015 220    73    0.0   11.3   12.2   18.5   37.0   0.20   30.5   13.6   21.5   24.8   13.6   21.5   24.8   86.4  401.0   0.00   0.00
 2015 221    74    0.0   11.4   12.2   23.6   47.2   0.00   31.4   12.6   21.4   25.1   12.6   21.4   25.1   86.4  401.0   0.00   0.00

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:01:02
@YEAR DOY   DAS   PRED  DAYLD   TWLD   SRAD   PARD   CLDD   TMXD   TMND   TAVD   TDYD   TDWD   TGAD   TGRD   WDSD   CO2D   VPDF   VPD
 2015 161     1    0.0   11.0   11.9   10.8   21.6   0.48   27.4   14.7   20.6   23.0   14.7   20.6   23.0   86.4  400.5   0.00   0.00
 2015 162     2    0.0   11.0   11.9   15.2   30.4   0.27   28.3   15.6   21.5   23.9   15.6   21.5   23.9   86.4  400.5   0.00   0.00
 2015 163     3    0.0   11.0   11.9   13.2   26.4   0.36   27.7   16.8   21.9   23.9   16.8   21.9   23.9   86.4  400.5   0.00   0.00
 2015 164     4    0.0   11.0   11.9   15.0   30.0   0.27   28.7   14.7   21.2   23.9   14.7   21.2   23.9   86.4  400.5   0.00   0.00
 2015 165     5    0.0   11.0   11.9   15.2   30.4   0.26   28.8   14.2   21.0   23.7   14.2   21.0   23.7   86.4  400.5   0.00   0.00
 2015 166     6    0.0   11.0   11.9   14.9   29.8   0.28   29.0   15.6   21.8   24.4   15.6   21.8   24.4   86.4  400.7   0.00   0.00
 2015 167     7    0.0   11.0   11.9   13.5   27.0   0.34   28.8   14.9   21.4   24.0   14.9   21.4   24.0   86.4  400.7   0.00   0.00
 2015 168     8    0.0   11.0   11.9   11.6   23.2   0.44   28.6   16.1   21.9   24.3   16.1   21.9   24.3   86.4  400.7   0.00   0.00
 2015 169     9    0.0   11.0   11.9   13.4   26.8   0.35   28.7   15.7   21.8   24.2   15.7   21.8   24.2   86.4  400.7   0.00   0.00
 2015 170    10    0.0   11.0   11.9   13.6   27.2   0.34   27.2   15.4   20.9   23.1   15.4   20.9   23.1   86.4  400.7   0.00   0.00
 2015 171    11    0.0   11.0   11.9   12.9   25.8   0.37   25.9   12.5   18.7   21.3   12.5   18.7   21.3   86.4  400.7   0.00   0.00
 2015 172    12    0.0   11.0   11.9   14.0   28.0   0.32   24.3   14.8   19.2   21.0   14.8   19.2   21.0   86.4  400.7   0.00   0.00
 2015 173    13    0.0   11.0   11.9   13.3   26.6   0.35   26.2   13.0   19.1   21.6   13.0   19.1   21.6   86.4  400.7   0.00   0.00
 2015 174    14    0.0   11.0   11.9   14.4   28.8   0.30   26.3   14.6   20.0   22.2   14.6   20.0   22.2   86.4  400.7   0.00   0.00
 2015 175    15    0.0   11.0   11.9   11.9   23.8   0.42   26.2   13.1   19.2   21.7   13.1   19.2   21.7   86.4  400.7   0.00   0.00
 2015 176    16    0.0   11.0   11.9   15.5   31.0   0.25   26.9   12.4   19.2   21.9   12.4   19.2   21.9   86.4  400.7   0.00   0.00
 2015 177    17    0.0   11.0   11.9   13.0   26.0   0.37   25.5   12.1   18.3   20.9   12.1   18.3   20.9   86.4  400.7   0.00   0.00
 2015 178    18    0.0   11.0   11.9   13.7   27.4   0.33   24.7   11.9   17.9   20.3   11.9   17.9   20.3   86.4  400.7   0.00   0.00
 2015 179    19    0.0   11.0   11.9   14.0   28.0   0.32   25.5   11.2   17.9   20.5   11.2   17.9   20.5   86.4  400.7   0.00   0.00
 2015 180    20    0.0   11.0   11.9   15.3   30.6   0.26   26.3   12.7   19.0   21.6   12.7   19.0   21.6   86.4  400.7   0.00   0.00
 2015 181    21    0.0   11.0   11.9   14.9   29.8   0.28   26.7   12.4   19.1   21.8   12.4   19.1   21.8   86.4  400.7   0.00   0.00
 2015 182    22    0.0   11.0   11.9   14.0   28.0   0.32   28.6   12.4   19.9   23.0   12.4   19.9   23.0   86.4  400.7   0.00   0.00
 2015 183    23    0.0   11.0   11.9   14.1   28.2   0.32   28.0   13.6   20.3   23.0   13.6   20.3   23.0   86.4  400.7   0.00   0.00
 2015 184    24    0.0   11.0   11.9   14.6   29.2   0.30   28.1   13.2   20.1   22.9   13.2   20.1   22.9   86.4  400.7   0.00   0.00
 2015 185    25    0.0   11.0   11.9   15.4   30.8   0.26   28.9   12.1   19.9   23.1   12.1   19.9   23.1   86.4  400.7   0.00   0.00
 2015 186    26    0.0   11.0   11.9   12.5   25.0   0.40   29.1   10.7   19.3   22.7   10.7   19.3   22.7   86.4  400.7   0.00   0.00
 2015 187    27    0.0   11.0   12.0   10.2   20.4   0.51   28.6   10.8   19.1   22.5   10.8   19.1   22.5   86.4  400.7   0.00   0.00
 2015 188    28    0.0   11.1   12.0    5.2   10.4   0.75   23.9   13.1   18.1   20.2   13.1   18.1   20.2   86.4  400.7   0.00   0.00
 2015 189    29    1.8   11.1   12.0    1.8    3.6   0.91   18.6   13.9   16.1   17.0   13.9   16.1   17.0   86.4  400.7   0.00   0.00
 2015 190    30    0.0   11.1   12.0   11.3   22.6   0.46   26.0   12.1   18.6   21.2   12.1   18.6   21.2   86.4  400.7   0.00   0.00
 2015 191    31    0.0   11.1   12.0   16.4   32.8   0.22   29.3   12.3   20.2   23.4   12.3   20.2   23.4   86.4  400.7   0.00   0.00
 2015 192    32    0.0   11.1   12.0   14.7   29.4   0.30   29.6   13.6   21.1   24.1   13.6   21.1   24.1   86.4  400.7   0.00   0.00
 2015 193    33    0.0   11.1   12.0   14.0   28.0   0.34   29.5   12.2   20.3   23.5   12.2   20.3   23.5   86.4  400.7   0.00   0.00
 2015 194    34    0.0   11.1   12.0   16.7   33.4   0.21   30.3   12.6   20.9   24.2   12.6   20.9   24.2   86.4  400.7   0.00   0.00
 2015 195    35    0.0   11.1   12.0   15.4   30.8   0.27   29.7   12.7   20.6   23.9   12.7   20.6   23.9   86.4  400.7   0.00   0.00
 2015 196    36    0.0   11.1   12.0   16.1   32.2   0.24   30.0   12.3   20.6   23.9   12.3   20.6   23.9   86.4  401.0   0.00   0.00
 2015 197    37    0.0   11.1   12.0   14.3   28.6   0.33   27.9   13.1   20.0   22.8   13.1   20.0   22.8   86.4  401.0   0.00   0.00
 2015 198    38    0.0   11.1   12.0   16.7   33.4   0.22   27.3   12.4   19.4   22.2   12.4   19.4   22.2   86.4  401.0   0.00   0.00
 2015 199    39    0.0   11.1   12.0   14.8   29.6   0.31   26.2   11.9   18.6   21.3   11.9   18.6   21.3   86.4  401.0   0.00   0.00
 2015 200    40    0.0   11.1   12.0   14.5   29.0   0.33   26.6   13.2   19.5   22.0   13.2   19.5   22.0   86.4  401.0   0.00   0.00
 2015 201    41    0.0   11.1   12.0   17.5   35.0   0.19   28.8   13.8   20.8   23.7   13.8   20.8   23.7   86.4  401.0   0.00   0.00
 2015 202    42    0.0   11.2   12.0   13.8   27.6   0.36   28.6   13.8   20.7   23.5   13.8   20.7   23.5   86.4  401.0   0.00   0.00
 2015 203    43    0.0   11.2   12.0   17.5   35.0   0.19   29.1   15.9   22.1   24.6   15.9   22.1   24.6   86.4  401.0   0.00   0.00
 2015 204    44    0.0   11.2   12.1   14.7   29.4   0.33   29.1   18.1   23.2   25.3   18.1   23.2   25.3   86.4  401.0   0.00   0.00
 2015 205    45    0.0   11.2   12.1   17.5   35.0   0.20   28.5   14.7   21.2   23.8   14.7   21.2   23.8   86.4  401.0   0.00   0.00
 2015 206    46    0.0   11.2   12.1   15.0   30.0   0.32   29.2   16.4   22.4   24.8   16.4   22.4   24.8   86.4  401.0   0.00   0.00
 2015 207    47    0.0   11.2   12.1   15.2   30.4   0.31   29.7   16.4   22.6   25.2   16.4   22.6   25.2   86.4  401.0   0.00   0.00
 2015 208    48    0.0   11.2   12.1   17.7   35.4   0.20   30.2   15.1   22.2   25.1   15.1   22.2   25.1   86.4  401.0   0.00   0.00
 2015 209    49    0.0   11.2   12.1   10.2   20.4   0.54   30.1   13.4   21.2   24.4   13.4   21.2   24.4   86.4  401.0   0.00   0.00
 2015 210    50    0.0   11.2   12.1   17.5   35.0   0.21   30.6   14.1   21.8   25.0   14.1   21.8   25.0   86.4  401.0   0.00   0.00
 2015 211    51    0.0   11.2   12.1   17.7   35.4   0.21   29.2   15.7   22.0   24.6   15.7   22.0   24.6   86.4  401.0   0.00   0.00
 2015 212    52    0.0   11.3   12.1   18.2   36.4   0.19   29.8   14.5   21.7   24.6   14.5   21.7   24.6   86.4  401.0   0.00   0.00
 2015 213    53    0.0   11.3   12.1   16.7   33.4   0.26   29.3   14.4   21.4   24.2   14.4   21.4   24.2   86.4  401.0   0.00   0.00
 2015 214    54    0.0   11.3   12.1   18.5   37.0   0.18   29.1   13.1   20.6   23.7   13.1   20.6   23.7   86.4  401.0   0.00   0.00
 2015 215    55    0.0   11.3   12.2   15.9   31.8   0.30   29.2   15.2   21.8   24.5   15.2   21.8   24.5   86.4  401.0   0.00   0.00
 2015 216    56    0.0   11.3   12.2   18.6   37.2   0.19   29.6   15.4   22.1   24.8   15.4   22.1   24.8   86.4  401.0   0.00   0.00
 2015 217    57    0.0   11.3   12.2   18.6   37.2   0.19   29.9   16.5   22.8   25.4   16.5   22.8   25.4   86.4  401.0   0.00   0.00
 2015 218    58    0.0   11.3   12.2   18.7   37.4   0.19   30.0   16.5   22.8   25.4   16.5   22.8   25.4   86.4  401.0   0.00   0.00
 2015 219    59    0.0   11.3   12.2   18.8   37.6   0.19   30.7   16.9   23.4   26.0   16.9   23.4   26.0   86.4  401.0   0.00   0.00
 2015 220    60    0.0   11.3   12.2   18.5   37.0   0.20   30.5   13.6   21.5   24.8   13.6   21.5   24.8   86.4  401.0   0.00   0.00
 2015 221    61    0.0   11.4   12.2   23.6   47.2   0.00   31.4   12.6   21.4   25.1   12.6   21.4   25.1   86.4  401.0   0.00   0.00
 2015 222    62    0.0   11.4   12.2   23.9   47.8   0.00   31.1   15.7   22.9   25.9   15.7   22.9   25.9   86.4  401.0   0.00   0.00
 2015 223    63    0.0   11.4   12.2   13.2   26.4   0.44   28.6   15.7   21.8   24.3   15.7   21.8   24.3   86.4  401.0   0.00   0.00
 2015 224    64    0.0   11.4   12.3   19.4   38.8   0.18   28.8   15.7   21.9   24.4   15.7   21.9   24.4   86.4  401.0   0.00   0.00
 2015 225    65    0.0   11.4   12.3   19.4   38.8   0.18   28.2   15.8   21.6   24.0   15.8   21.6   24.0   86.4  401.0   0.00   0.00
 2015 226    66    0.0   11.4   12.3   16.7   33.4   0.30   28.0   15.4   21.3   23.8   15.4   21.3   23.8   86.4  401.0   0.00   0.00
 2015 227    67    0.0   11.4   12.3   19.5   39.0   0.19   30.2   17.7   23.6   26.0   17.7   23.6   26.0   86.4  401.2   0.00   0.00
 2015 228    68    0.0   11.5   12.3   16.2   32.4   0.33   30.8   15.2   22.6   25.6   15.2   22.6   25.6   86.4  401.2   0.00   0.00
 2015 229    69    0.0   11.5   12.3   18.2   36.4   0.25   29.1   16.2   22.3   24.8   16.2   22.3   24.8   86.4  401.2   0.00   0.00
 2015 230    70    0.0   11.5   12.3   19.5   39.0   0.20   29.9   15.4   22.2   25.1   15.4   22.2   25.1   86.4  401.2   0.00   0.00
 2015 231    71    0.0   11.5   12.3   18.8   37.6   0.23   31.0   20.8   25.6   27.6   20.8   25.6   27.6   86.4  401.2   0.00   0.00
 2015 232    72    0.0   11.5   12.4   17.7   35.4   0.28   30.6   16.0   22.9   25.7   16.0   22.9   25.7   86.4  401.2   0.00   0.00
 2015 233    73    0.0   11.5   12.4   19.1   38.2   0.22   31.8   17.8   24.4   27.1   17.8   24.4   27.1   86.4  401.2   0.00   0.00
 2015 234    74    0.0   11.5   12.4   19.1   38.2   0.23   32.6   16.6   24.2   27.3   16.6   24.2   27.3   86.4  401.2   0.00   0.00

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:01:02
@YEAR DOY   DAS   PRED  DAYLD   TWLD   SRAD   PARD   CLDD   TMXD   TMND   TAVD   TDYD   TDWD   TGAD   TGRD   WDSD   CO2D   VPDF   VPD
 2016 132     1    0.0   11.3   12.2   16.1   32.2   0.29   30.7   17.1   23.5   26.1   17.1   23.5   26.1   86.4  403.7   0.00   0.00
 2016 133     2    0.0   11.3   12.1   16.3   32.6   0.27   31.3   16.7   23.5   26.3   16.7   23.5   26.3   86.4  403.7   0.00   0.00
 2016 134     3    3.8   11.2   12.1   14.6   29.2   0.35   31.2   18.7   24.6   27.0   18.7   24.6   27.0   86.4  403.7   0.00   0.00
 2016 135     4    0.0   11.2   12.1   14.8   29.6   0.34   31.0   19.2   24.7   27.0   19.2   24.7   27.0   86.4  403.7   0.00   0.00
 2016 136     5    0.0   11.2   12.1    6.1   12.2   0.73   27.7   21.1   24.2   25.5   21.1   24.2   25.5   86.4  403.9   0.00   0.00
 2016 137     6   10.6   11.2   12.1   11.3   22.6   0.49   29.4   19.2   24.0   25.9   19.2   24.0   25.9   86.4  403.9   0.00   0.00
 2016 138     7    0.4   11.2   12.1   14.3   28.6   0.35   29.2   18.0   23.2   25.4   18.0   23.2   25.4   86.4  403.9   0.00   0.00
 2016 139     8    0.0   11.2   12.1   11.8   23.6   0.46   28.7   18.7   23.4   25.3   18.7   23.4   25.3   86.4  403.9   0.00   0.00
 2016 140     9    0.0   11.2   12.1   14.9   29.8   0.32   31.4   18.1   24.3   26.9   18.1   24.3   26.9   86.4  403.9   0.00   0.00
 2016 141    10    0.0   11.2   12.1   13.1   26.2   0.40   30.2   19.9   24.7   26.7   19.9   24.7   26.7   86.4  403.9   0.00   0.00
 2016 142    11    0.0   11.2   12.1   11.1   22.2   0.49   30.0   18.0   23.6   25.9   18.0   23.6   25.9   86.4  403.9   0.00   0.00
 2016 143    12    0.0   11.2   12.1   13.6   27.2   0.37   29.3   19.0   23.8   25.8   19.0   23.8   25.8   86.4  403.9   0.00   0.00
 2016 144    13    0.0   11.1   12.0    8.4   16.8   0.61   25.0   17.2   20.8   22.3   17.2   20.8   22.3   86.4  403.9   0.00   0.00
 2016 145    14    0.0   11.1   12.0   14.2   28.4   0.34   28.4   15.4   21.5   23.9   15.4   21.5   23.9   86.4  403.9   0.00   0.00
 2016 146    15    0.0   11.1   12.0   13.9   27.8   0.35   29.8   16.0   22.4   25.1   16.0   22.4   25.1   86.4  403.9   0.00   0.00
 2016 147    16    0.0   11.1   12.0   12.0   24.0   0.44   29.4   18.6   23.6   25.7   18.6   23.6   25.7   86.4  403.9   0.00   0.00
 2016 148    17    0.0   11.1   12.0   15.0   30.0   0.30   29.4   15.1   21.8   24.5   15.1   21.8   24.5   86.4  403.9   0.00   0.00
 2016 149    18    0.0   11.1   12.0   14.1   28.2   0.34   30.0   17.6   23.4   25.7   17.6   23.4   25.7   86.4  403.9   0.00   0.00
 2016 150    19    0.0   11.1   12.0   12.6   25.2   0.41   28.4   16.6   22.1   24.3   16.6   22.1   24.3   86.4  403.9   0.00   0.00
 2016 151    20    0.0   11.1   12.0   14.9   29.8   0.30   29.7   15.3   22.0   24.7   15.3   22.0   24.7   86.4  403.9   0.00   0.00
 2016 152    21    0.0   11.1   12.0   14.5   29.0   0.31   30.5   16.5   23.0   25.7   16.5   23.0   25.7   86.4  403.9   0.00   0.00
 2016 153    22    0.0   11.1   12.0   14.3   28.6   0.32   31.6   16.9   23.8   26.5   16.9   23.8   26.5   86.4  403.9   0.00   0.00
 2016 154    23    0.0   11.1   12.0   10.2   20.4   0.51   30.2   15.9   22.6   25.3   15.9   22.6   25.3   86.4  403.9   0.00   0.00
 2016 155    24    0.0   11.1   12.0   11.6   23.2   0.45   29.6   15.1   21.9   24.6   15.1   21.9   24.6   86.4  403.9   0.00   0.00
 2016 156    25    0.0   11.1   12.0   12.2   24.4   0.42   30.0   17.8   23.5   25.8   17.8   23.5   25.8   86.4  403.9   0.00   0.00
 2016 157    26    0.0   11.1   12.0   14.3   28.6   0.31   31.7   18.3   24.5   27.1   18.3   24.5   27.1   86.4  403.9   0.00   0.00
 2016 158    27    0.0   11.0   12.0   15.8   31.6   0.24   32.0   16.4   23.7   26.6   16.4   23.7   26.6   86.4  403.9   0.00   0.00
 2016 159    28    0.0   11.0   12.0   12.4   24.8   0.40   29.1   18.4   23.4   25.4   18.4   23.4   25.4   86.4  403.9   0.00   0.00
 2016 160    29    0.0   11.0   12.0   12.1   24.2   0.42   27.7   17.5   22.3   24.2   17.5   22.3   24.2   86.4  403.9   0.00   0.00
 2016 161    30    0.0   11.0   11.9   14.6   29.2   0.30   26.8   14.1   20.0   22.4   14.1   20.0   22.4   86.4  403.9   0.00   0.00
 2016 162    31    0.0   11.0   11.9   12.8   25.6   0.38   29.0   19.3   23.8   25.6   19.3   23.8   25.6   86.4  403.9   0.00   0.00
 2016 163    32    0.0   11.0   11.9   14.0   28.0   0.32   25.7   15.1   20.0   22.0   15.1   20.0   22.0   86.4  403.9   0.00   0.00
 2016 164    33    0.0   11.0   11.9   12.8   25.6   0.38   24.7   12.4   18.1   20.4   12.4   18.1   20.4   86.4  403.9   0.00   0.00
 2016 165    34    0.0   11.0   11.9   15.5   31.0   0.25   28.3   10.5   18.8   22.1   10.5   18.8   22.1   86.4  403.9   0.00   0.00
 2016 166    35    0.0   11.0   11.9   12.3   24.6   0.40   28.0   14.4   20.7   23.3   14.4   20.7   23.3   86.4  403.9   0.00   0.00
 2016 167    36    0.0   11.0   11.9   13.7   27.4   0.33   28.0   16.2   21.7   23.9   16.2   21.7   23.9   86.4  404.2   0.00   0.00
 2016 168    37    0.0   11.0   11.9   15.6   31.2   0.24   27.9   14.7   20.8   23.3   14.7   20.8   23.3   86.4  404.2   0.00   0.00
 2016 169    38    0.0   11.0   11.9   16.0   32.0   0.22   28.7   13.4   20.5   23.4   13.4   20.5   23.4   86.4  404.2   0.00   0.00
 2016 170    39    0.0   11.0   11.9   15.7   31.4   0.24   29.7   13.6   21.1   24.1   13.6   21.1   24.1   86.4  404.2   0.00   0.00
 2016 171    40    0.0   11.0   11.9   14.8   29.6   0.28   29.1   15.3   21.7   24.3   15.3   21.7   24.3   86.4  404.2   0.00   0.00
 2016 172    41    0.0   11.0   11.9   14.0   28.0   0.32   28.8   15.0   21.4   24.0   15.0   21.4   24.0   86.4  404.2   0.00   0.00
 2016 173    42    0.0   11.0   11.9   12.5   25.0   0.39   29.2   15.8   22.0   24.6   15.8   22.0   24.6   86.4  404.2   0.00   0.00
 2016 174    43    0.0   11.0   11.9   11.8   23.6   0.43   28.4   18.4   23.1   24.9   18.4   23.1   24.9   86.4  404.2   0.00   0.00
 2016 175    44    0.0   11.0   11.9   12.2   24.4   0.41   29.3   17.2   22.8   25.1   17.2   22.8   25.1   86.4  404.2   0.00   0.00
 2016 176    45    0.0   11.0   11.9   14.7   29.4   0.29   29.4   16.4   22.5   24.9   16.4   22.5   24.9   86.4  404.2   0.00   0.00
 2016 177    46    0.0   11.0   11.9   15.4   30.8   0.25   27.9   16.6   21.9   24.0   16.6   21.9   24.0   86.4  404.2   0.00   0.00
 2016 178    47    0.0   11.0   11.9   15.7   31.4   0.24   27.7   14.2   20.5   23.0   14.2   20.5   23.0   86.4  404.2   0.00   0.00
 2016 179    48    0.0   11.0   11.9   15.9   31.8   0.23   26.2   14.7   20.1   22.2   14.7   20.1   22.2   86.4  404.2   0.00   0.00
 2016 180    49    0.0   11.0   11.9   15.9   31.8   0.23   27.6   12.8   19.7   22.5   12.8   19.7   22.5   86.4  404.2   0.00   0.00
 2016 181    50    0.0   11.0   11.9   14.0   28.0   0.32   27.2   14.2   20.3   22.7   14.2   20.3   22.7   86.4  404.2   0.00   0.00
 2016 182    51    0.0   11.0   11.9   10.4   20.8   0.50   27.5   13.6   20.1   22.7   13.6   20.1   22.7   86.4  404.2   0.00   0.00
 2016 183    52    0.0   11.0   11.9   16.0   32.0   0.23   28.2   15.3   21.3   23.7   15.3   21.3   23.7   86.4  404.2   0.00   0.00
 2016 184    53    0.0   11.0   11.9   12.5   25.0   0.40   27.5   14.0   20.3   22.8   14.0   20.3   22.8   86.4  404.2   0.00   0.00
 2016 185    54    0.0   11.0   11.9   14.7   29.4   0.29   28.3   16.6   22.1   24.3   16.6   22.1   24.3   86.4  404.2   0.00   0.00
 2016 186    55    0.0   11.0   11.9   13.5   27.0   0.35   27.3   15.8   21.2   23.3   15.8   21.2   23.3   86.4  404.2   0.00   0.00
