*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:01:02
@YEAR DOY   DAS   DAP    CNAD    GNAD    VNAD    GN%D    VN%D     NFXC    NUPC    LNAD    SNAD    LN%D    SN%D    SHND   RN%D   NFXD   SNN0C   SNN1C
 2015 176    29    28     9.2     0.0     9.2    0.00    3.51      0.5    12.2     7.8     1.5    3.84    2.41     0.0    1.6    0.0    1.36    0.39
 2015 177    30    29     9.6     0.0     9.6    0.00    3.28      0.7    12.8     8.0     1.6    3.62    2.23     0.0    1.6    0.2    1.62    0.41
 2015 178    31    30    11.0     0.0    11.0    0.00    3.36      0.7    14.3     9.1     1.9    3.71    2.32     0.0    1.6    0.0    1.62    0.44
 2015 179    32    31    12.6     0.0    12.6    0.00    3.44      0.7    16.1    10.3     2.3    3.80    2.41     0.0    1.6    0.0    1.62    0.46
 2015 180    33    32    14.3     0.0    14.3    0.00    3.45      0.7    17.9    11.6     2.7    3.83    2.43     0.0    1.6    0.0    1.62    0.49
 2015 181    34    33    14.9     0.0    14.9    0.00    3.25      1.0    18.5    12.0     2.9    3.62    2.28     0.0    1.5    0.3    1.65    0.51
 2015 182    35    34    16.7     0.0    16.7    0.00    3.25      1.0    20.4    13.3     3.4    3.64    2.29     0.0    1.5    0.0    1.67    0.54
 2015 183    36    35    19.2     0.0    19.2    0.00    3.39      1.0    23.6    15.1     4.1    3.80    2.43     0.0    1.6    0.0    1.72    0.58
 2015 184    37    36    20.5     0.0    20.5    0.00    3.32      1.4    24.9    15.9     4.5    3.77    2.34     0.0    1.5    0.3    1.98    0.61
 2015 185    38    37    22.7     0.0    22.7    0.00    3.40      1.4    27.9    17.5     5.2    3.88    2.41     0.0    1.6    0.0    2.13    0.66
 2015 186    39    38    24.6     0.0    24.6    0.00    3.45      1.4    30.3    18.8     5.8    3.97    2.43     3.5    1.6    0.0    2.35    0.71
 2015 187    40    39    26.4     0.0    26.2    0.00    3.49      1.4    32.6    19.8     6.4    4.06    2.44     3.5    1.6    0.0    2.58    0.76
 2015 188    41    40    27.7     0.0    27.1    0.00    3.54      1.4    34.2    20.4     6.7    4.14    2.46     3.5    1.6    0.0    2.80    0.81
 2015 189    42    41    28.3     0.0    27.1    0.00    3.58      1.4    35.0    20.4     6.7    4.20    2.48     3.5    1.6    0.0    2.91    0.85
 2015 190    43    42    30.4     0.0    28.7    0.00    3.55      1.4    37.5    21.4     7.3    4.18    2.46     3.5    1.6    0.0    2.94    0.90
 2015 191    44    43    31.2     0.0    28.6    0.00    3.43      1.7    38.5    21.3     7.4    4.10    2.33     3.5    1.5    0.2    3.09    0.94
 2015 192    45    44    34.0     0.0    30.3    0.00    3.42      1.7    41.7    22.3     8.0    4.10    2.34     3.5    1.5    0.0    3.11    1.00
 2015 193    46    45    36.4     0.0    31.5    3.60    3.43      1.7    44.7    23.0     8.5    4.14    2.35     3.5    1.5    0.0    3.39    1.06
 2015 194    47    46    37.4     0.2    31.0    3.61    3.24      2.1    45.8    22.6     8.4    4.01    2.14     3.5    1.5    0.3    3.72    1.11
 2015 195    48    47    39.8     0.6    31.4    3.61    3.25      2.1    48.6    22.7     8.7    4.02    2.17     3.5    1.5    0.0    4.19    1.17
 2015 196    49    48    42.8     1.3    31.9    3.60    3.29      2.1    51.9    22.9     8.9    4.06    2.21     3.5    1.5    0.0    4.38    1.23
 2015 197    50    49    44.9     2.1    31.2    3.60    3.26      2.1    54.4    22.4     8.8    4.03    2.19     3.4    1.5    0.0    4.68    1.29
 2015 198    51    50    46.0     3.3    30.5    3.59    3.08      2.4    55.4    21.9     8.6    3.89    2.01     3.4    1.5    0.3    4.95    1.33
 2015 199    52    51    47.9     4.6    29.7    3.58    3.05      2.4    57.8    21.3     8.4    3.86    1.99     3.4    1.5    0.0    5.16    1.38
 2015 200    53    52    49.9     6.3    28.8    3.58    3.02      2.4    60.2    20.7     8.2    3.83    1.97     3.3    1.5    0.0    5.45    1.44
 2015 201    54    53    52.1     8.3    27.9    3.59    2.99      2.4    62.8    20.0     7.9    3.80    1.94     3.3    1.5    0.0    5.69    1.49
 2015 202    55    54    53.9    10.6    27.0    3.59    2.95      2.4    65.2    19.3     7.7    3.76    1.92     3.3    1.4    0.0    6.08    1.55
 2015 203    56    55    54.6    13.2    25.7    3.60    2.89      2.4    66.0    18.4     7.3    3.69    1.87     3.2    1.4    0.0    6.23    1.60
 2015 204    57    56    55.2    15.9    24.3    3.62    2.82      2.4    66.7    17.4     7.0    3.62    1.82     3.1    1.4    0.0    6.36    1.65
 2015 205    58    57    57.0    18.4    23.3    3.62    2.76      2.7    68.5    16.6     6.7    3.55    1.78     3.0    1.4    0.2    6.65    1.69
 2015 206    59    58    58.7    21.2    22.2    3.62    2.70      2.7    70.7    15.8     6.4    3.49    1.74     3.0    1.3    0.0    7.06    1.74
 2015 207    60    59    59.1    24.0    19.9    3.63    2.62      2.7    72.9    13.9     6.0    3.42    1.70     2.9    1.3    0.0    8.71    1.79
 2015 208    61    60    59.5    26.9    18.0    3.63    2.54      2.7    74.6    12.4     5.6    3.34    1.66     2.8    1.3    0.0    9.98    1.83
 2015 209    62    61    60.1    28.8    17.1    3.57    2.45      2.9    75.1    11.7     5.4    3.25    1.59     2.8    1.3    0.2   10.06    1.87
 2015 210    63    62    61.5    31.6    16.2    3.56    2.35      3.2    76.2    11.1     5.1    3.15    1.52     2.7    1.3    0.2   10.14    1.90
 2015 211    64    63    63.1    34.6    15.3    3.57    2.28      3.2    78.0    10.5     4.9    3.07    1.48     2.6    1.2    0.0   10.28    1.94
 2015 212    65    64    64.6    37.5    14.4    3.58    2.21      3.2    79.7     9.7     4.6    2.99    1.44     2.5    1.2    0.0   10.53    1.98
 2015 213    66    65    62.3    39.2    10.9    3.52    1.97      3.2    80.1     6.8     4.1    2.78    1.33     2.4    1.2    0.0   13.31    2.01
 2015 214    67    66    61.4    41.2     8.4    3.51    1.81      3.2    81.2     4.8     3.7    2.65    1.29     2.4    1.2    0.0   15.25    2.03
 2015 215    68    67    60.9    42.9     6.7    3.52    1.67      3.2    82.1     3.3     3.4    2.53    1.25     2.3    1.2    0.0   16.61    2.07
 2015 216    69    68    60.3    43.9     5.4    3.50    1.54      3.2    82.4     2.3     3.1    2.40    1.21     2.2    1.2    0.0   17.56    2.10
 2015 217    70    69    60.0    44.9     4.5    3.50    1.43      3.2    82.7     1.6     2.9    2.28    1.18     2.2    1.1    0.0   18.24    2.13
 2015 218    71    70    59.7    45.7     3.9    3.51    1.34      3.2    82.9     1.2     2.7    2.18    1.15     2.1    1.1    0.0   18.71    2.17
 2015 219    72    71    59.5    46.2     3.4    3.51    1.26      3.2    82.9     0.8     2.6    2.08    1.12     2.1    1.1    0.0   19.04    2.20
 2015 220    73    72    59.2    46.5     3.1    3.51    1.21      3.2    82.9     0.6     2.5    2.02    1.10     2.0    1.1    0.0   19.28    2.23
 2015 221    74    73    59.1    46.7     2.8    3.51    1.18      3.2    82.9     0.4     2.4    1.99    1.10     2.0    1.1    0.0   19.45    2.26

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:01:02
@YEAR DOY   DAS   DAP    CNAD    GNAD    VNAD    GN%D    VN%D     NFXC    NUPC    LNAD    SNAD    LN%D    SN%D    SHND   RN%D   NFXD   SNN0C   SNN1C
 2015 161     1     0     0.0     0.0     0.0    0.00    0.00      0.0     0.0     0.0     0.0    0.00    0.00     0.0    0.0    0.0    0.00    0.00
 2015 162     2     1     0.0     0.0     0.0    0.00    0.00      0.0     0.0     0.0     0.0    0.00    0.00     0.0    0.0    0.0    0.00    0.00
 2015 163     3     2     0.0     0.0     0.0    0.00    0.00      0.0     0.0     0.0     0.0    0.00    0.00     0.0    0.0    0.0    0.00    0.00
 2015 164     4     3     0.0     0.0     0.0    0.00    0.00      0.0     0.0     0.0     0.0    0.00    0.00     0.0    0.0    0.0    0.00    0.00
 2015 165     5     4     0.6     0.0     0.6    0.00    3.41      0.2     0.0     0.5     0.1    3.84    2.40     0.0    1.6    0.0    0.00    0.01
 2015 166     6     5     0.7     0.0     0.7    0.00    3.44      0.2     0.1     0.6     0.1    3.85    2.41     0.0    1.6    0.0    0.00    0.03
 2015 167     7     6     0.8     0.0     0.8    0.00    3.47      0.2     0.2     0.7     0.1    3.85    2.41     0.0    1.6    0.0    0.00    0.04
 2015 168     8     7     0.9     0.0     0.9    0.00    3.50      0.2     0.3     0.8     0.2    3.85    2.41     0.0    1.6    0.0    0.00    0.05
 2015 169     9     8     1.1     0.0     1.1    0.00    3.51      0.2     0.5     0.9     0.2    3.85    2.42     0.0    1.6    0.0    0.00    0.06
 2015 170    10     9     1.2     0.0     1.2    0.00    3.47      0.3     0.6     1.0     0.2    3.82    2.39     0.0    1.6    0.0    0.00    0.07
 2015 171    11    10     1.3     0.0     1.3    0.00    3.47      0.3     0.7     1.1     0.2    3.84    2.41     0.0    1.6    0.0    0.00    0.08
 2015 172    12    11     1.5     0.0     1.5    0.00    3.48      0.3     0.9     1.3     0.3    3.84    2.41     0.0    1.6    0.0    0.00    0.09
 2015 173    13    12     1.8     0.0     1.8    0.00    3.49      0.3     1.2     1.5     0.3    3.85    2.42     0.0    1.6    0.0    0.00    0.10
 2015 174    14    13     2.0     0.0     2.0    0.00    3.50      0.3     1.5     1.7     0.3    3.85    2.42     0.0    1.6    0.0    0.00    0.12
 2015 175    15    14     2.3     0.0     2.3    0.00    3.48      0.4     1.6     1.9     0.4    3.82    2.40     0.0    1.6    0.2    0.01    0.12
 2015 176    16    15     2.6     0.0     2.6    0.00    3.44      0.4     1.9     2.2     0.4    3.77    2.37     0.0    1.6    0.0    0.01    0.13
 2015 177    17    16     2.9     0.0     2.9    0.00    3.43      0.6     2.0     2.5     0.5    3.76    2.35     0.0    1.6    0.2    0.02    0.14
 2015 178    18    17     3.3     0.0     3.3    0.00    3.42      0.7     2.4     2.8     0.5    3.74    2.34     0.0    1.5    0.0    0.02    0.15
 2015 179    19    18     3.8     0.0     3.8    0.00    3.50      0.7     3.0     3.2     0.6    3.83    2.40     0.0    1.6    0.0    0.02    0.16
 2015 180    20    19     4.2     0.0     4.2    0.00    3.51      0.7     3.7     3.5     0.7    3.84    2.41     0.0    1.6    0.0    0.02    0.17
 2015 181    21    20     4.5     0.0     4.5    0.00    3.48      0.8     3.9     3.8     0.7    3.80    2.38     0.0    1.6    0.1    0.03    0.18
 2015 182    22    21     5.1     0.0     5.1    0.00    3.46      0.8     4.6     4.3     0.8    3.78    2.37     0.0    1.6    0.0    0.04    0.20
 2015 183    23    22     5.5     0.0     5.5    0.00    3.26      1.1     4.8     4.7     0.9    3.57    2.23     0.0    1.5    0.2    0.06    0.21
 2015 184    24    23     6.3     0.0     6.3    0.00    3.27      1.2     5.6     5.4     1.0    3.57    2.23     0.0    1.5    0.1    0.08    0.22
 2015 185    25    24     7.6     0.0     7.6    0.00    3.47      1.2     7.0     6.4     1.2    3.79    2.39     0.0    1.5    0.0    0.16    0.24
 2015 186    26    25     8.7     0.0     8.7    0.00    3.51      1.2     8.2     7.4     1.4    3.83    2.42     0.0    1.6    0.0    0.16    0.26
 2015 187    27    26     9.2     0.0     9.2    0.00    3.34      1.5     8.6     7.7     1.5    3.68    2.27     0.0    1.5    0.2    0.18    0.27
 2015 188    28    27    10.1     0.0    10.1    0.00    3.36      1.5     9.5     8.3     1.7    3.71    2.30     0.0    1.5    0.0    0.18    0.29
 2015 189    29    28    10.7     0.0    10.7    0.00    3.46      1.5    10.3     8.8     1.9    3.81    2.42     0.0    1.5    0.0    0.18    0.31
 2015 190    30    29    12.1     0.0    12.1    0.00    3.47      1.5    11.8     9.8     2.2    3.84    2.44     0.0    1.6    0.0    0.18    0.33
 2015 191    31    30    12.6     0.0    12.6    0.00    3.23      1.8    12.2    10.2     2.4    3.59    2.26     0.0    1.5    0.3    0.23    0.35
 2015 192    32    31    14.2     0.0    14.2    0.00    3.23      2.0    13.7    11.3     2.8    3.62    2.27     0.0    1.5    0.2    0.30    0.37
 2015 193    33    32    16.5     0.0    16.5    0.00    3.41      2.1    16.4    13.0     3.5    3.81    2.44     0.0    1.5    0.0    0.37    0.39
 2015 194    34    33    17.4     0.0    17.4    0.00    3.39      2.4    17.5    13.6     3.8    3.81    2.40     0.0    1.5    0.3    0.55    0.42
 2015 195    35    34    19.5     0.0    19.5    0.00    3.44      2.5    20.1    15.2     4.4    3.89    2.45     0.0    1.5    0.0    0.64    0.45
 2015 196    36    35    21.7     0.0    21.7    0.00    3.50      2.5    22.6    16.6     5.0    3.99    2.49     0.0    1.5    0.0    0.82    0.48
 2015 197    37    36    22.9     0.0    22.9    0.00    3.51      2.8    24.5    17.4     5.5    4.03    2.48     0.0    1.5    0.3    1.03    0.52
 2015 198    38    37    25.1     0.0    25.1    0.00    3.52      2.8    27.2    18.9     6.2    4.08    2.49     0.0    1.5    0.0    1.15    0.56
 2015 199    39    38    27.2     0.0    27.2    0.00    3.56      2.8    29.9    20.3     6.9    4.16    2.50     0.0    1.5    0.0    1.38    0.61
 2015 200    40    39    29.1     0.0    29.1    0.00    3.59      2.8    32.7    21.5     7.6    4.24    2.50     0.0    1.6    0.0    1.60    0.67
 2015 201    41    40    30.2     0.0    29.9    0.00    3.62      2.8    35.2    22.0     7.9    4.30    2.51     3.5    1.6    0.0    1.79    0.74
 2015 202    42    41    32.7     0.0    31.9    0.00    3.60      2.8    38.1    23.3     8.6    4.32    2.49     3.5    1.6    0.0    1.91    0.81
 2015 203    43    42    35.5     0.0    33.9    0.00    3.59      2.8    41.4    24.5     9.4    4.33    2.47     3.5    1.6    0.0    2.04    0.89
 2015 204    44    43    37.1     0.0    34.4    0.00    3.51      3.2    43.1    24.7     9.7    4.28    2.40     3.5    1.6    0.4    2.25    0.96
 2015 205    45    44    39.1     0.0    34.9    0.00    3.48      3.2    46.7    24.8    10.1    4.27    2.39     3.5    1.6    0.0    3.14    1.04
 2015 206    46    45    42.1     0.0    36.1    0.00    3.46      3.2    50.1    25.5    10.6    4.26    2.38     3.5    1.6    0.0    3.25    1.12
 2015 207    47    46    45.1     0.3    36.8    3.67    3.43      3.2    53.4    25.9    10.9    4.24    2.37     3.5    1.6    0.0    3.37    1.21
 2015 208    48    47    47.2     0.8    36.1    3.66    3.35      3.2    55.8    25.4    10.8    4.17    2.29     3.5    1.5    0.0    3.56    1.29
 2015 209    49    48    49.2     1.7    35.4    3.64    3.33      3.2    58.3    24.8    10.6    4.15    2.27     3.5    1.5    0.0    3.78    1.36
 2015 210    50    49    51.8     2.9    34.6    3.64    3.30      3.2    61.3    24.3    10.4    4.12    2.25     3.4    1.5    0.0    4.07    1.44
 2015 211    51    50    54.3     4.6    33.6    3.64    3.26      3.2    64.3    23.6    10.1    4.08    2.22     3.4    1.5    0.0    4.32    1.52
 2015 212    52    51    55.6     6.6    32.6    3.64    3.11      3.5    65.5    22.8     9.8    3.96    2.07     3.3    1.5    0.2    4.56    1.58
 2015 213    53    52    57.7     9.0    31.6    3.64    3.07      3.7    68.2    22.0     9.5    3.92    2.04     3.3    1.5    0.2    4.96    1.63
 2015 214    54    53    59.7    11.6    30.5    3.63    3.02      3.7    70.9    21.3     9.2    3.88    2.01     3.3    1.4    0.0    5.54    1.70
 2015 215    55    54    61.9    14.6    29.4    3.63    2.98      3.7    73.5    20.5     8.9    3.83    1.97     3.2    1.4    0.0    5.78    1.76
 2015 216    56    55    62.6    17.4    27.8    3.59    2.77      3.9    74.3    19.3     8.6    3.67    1.78     3.1    1.4    0.3    6.27    1.82
 2015 217    57    56    64.6    20.5    26.6    3.60    2.71      4.3    76.3    18.4     8.2    3.61    1.74     3.1    1.4    0.3    6.66    1.87
 2015 218    58    57    66.4    23.7    25.3    3.61    2.66      4.3    78.8    17.5     7.9    3.54    1.71     3.0    1.4    0.0    7.18    1.94
 2015 219    59    58    68.3    27.1    24.1    3.62    2.60      4.3    81.3    16.6     7.5    3.47    1.67     2.9    1.3    0.0    7.67    2.00
 2015 220    60    59    69.0    29.7    23.0    3.57    2.48      4.6    81.9    15.8     7.2    3.37    1.58     2.9    1.3    0.2    7.93    2.05
 2015 221    61    60    70.8    32.9    22.0    3.57    2.40      4.9    83.5    15.0     7.0    3.28    1.52     2.8    1.3    0.3    8.02    2.09
 2015 222    62    61    73.1    36.4    20.9    3.58    2.34      4.9    85.9    14.2     6.7    3.21    1.48     2.7    1.3    0.0    8.13    2.13
 2015 223    63    62    73.6    38.8    19.8    3.53    2.22      5.3    86.3    13.4     6.4    3.09    1.40     2.6    1.2    0.3    8.42    2.17
 2015 224    64    63    74.7    41.9    18.4    3.51    2.11      5.7    87.3    12.4     6.0    2.97    1.33     2.6    1.2    0.4    8.78    2.21
 2015 225    65    64    76.3    45.1    17.4    3.50    2.03      5.7    89.0    11.7     5.7    2.87    1.27     2.5    1.2    0.0    8.88    2.24
 2015 226    66    65    74.7    48.1    13.2    3.49    1.85      5.7    90.7     8.1     5.1    2.72    1.23     2.4    1.2    0.0   12.18    2.28
 2015 227    67    66    72.8    49.8    10.3    3.44    1.64      5.7    91.1     5.7     4.6    2.53    1.15     2.3    1.2    0.0   14.49    2.32
 2015 228    68    67    72.1    51.6     8.2    3.43    1.50      5.7    91.9     3.9     4.2    2.40    1.11     2.2    1.2    0.0   16.09    2.35
 2015 229    69    68    71.8    53.3     6.7    3.44    1.39      5.7    92.7     2.8     3.9    2.29    1.09     2.2    1.1    0.0   17.21    2.40
 2015 230    70    69    71.3    54.2     5.6    3.43    1.29      5.7    93.0     1.9     3.7    2.18    1.06     2.1    1.1    0.0   18.00    2.43
 2015 231    71    70    71.0    55.1     4.8    3.43    1.20      5.7    93.2     1.4     3.5    2.07    1.03     2.1    1.1    0.0   18.56    2.48
 2015 232    72    71    70.7    55.8     4.3    3.44    1.14      5.7    93.3     1.0     3.3    1.98    1.01     2.0    1.1    0.0   18.95    2.52
 2015 233    73    72    70.5    56.2     3.9    3.44    1.09      5.7    93.3     0.7     3.2    1.91    0.99     2.0    1.1    0.0   19.23    2.57
 2015 234    74    73    70.3    56.5     3.6    3.44    1.06      5.7    93.3     0.5     3.1    1.87    0.99     1.9    1.1    0.0   19.42    2.61

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:01:02
@YEAR DOY   DAS   DAP    CNAD    GNAD    VNAD    GN%D    VN%D     NFXC    NUPC    LNAD    SNAD    LN%D    SN%D    SHND   RN%D   NFXD   SNN0C   SNN1C
 2016 132     1     0     0.0     0.0     0.0    0.00    0.00      0.0     0.0     0.0     0.0    0.00    0.00     0.0    0.0    0.0    0.00    0.00
 2016 133     2     1     0.0     0.0     0.0    0.00    0.00      0.0     0.0     0.0     0.0    0.00    0.00     0.0    0.0    0.0    0.00    0.00
 2016 134     3     2     0.0     0.0     0.0    0.00    0.00      0.0     0.0     0.0     0.0    0.00    0.00     0.0    0.0    0.0    0.00    0.00
 2016 135     4     3     0.0     0.0     0.0    0.00    0.00      0.0     0.0     0.0     0.0    0.00    0.00     0.0    0.0    0.0    0.00    0.00
 2016 136     5     4     0.6     0.0     0.6    0.00    3.41      0.2     0.0     0.5     0.1    3.84    2.41     0.0    1.6    0.0    0.00    0.02
 2016 137     6     5     0.7     0.0     0.7    0.00    3.40      0.2     0.1     0.6     0.1    3.80    2.38     0.0    1.6    0.0    0.00    0.03
 2016 138     7     6     0.8     0.0     0.8    0.00    3.46      0.2     0.2     0.7     0.1    3.84    2.39     0.0    1.6    0.0    0.00    0.04
 2016 139     8     7     0.9     0.0     0.9    0.00    3.49      0.2     0.3     0.8     0.2    3.85    2.40     0.0    1.6    0.0    0.00    0.05
 2016 140     9     8     1.1     0.0     1.1    0.00    3.50      0.2     0.5     0.9     0.2    3.85    2.40     0.0    1.6    0.0    0.00    0.07
 2016 141    10     9     1.2     0.0     1.2    0.00    3.44      0.3     0.6     1.0     0.2    3.82    2.38     0.0    1.6    0.0    0.00    0.07
 2016 142    11    10     1.4     0.0     1.4    0.00    3.48      0.3     0.8     1.2     0.3    3.85    2.40     0.0    1.6    0.0    0.00    0.09
 2016 143    12    11     1.7     0.0     1.7    0.00    3.50      0.3     1.1     1.4     0.3    3.85    2.40     0.0    1.6    0.0    0.00    0.10
 2016 144    13    12     2.0     0.0     2.0    0.00    3.51      0.3     1.4     1.6     0.3    3.86    2.41     0.0    1.6    0.0    0.00    0.11
 2016 145    14    13     2.3     0.0     2.3    0.00    3.49      0.4     1.6     1.9     0.4    3.83    2.39     0.0    1.6    0.1    0.01    0.12
 2016 146    15    14     2.7     0.0     2.7    0.00    3.49      0.4     2.1     2.3     0.4    3.82    2.38     0.0    1.6    0.0    0.01    0.13
 2016 147    16    15     3.2     0.0     3.2    0.00    3.51      0.4     2.6     2.7     0.5    3.84    2.40     0.0    1.6    0.0    0.01    0.14
 2016 148    17    16     3.7     0.0     3.7    0.00    3.44      0.6     2.9     3.1     0.6    3.77    2.36     0.0    1.6    0.2    0.02    0.15
 2016 149    18    17     4.3     0.0     4.3    0.00    3.44      0.7     3.4     3.6     0.7    3.77    2.36     0.0    1.5    0.1    0.03    0.16
 2016 150    19    18     5.0     0.0     5.0    0.00    3.45      0.7     4.2     4.2     0.8    3.78    2.36     0.0    1.5    0.0    0.04    0.17
 2016 151    20    19     5.6     0.0     5.6    0.00    3.25      1.0     4.6     4.7     0.9    3.57    2.23     0.0    1.5    0.2    0.05    0.18
 2016 152    21    20     6.5     0.0     6.5    0.00    3.20      1.3     5.3     5.5     1.1    3.52    2.19     0.0    1.5    0.3    0.07    0.19
 2016 153    22    21     7.2     0.0     7.2    0.00    3.01      1.7     5.7     6.0     1.2    3.31    2.06     0.0    1.4    0.3    0.08    0.21
 2016 154    23    22     8.3     0.0     8.3    0.00    3.03      2.0     6.6     6.8     1.5    3.34    2.11     0.0    1.4    0.2    0.10    0.22
 2016 155    24    23     9.3     0.0     9.3    0.00    2.91      2.4     7.3     7.5     1.7    3.24    2.02     0.0    1.4    0.4    0.12    0.23
 2016 156    25    24    10.8     0.0    10.8    0.00    2.94      2.8     8.5     8.6     2.2    3.28    2.07     0.0    1.4    0.3    0.15    0.24
 2016 157    26    25    12.6     0.0    12.6    0.00    3.01      2.8    10.6     9.9     2.7    3.37    2.15     0.0    1.5    0.0    0.15    0.27
 2016 158    27    26    15.3     0.0    15.3    0.00    3.24      2.8    13.5    11.9     3.4    3.62    2.36     0.0    1.6    0.0    0.19    0.29
 2016 159    28    27    16.8     0.0    16.8    0.00    3.24      3.4    14.9    12.9     3.9    3.66    2.34     0.0    1.6    0.5    0.44    0.32
 2016 160    29    28    18.8     0.0    18.8    0.00    3.27      3.4    17.2    14.3     4.5    3.72    2.36     0.0    1.6    0.0    0.57    0.35
 2016 161    30    29    20.4     0.0    20.4    0.00    3.21      4.1    18.4    15.4     5.0    3.69    2.29     0.0    1.5    0.6    0.76    0.37
 2016 162    31    30    22.5     0.0    22.5    0.00    3.23      4.1    20.9    16.7     5.8    3.75    2.30     0.0    1.5    0.0    0.99    0.41
 2016 163    32    31    25.2     0.0    25.2    0.00    3.34      4.1    24.5    18.5     6.7    3.89    2.40     0.0    1.6    0.0    1.15    0.45
 2016 164    33    32    27.4     0.0    27.4    0.00    3.39      4.1    27.2    19.9     7.5    3.99    2.42     0.0    1.6    0.0    1.42    0.49
 2016 165    34    33    29.6     0.0    29.6    0.00    3.43      4.1    30.0    21.3     8.4    4.08    2.44     0.0    1.6    0.0    1.68    0.54
 2016 166    35    34    32.2     0.0    32.2    0.00    3.43      4.1    33.1    22.9     9.3    4.12    2.43     0.0    1.6    0.0    1.82    0.60
 2016 167    36    35    34.7     0.0    34.4    0.00    3.40      4.1    35.9    24.1    10.2    4.12    2.40     3.5    1.6    0.0    2.02    0.67
 2016 168    37    36    36.9     0.0    36.0    0.00    3.33      4.5    38.1    25.0    10.9    4.08    2.34     3.5    1.5    0.4    2.19    0.70
 2016 169    38    37    40.1     0.0    38.1    0.00    3.33      4.5    42.0    26.3    11.8    4.09    2.35     3.5    1.6    0.0    2.23    0.77
 2016 170    39    38    42.1     0.0    38.8    0.00    3.25      4.8    44.0    26.6    12.2    4.03    2.27     3.5    1.5    0.3    2.44    0.81
 2016 171    40    39    45.7     0.0    40.6    0.00    3.25      4.8    47.7    27.6    13.0    4.05    2.29     3.5    1.5    0.0    2.47    0.88
 2016 172    41    40    49.0     0.0    42.0    0.00    3.29      4.8    51.9    28.4    13.6    4.10    2.32     3.5    1.6    0.0    2.72    0.95
 2016 173    42    41    51.9     0.3    42.2    3.65    3.29      4.8    55.2    28.4    13.8    4.12    2.32     3.5    1.6    0.0    3.05    1.01
 2016 174    43    42    54.7     1.1    41.5    3.67    3.27      4.8    58.3    28.0    13.6    4.11    2.30     3.5    1.6    0.0    3.30    1.09
 2016 175    44    43    57.1     2.3    40.4    3.67    3.22      5.4    60.4    27.2    13.3    4.06    2.26     3.4    1.5    0.5    3.53    1.13
 2016 176    45    44    59.7     3.8    39.3    3.67    3.18      5.5    63.5    26.4    12.9    4.03    2.23     3.4    1.5    0.1    3.76    1.18
 2016 177    46    45    61.8     5.9    38.2    3.66    3.07      6.2    65.2    25.6    12.6    3.94    2.12     3.4    1.5    0.6    3.98    1.22
 2016 178    47    46    64.3     8.2    37.1    3.64    3.03      6.5    67.9    24.9    12.3    3.90    2.09     3.3    1.5    0.3    4.19    1.26
 2016 179    48    47    66.6    11.0    36.0    3.63    2.99      6.5    70.7    24.1    11.9    3.86    2.06     3.3    1.5    0.0    4.56    1.32
 2016 180    49    48    68.9    14.0    34.9    3.62    2.95      6.5    73.5    23.3    11.6    3.81    2.02     3.2    1.4    0.0    4.83    1.38
 2016 181    50    49    70.7    17.1    33.7    3.61    2.83      7.2    74.7    22.4    11.2    3.71    1.92     3.2    1.4    0.6    4.94    1.41
 2016 182    51    50    72.4    20.2    32.4    3.61    2.78      7.4    76.6    21.6    10.9    3.66    1.88     3.1    1.4    0.2    5.28    1.44
 2016 183    52    51    74.3    23.5    31.1    3.61    2.72      7.4    79.2    20.6    10.5    3.60    1.84     3.1    1.4    0.0    5.73    1.50
 2016 184    53    52    75.2    26.5    29.8    3.58    2.59      8.1    79.7    19.7    10.1    3.48    1.73     3.0    1.4    0.7    6.11    1.53
 2016 185    54    53    76.9    30.0    28.4    3.59    2.50      8.9    81.0    18.7     9.7    3.39    1.65     2.9    1.3    0.7    6.44    1.57
 2016 186    55    54    78.8    33.6    27.1    3.59    2.44      9.4    82.9    17.8     9.3    3.32    1.61     2.9    1.3    0.5    6.74    1.60
 2016 187    56    55    80.8    37.2    25.8    3.60    2.38      9.4    85.2    16.9     8.9    3.25    1.57     2.8    1.3    0.0    6.98    1.64
 2016 188    57    56    81.8    40.2    24.5    3.56    2.26     10.1    85.6    16.0     8.5    3.13    1.48     2.7    1.3    0.7    7.09    1.67
 2016 189    58    57    83.4    43.5    23.4    3.56    2.16     10.9    86.5    15.2     8.2    3.03    1.41     2.6    1.3    0.7    7.20    1.70
 2016 190    59    58    85.4    47.1    22.1    3.57    2.09     11.6    87.8    14.3     7.8    2.94    1.37     2.6    1.2    0.7    7.31    1.73
 2016 191    60    59    85.4    49.2    20.9    3.52    1.93     11.6    88.1    13.4     7.4    2.79    1.24     2.5    1.2    0.0    7.57    1.75
 2016 192    61    60    82.3    51.8    15.9    3.49    1.69     11.6    88.7     9.3     6.6    2.57    1.14     2.4    1.2    0.0   11.42    1.78
 2016 193    62    61    80.6    54.2    12.4    3.46    1.52     11.6    89.7     6.4     6.0    2.41    1.09     2.3    1.2    0.0   14.05    1.80
 2016 194    63    62    80.0    56.4    10.0    3.45    1.40     11.6    90.8     4.5     5.5    2.29    1.07     2.2    1.2    0.0   15.87    1.83
