Score,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH,initPoints,iters.n,acq,kernel,method
-0.5445868358610858,35.0,2.0,6.0,14.0,10.0,0.98,299.64790965420985,133.0,0.22,11.0,5.0,4.0,78.0,200,300,ucb,matern3_2,MAPE
