Score,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH,initPoints,iters.n,acq,kernel,method
-0.6423410017099113,25.60764614086382,2.9092152251626544,6.0,14.117517622913725,27.412868724951302,1.0,311.5333832052309,137.25731085604482,0.22,16.073298081386742,4.784363131058284,5.8666875246152514,78.0,100,300,poi,gauss,MAPE
