RUN,EXCODE,TN,RN,CR,ADAPS,ADAPM,PD1PS,PD1PM,PDFPS,PDFPM,MDAPS,MDAPM,HWAMS,HWAMM,PWAMS,PWAMM,H#AMS,H#AMM,HWUMS,HWUMM,H#UMS,H#UMM,CWAMS,CWAMM,BWAMS,BWAMM,LAIXS,LAIXM,HIAMS,HIAMM,THAMS,THAMM,GNAMS,GNAMM,CNAMS,CNAMM,SNAMS,SNAMM,GN%MS,GN%MM,CWAAS,CWAAM,CNAAS,CNAAM,L#SMS,L#SMM,GL%MS,GL%MM,CHTAS,CHTAM,R8APS,R8APM,EDAPS,EDAPM,region,idRun,simulacao
1,EMEP1403BN,2,1,BN,48,42,55,48,61,62,94,82,2624,1997,3552,2923,1447,1258,0.1813,0.17,5.00,5.52,5175,3204,2550,-99,5.20,6.26,0.507,0.62,73.88,72.7,94,-99,134,-99,18,-99,3.60,-99,1725,1349,55,-99,13.58,-99,3.00,-99,1.21,-99,103,-99,4,-99,-99,treino_IP100_IT100_ei_exp,IP100_IT100_ei_exp
2,EMEP1403BN,3,1,BN,50,49,57,55,63,68,96,90,3411,2803,4321,3069,1583,1501,0.2155,0.19,5.00,4.52,5881,4319,2470,-99,4.44,6.34,0.580,0.65,78.93,74.4,123,-99,155,-99,15,-99,3.60,-99,1542,1224,52,-99,13.40,-99,3.16,-99,1.08,-99,105,-99,4,-99,-99,treino_IP100_IT100_ei_exp,IP100_IT100_ei_exp
3,EMEP1403BN,4,1,BN,50,50,56,54,62,64,94,82,3617,4004,4576,3178,1665,1062,0.2172,0.23,5.00,5.31,6648,5302,3030,-99,4.96,4.92,0.544,-99,79.04,78.2,134,-99,172,-99,20,-99,3.70,-99,1817,2161,63,-99,13.69,-99,3.08,-99,1.11,-99,103,-99,4,-99,-99,treino_IP100_IT100_ei_exp,IP100_IT100_ei_exp
4,EMEP1403BN,5,1,BN,45,51,51,54,57,68,92,90,3914,3993,4992,5140,1838,1964,0.2129,0.19,5.00,4.96,7320,5002,3410,-99,5.92,5.67,0.535,-99,78.41,77.6,143,-99,184,-99,21,-99,3.67,-99,2154,2306,71,-99,14.71,-99,2.97,-99,1.47,-99,101,-99,4,-99,-99,treino_IP100_IT100_ei_exp,IP100_IT100_ei_exp
5,EMEP1403BN,6,1,BN,46,55,52,67,58,74,91,91,3632,4340,4596,5358,1687,3157,0.2153,0.19,5.00,4.95,6846,4261,3210,-99,5.80,5.00,0.531,-99,79.03,74.9,135,-99,176,-99,23,-99,3.71,-99,2129,1849,69,-99,14.52,-99,2.96,-99,1.37,-99,100,-99,4,-99,-99,treino_IP100_IT100_ei_exp,IP100_IT100_ei_exp
1,EMEP1403BN,2,1,BN,48,42,50,48,64,62,94,82,2345,1997,3373,2923,1538,1258,0.1525,0.17,5.00,5.52,5132,3204,2790,-99,5.23,6.26,0.457,0.62,69.52,72.7,85,-99,130,-99,20,-99,3.61,-99,1754,1349,56,-99,13.56,-99,2.99,-99,1.21,-99,103,-99,4,-99,-99,treino_IP100_IT100_ei_gauss,IP100_IT100_ei_gauss
2,EMEP1403BN,3,1,BN,50,49,53,55,65,68,95,90,3487,2803,4541,3069,1718,1501,0.2029,0.19,5.00,4.52,6159,4319,2670,-99,4.55,6.34,0.566,0.65,76.78,74.4,125,-99,158,-99,14,-99,3.58,-99,1570,1224,53,-99,13.38,-99,3.24,-99,1.08,-99,104,-99,4,-99,-99,treino_IP100_IT100_ei_gauss,IP100_IT100_ei_gauss
3,EMEP1403BN,4,1,BN,50,50,52,54,64,64,93,82,3778,4004,4796,3178,1727,1062,0.2187,0.23,5.00,5.31,6841,5302,3060,-99,5.02,4.92,0.552,-99,78.76,78.2,138,-99,174,-99,18,-99,3.64,-99,1860,2161,65,-99,13.68,-99,3.22,-99,1.11,-99,102,-99,4,-99,-99,treino_IP100_IT100_ei_gauss,IP100_IT100_ei_gauss
4,EMEP1403BN,5,1,BN,45,51,47,54,59,68,90,90,3955,3993,5024,5140,1847,1964,0.2142,0.19,4.99,4.96,7300,5002,3340,-99,5.97,5.67,0.542,-99,78.71,77.6,142,-99,181,-99,19,-99,3.60,-99,2200,2306,72,-99,14.70,-99,3.11,-99,1.48,-99,99,-99,4,-99,-99,treino_IP100_IT100_ei_gauss,IP100_IT100_ei_gauss
5,EMEP1403BN,6,1,BN,46,55,49,67,60,74,91,91,3844,4340,4876,5358,1723,3157,0.2231,0.19,5.00,4.95,7094,4261,3250,-99,5.86,5.00,0.542,-99,78.82,74.9,143,-99,186,-99,22,-99,3.73,-99,2174,1849,71,-99,14.50,-99,2.93,-99,1.37,-99,100,-99,4,-99,-99,treino_IP100_IT100_ei_gauss,IP100_IT100_ei_gauss
