simulacao,EUCLIDIANA_GERAL,EUCLIDIANA_ADAP,EUCLIDIANA_PD1P,EUCLIDIANA_PDFP,EUCLIDIANA_MDAP,EUCLIDIANA_HWAM,EUCLIDIANA_PWAM,EUCLIDIANA_HWUM,EUCLIDIANA_H#AM,EUCLIDIANA_H#UM,EUCLIDIANA_THAM,EUCLIDIANA_LAIX,EUCLIDIANA_HIAM
IP100_IT100_ei_exp,0.9578717558107827,0.14165666266506602,0.14339225589225588,0.23561037318153066,0.1732610659439928,0.2787878582281895,0.2487223417004968,0.16932920536635698,0.36357826214326977,0.1423040085723624,0.05068759208797074,0.25444645593997933,0.470047906693068
IP100_IT100_ei_gauss,0.9578717558107827,0.14165666266506602,0.14339225589225588,0.23561037318153066,0.1732610659439928,0.2787878582281895,0.2487223417004968,0.16932920536635698,0.36357826214326977,0.1423040085723624,0.05068759208797074,0.25444645593997933,0.470047906693068
IP100_IT100_ei_matern3_2,0.9578717558107827,0.14165666266506602,0.14339225589225588,0.23561037318153066,0.1732610659439928,0.2787878582281895,0.2487223417004968,0.16932920536635698,0.36357826214326977,0.1423040085723624,0.05068759208797074,0.25444645593997933,0.470047906693068
IP100_IT100_ei_matern5_2,0.9578717558107827,0.14165666266506602,0.14339225589225588,0.23561037318153066,0.1732610659439928,0.2787878582281895,0.2487223417004968,0.16932920536635698,0.36357826214326977,0.1423040085723624,0.05068759208797074,0.25444645593997933,0.470047906693068
IP100_IT100_poi_exp,0.9578717558107827,0.14165666266506602,0.14339225589225588,0.23561037318153066,0.1732610659439928,0.2787878582281895,0.2487223417004968,0.16932920536635698,0.36357826214326977,0.1423040085723624,0.05068759208797074,0.25444645593997933,0.470047906693068
IP100_IT100_poi_gauss,0.9578717558107827,0.14165666266506602,0.14339225589225588,0.23561037318153066,0.1732610659439928,0.2787878582281895,0.2487223417004968,0.16932920536635698,0.36357826214326977,0.1423040085723624,0.05068759208797074,0.25444645593997933,0.470047906693068
IP100_IT100_poi_matern3_2,0.9578717558107827,0.14165666266506602,0.14339225589225588,0.23561037318153066,0.1732610659439928,0.2787878582281895,0.2487223417004968,0.16932920536635698,0.36357826214326977,0.1423040085723624,0.05068759208797074,0.25444645593997933,0.470047906693068
IP100_IT100_poi_matern5_2,0.9578717558107827,0.14165666266506602,0.14339225589225588,0.23561037318153066,0.1732610659439928,0.2787878582281895,0.2487223417004968,0.16932920536635698,0.36357826214326977,0.1423040085723624,0.05068759208797074,0.25444645593997933,0.470047906693068
IP100_IT100_ucb_exp,1.172861758216116,0.19100973722822465,0.19475308641975309,0.2968058191018343,0.23062330623306235,0.36082801972597206,0.3691346127364641,0.1911042311661506,0.4794220741394093,0.06948736831508122,0.05194728907296187,0.5075536696592499,0.43698298953137654
IP100_IT100_ucb_gauss,1.0153256248029738,0.14165666266506602,0.15033670033670032,0.2713472485768501,0.23062330623306235,0.34039910511371535,0.31078192957066736,0.11509803921568625,0.33641397260589434,0.06948736831508122,0.027508527278115744,0.431839917732801,0.4510966070966071
IP100_IT100_ucb_matern3_2,1.1029849201037978,0.21228491396558624,0.1625701459034792,0.31198608475648326,0.2613369467028004,0.37004505214718514,0.34783605932292044,0.11814241486068104,0.34699132423851226,0.06948736831508122,0.02472389682619913,0.5088469838477957,0.4150177122757768
IP100_IT100_ucb_matern5_2,1.095986384659149,0.19100973722822465,0.16951459034792368,0.2816255534471854,0.24209575429087624,0.35274045635405615,0.34569174490463733,0.11731682146542823,0.4377163846451802,0.06948736831508122,0.031770933794959315,0.45066624560884855,0.4391041013944239
IP100_IT300_ei_exp,1.275528052389541,0.2681739362411631,0.2836980920314254,0.35752688172043007,0.2957542908762421,0.4554803204239694,0.4578529782020288,0.059504643962848304,0.4438547528186982,0.06948736831508122,0.04027312334696545,0.5494816969874333,0.3807957574086607
IP100_IT300_ei_gauss,1.324372692571204,0.2681739362411631,0.2906425364758698,0.3624288425047439,0.30352303523035234,0.48678646088946015,0.4875039246520976,0.06340557275541792,0.47598115082046366,0.06948736831508122,0.04000317906646164,0.5720706454959621,0.3836193448128932
IP100_IT300_ei_matern3_2,1.2801453098907298,0.2761104441776711,0.3028759820426487,0.3673308032890576,0.307226738934056,0.43628644905927977,0.44319622175588164,0.05479876160990715,0.43020333952675927,0.06948736831508122,0.042931326853064354,0.5663915701077413,0.3803981502368599
IP100_IT300_ei_matern5_2,1.1731089902752359,0.19100973722822465,0.20787037037037037,0.301707779886148,0.25727190605239386,0.42131461331074344,0.43240303189031565,0.142156862745098,0.4213174636533226,0.06948736831508122,0.048883729497441956,0.4792455450179118,0.42658040287072546
IP100_IT300_poi_exp,1.099646838034382,0.1762705082032813,0.15650953984287316,0.2713472485768501,0.23062330623306235,0.34922041288004113,0.3593655638880165,0.14710010319917435,0.4493058869634184,0.26713300262990586,0.05095958721513883,0.3033046894449442,0.4703598766824573
