Score,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH,initPoints,iters.n,acq,kernel,method
-0.5469542095673541,35.0,2.0,6.0,14.0,10.0,0.98,350.0,158.19385894759805,0.22,11.0,5.0,4.0,78.0,200,300,ucb,matern5_2,MAPE
