Score,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH,initPoints,iters.n,acq,kernel,method
-0.6008785990972361,29.2328794910289,2.0,6.0,14.0,34.0,0.98,264.3225999315007,147.023291628999,0.22,11.0,5.0,4.3745924404776675,78.0,100,300,ucb,gauss,MAPE
