simulacao_escolhida_final,bnx_train,bnx_test,euclidiana_treinamento,euclidiana_teste,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH
IP200_IT300_ucb_exp,EMEP1403_EXPL1_2_4.BNX,EMEP1403_PREV1_2_4.BNX,4.331655954635348,0.7663749292594121,27.665130252302944,2.0,6.0,22.356848525205024,34.0,0.98,342.0834564394904,133.0,0.22,11.0,5.0,4.0,78.0
