Score,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH,initPoints,iters.n,acq,kernel,method
-0.666820828473614,29.64332635142821,3.3007661710348586,6.0,14.0,24.373581477174167,0.98,261.7519225712941,165.62314621649082,0.22,17.00584306676966,5.0,13.747943779712894,78.0,100,100,ucb,exp,MAPE
