simulacao_escolhida_treinamento,bnx_train,euclidiana_treinamento,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH
IP200_IT300_ucb_matern5_2,EMEP1403_EXPL2_3_8.BNX,0.9295723242197538,35.0,5.0,13.0,17.686231811593448,15.53170504615247,0.98,323.24538113992656,133.0,0.22,11.0,5.0,16.0,78.0
