simulacao_escolhida_final,bnx_train,bnx_test,euclidiana_treinamento,euclidiana_teste,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH
IP200_IT300_ei_matern3_2,EMEP1403_EXPL2_5_9.BNX,EMEP1403_PREV2_5_9.BNX,5.100145262559748,0.8811849892925729,35.0,2.0,6.0,14.0,34.0,0.98,350.0,141.1384421001795,0.22,11.0,5.0,4.0,78.0
