simulacao_escolhida_final,bnx_train,bnx_test,euclidiana_treinamento,euclidiana_teste,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH
IP200_IT300_ucb_gauss,EMEP1403_EXPL1_2_5.BNX,EMEP1403_PREV1_2_5.BNX,4.797310418423079,0.8165342148018698,32.12437163017368,2.0,6.0,14.0,34.0,0.98,312.07351348489,133.0,0.22,11.0,5.0,4.0,78.0
