*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:19:28
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                   0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D    SNW0C   SNW1C
 2015 196    71    70   12.0      5  2.281    690    833   1309    200   1522   3620   1262   103.7  0.362   2098    398  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.88  62.41   0.58      0   2098  330.8   0.91   0.45   46.4   0.52    0.67    0.54    0.40    0.19    0.06    0.00    0.00    0.00    0.00      744     180
 2015 197    72    71   12.0      5  2.238    674    823   1421    197   1497   3706   1281   110.9  0.384   2209    399  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.82  64.34   0.60      0   2209  332.0   0.91   0.45   46.5   0.52    0.66    0.53    0.39    0.19    0.06    0.00    0.00    0.00    0.00      762     183
 2015 198    73    72   12.0      5  2.198    664    825   1532    193   1489   3805   1281   119.6  0.403   2316    371  0.000  0.285  0.000  0.000  0.000  0.000  0.000    2.74  66.16   0.61      0   2316  331.1   0.91   0.45   47.9   0.52    0.65    0.52    0.39    0.19    0.06    0.00    0.00    0.00    0.00      771     187
 2015 199    74    73   12.0      5  2.161    651    816   1640    190   1466   3887   1295   126.7  0.422   2420    349  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.68  67.74   0.62      0   2420  332.2   0.91   0.45   48.0   0.52    0.64    0.51    0.38    0.18    0.06    0.00    0.00    0.00    0.00      786     190
 2015 200    75    74   12.0      5  2.124    637    806   1751    187   1443   3977   1295   135.2  0.440   2534    349  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.62  69.10   0.64      0   2534  333.5   0.91   0.45   48.0   0.52    0.63    0.50    0.37    0.18    0.06    0.00    0.00    0.00    0.00      796     193
 2015 201    76    75   12.0      5  2.085    623    797   1863    183   1419   4060   1322   140.9  0.459   2640    330  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.56  70.56   0.65      0   2640  334.8   0.91   0.45   48.0   0.52    0.62    0.50    0.37    0.18    0.06    0.00    0.00    0.00    0.00      815     196
 2015 202    77    76   12.0      5  2.048    611    791   1977    180   1402   4152   1322   149.5  0.476   2750    306  0.000  0.254  0.000  0.000  0.000  0.000  0.000    2.49  71.90   0.66      0   2750  335.3   0.91   0.45   47.9   0.52    0.60    0.49    0.36    0.17    0.06    0.00    0.00    0.00    0.00      824     199
 2015 203    78    77   12.0      5  2.002    595    781   2053    176   1375   4195   1322   155.2  0.489   2819    285  0.465  0.643  0.000  0.000  0.000  0.000  0.000    2.40  72.81   0.67      0   2819  336.6   0.91   0.45   46.9   0.52    0.59    0.48    0.35    0.17    0.06    0.00    0.00    0.00    0.00      836     204
 2015 204    79    78   12.0      5  1.956    578    770   2125    173   1349   4234   1322   160.7  0.502   2885    285  0.468  0.645  0.000  0.000  0.000  0.000  0.000    2.31  73.64   0.68      0   2885  338.1   0.91   0.45   45.8   0.52    0.58    0.47    0.35    0.17    0.06    0.00    0.00    0.00    0.00      847     209
 2015 205    80    79   12.0      5  1.925    569    768   2230    169   1337   4325   1322   168.7  0.516   2987    285  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.25  74.65   0.69      0   2987  338.1   0.91   0.45   46.1   0.52    0.57    0.46    0.34    0.16    0.05    0.00    0.00    0.00    0.00      854     212
 2015 206    81    80   12.0      5  1.894    559    763   2336    166   1322   4411   1322   176.6  0.529   3089    285  0.000  0.000  0.000  0.000  0.000  0.000  0.000    2.18  75.61   0.70      0   3089  338.7   0.91   0.45   46.2   0.52    0.56    0.45    0.33    0.16    0.05    0.00    0.00    0.00    0.00      862     215
 2015 207    82    81   12.0      5  1.733    511    749   2435    163   1260   4445   1322   184.1  0.548   3185    285  0.000  0.212  0.000  0.000  0.000  0.000  0.000    2.10  76.45   0.72      0   3185  338.8   0.91   0.45   46.1   0.52    0.55    0.44    0.33    0.16    0.05    0.00    0.00    0.00    0.00      920     218
 2015 208    83    82   12.0      5  1.583    466    732   2503    159   1198   4447   1322   189.3  0.563   3249    285  0.323  0.549  0.000  0.000  0.000  0.000  0.000    2.03  77.03   0.73      0   3249  339.9   0.91   0.45   45.3   0.52    0.54    0.43    0.32    0.16    0.05    0.00    0.00    0.00    0.00      973     222
 2015 209    84    83   12.0      5  1.563    458    725   2574    157   1184   4500   1322   194.6  0.572   3317    285  0.000  0.000  0.000  0.000  0.000  0.000  0.000    1.98  77.60   0.74      0   3317  341.2   0.91   0.45   45.3   0.52    0.53    0.43    0.32    0.15    0.05    0.00    0.00    0.00    0.00      978     225
 2015 210    85    84   12.0      5  1.544    456    730   2639    155   1185   4564   1322   199.5  0.578   3378    285  0.000  0.000  0.000  0.000  0.000  0.000  0.000    1.95  78.10   0.74      0   3378  339.0   0.91   0.45   45.3   0.52    0.52    0.42    0.31    0.15    0.05    0.00    0.00    0.00    0.00      982     228
 2015 211    86    85   12.0      7  1.525    458    765   2683    152   1223   4643   1322   202.9  0.578   3420    285  0.000  0.085  0.340  0.000  0.000  0.000  0.000    1.85  78.44   0.74      0   3420  333.2   0.91   0.45   45.3   0.52    0.51    0.41    0.31    0.15    0.05    0.00    0.00    0.00    0.00      987     231
 2015 212    87    86   12.0      7  1.136    344    738   2699    165   1082   4515   1322   204.1  0.598   3433    285  0.316  0.544  0.000  0.000  0.000  0.000  0.000    1.79  78.61   0.76      0   3433  330.4   0.91   0.45   44.5   0.52    0.55    0.45    0.33    0.16    0.05    0.00    0.00    0.00    0.00     1136     235
 2015 213    88    87   12.0      7  0.847    259    718   2707    175    976   4415   1322   204.7  0.613   3439    285  0.322  0.548  0.000  0.000  0.000  0.000  0.000    1.74  78.72   0.78      0   3439  327.4   0.91   0.45   43.6   0.52    0.59    0.47    0.35    0.17    0.06    0.00    0.00    0.00    0.00     1248     239
 2015 214    89    88   12.0      7  0.634    195    700   2707    181    895   4333   1322   204.7  0.625   3438    285  0.376  0.584  0.000  0.000  0.000  0.000  0.000    1.73  78.75   0.79      0   3438  325.1   0.91   0.45   41.9   0.52    0.61    0.49    0.36    0.18    0.06    0.00    0.00    0.00    0.00     1332     243
 2015 215    90    89   12.0      7  0.475    148    688   2707    185    836   4273   1322   204.7  0.634   3437    285  0.247  0.498  0.000  0.000  0.000  0.000  0.000    1.75  78.77   0.80      0   3437  321.1   0.91   0.45   40.2   0.52    0.62    0.50    0.37    0.18    0.06    0.00    0.00    0.00    0.00     1395     248
 2015 216    91    90   12.0      7  0.356    112    677   2707    187    788   4225   1322   204.7  0.641   3437    285  0.300  0.533  0.000  0.000  0.000  0.000  0.000    1.78  78.77   0.81      0   3437  318.6   0.91   0.45   38.6   0.52    0.62    0.50    0.37    0.18    0.06    0.00    0.00    0.00    0.00     1443     253
 2015 217    92    91   12.0      7  0.267     85    667   2707    187    752   4188   1322   204.7  0.646   3436    285  0.228  0.485  0.000  0.000  0.000  0.000  0.000    1.82  78.78   0.82      0   3436  315.2   0.91   0.45   37.1   0.52    0.62    0.50    0.37    0.18    0.06    0.00    0.00    0.00    0.00     1479     259
 2015 218    93    92   12.0      7  0.200     64    660   2707    186    724   4161   1322   204.7  0.651   3436    285  0.125  0.417  0.000  0.000  0.000  0.000  0.000    1.86  78.78   0.83      0   3436  310.4   0.91   0.45   35.6   0.52    0.62    0.50    0.37    0.18    0.06    0.00    0.00    0.00    0.00     1507     264
 2015 219    94    93   12.0      7  0.150     49    654   2707    184    703   4139   1322   204.7  0.654   3436    285  0.002  0.335  0.000  0.000  0.000  0.000  0.000    1.92  78.79   0.83      0   3436  304.1   0.91   0.45   34.2   0.52    0.61    0.50    0.37    0.18    0.06    0.00    0.00    0.00    0.00     1528     269
 2015 220    95    94   12.0      8  0.113     38    648   2707    180    686   4122   1322   204.7  0.657   3436    285  0.000  0.184  0.000  0.000  0.000  0.000  0.000    1.98  78.79   0.83      0   3436  297.4   0.91   0.45   32.8   0.52    0.59    0.49    0.36    0.18    0.06    0.00    0.00    0.00    0.00     1544     275

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:19:28
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                   0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D    SNW0C   SNW1C
 2015 148     1     0    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 2015 149     2     1    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 2015 150     3     2    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 2015 151     4     3    0.0      0  0.000      0      0      0      0      0      0      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    0.00   0.00   0.00      0      0    0.0   0.00   0.00    0.0   0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       0
 2015 152     5     4    0.2      0  0.028     13      6      0     18     19     19      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  216.3   0.04   0.03    4.5   0.27    0.07    0.07    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 2015 153     6     5    0.4      0  0.036     15      6      0     19     21     21      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  239.2   0.05   0.03    4.4   0.29    0.07    0.07    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 2015 154     7     6    0.7      0  0.045     17      6      0     19     24     24      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  260.3   0.06   0.03    4.2   0.31    0.07    0.07    0.03    0.00    0.00    0.00    0.00    0.00    0.00        0       2
 2015 155     8     7    0.9      0  0.055     20      7      0     20     27     27      0     0.0  0.000      0      0  0.000  0.125  0.037  0.000  0.000  0.000  0.003    3.80   0.00   0.00      0      0  268.5   0.07   0.04    4.2   0.32    0.07    0.07    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       2
 2015 156     9     8    1.2      0  0.066     23      7      0     21     31     31      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  280.9   0.07   0.04    4.1   0.34    0.07    0.07    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       2
 2015 157    10     9    1.4      0  0.078     27      8      0     22     35     35      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  291.6   0.08   0.05    4.1   0.36    0.08    0.07    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       3
 2015 158    11    10    1.7      0  0.090     30     10      0     23     40     40      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  300.9   0.09   0.06    4.1   0.38    0.08    0.08    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       3
 2015 159    12    11    1.9      0  0.108     35     11      0     23     46     46      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  310.1   0.10   0.06    4.0   0.40    0.08    0.08    0.04    0.00    0.00    0.00    0.00    0.00    0.00        0       4
 2015 160    13    12    2.1      0  0.116     38     12      0     27     51     51      0     0.0  0.000      0      0  0.033  0.355  0.000  0.000  0.000  0.000  0.000    3.82   0.00   0.00      0      0  301.3   0.10   0.06    4.0   0.41    0.10    0.09    0.05    0.01    0.00    0.00    0.00    0.00    0.00        0       4
 2015 161    14    13    2.3      0  0.141     44     14      0     27     58     58      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  317.2   0.10   0.07    4.0   0.43    0.10    0.09    0.05    0.01    0.00    0.00    0.00    0.00    0.00        0       5
 2015 162    15    14    2.6      0  0.170     52     16      0     28     68     68      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  326.2   0.11   0.07    3.9   0.45    0.10    0.09    0.05    0.01    0.00    0.00    0.00    0.00    0.00        0       6
 2015 163    16    15    2.9      0  0.208     61     18      0     29     79     79      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  339.4   0.12   0.08    3.9   0.47    0.10    0.09    0.06    0.01    0.00    0.00    0.00    0.00    0.00        0       6
 2015 164    17    16    3.0      0  0.219     66     19      0     34     86     86      0     0.0  0.000      0      0  0.102  0.401  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  329.8   0.12   0.09    3.8   0.49    0.12    0.11    0.07    0.02    0.00    0.00    0.00    0.00    0.00        1       7
 2015 165    18    17    3.1      0  0.224     70     20      0     41     90     90      0     0.0  0.000      0      0  0.259  0.506  0.000  0.000  0.000  0.000  0.000    3.82   0.00   0.00      0      0  320.2   0.12   0.09    3.9   0.51    0.14    0.12    0.08    0.02    0.00    0.00    0.00    0.00    0.00        1       8
 2015 166    19    18    3.4      0  0.270     82     23      0     41    105    105      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  329.2   0.13   0.09    3.9   0.51    0.14    0.12    0.08    0.02    0.01    0.00    0.00    0.00    0.00        1       8
 2015 167    20    19    3.7      0  0.324     96     27      0     42    123    123      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  338.3   0.14   0.11    3.9   0.51    0.14    0.13    0.08    0.03    0.01    0.00    0.00    0.00    0.00        1       9
 2015 168    21    20    3.9      0  0.388    110     31      0     43    141    141      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  352.1   0.15   0.12    3.9   0.51    0.15    0.13    0.08    0.03    0.01    0.00    0.00    0.00    0.00        3      10
 2015 169    22    21    4.2      0  0.435    123     34      0     46    157    157      0     0.0  0.000      0      0  0.000  0.096  0.000  0.000  0.000  0.000  0.000    3.85   0.00   0.00      0      0  353.7   0.15   0.14    3.9   0.51    0.16    0.14    0.09    0.03    0.01    0.00    0.00    0.00    0.00        9      11
 2015 170    23    22    4.3      0  0.467    135     37      0     56    173    173      0     0.0  0.000      0      0  0.025  0.350  0.000  0.000  0.000  0.000  0.000    3.86   0.00   0.00      0      0  344.6   0.16   0.15    3.9   0.51    0.19    0.16    0.11    0.04    0.01    0.00    0.00    0.00    0.00        9      12
 2015 171    24    23    4.4      0  0.474    140     39      0     65    179    179      0     0.0  0.000      0      0  0.362  0.575  0.000  0.000  0.000  0.000  0.000    3.86   0.00   0.00      0      0  337.8   0.16   0.15    3.8   0.51    0.22    0.18    0.13    0.05    0.01    0.00    0.00    0.00    0.00        9      13
 2015 172    25    24    4.5      0  0.480    144     40      0     74    184    184      0     0.0  0.000      0      0  0.453  0.636  0.000  0.000  0.000  0.000  0.000    3.86   0.00   0.00      0      0  332.1   0.16   0.15    3.7   0.51    0.25    0.21    0.14    0.06    0.02    0.00    0.00    0.00    0.00        9      14
 2015 173    26    25    4.6      0  0.496    153     42      0     85    195    195      0     0.0  0.000      0      0  0.175  0.450  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  323.3   0.17   0.16    3.7   0.51    0.28    0.23    0.16    0.07    0.02    0.00    0.00    0.00    0.00       10      15
 2015 174    27    26    4.9      0  0.586    178     47      0     86    225    225      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  329.5   0.17   0.16    3.8   0.51    0.28    0.24    0.17    0.07    0.02    0.00    0.00    0.00    0.00       11      17
 2015 175    28    27    5.1      0  0.639    190     54      0     88    245    245      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  335.4   0.18   0.18    4.0   0.51    0.29    0.24    0.17    0.07    0.02    0.00    0.00    0.00    0.00       23      18
 2015 176    29    28    5.3      0  0.676    202     62      0     90    263    263      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84   0.00   0.00      0      0  334.8   0.20   0.19    4.2   0.51    0.30    0.25    0.18    0.07    0.02    0.00    0.00    0.00    0.00       40      20
 2015 177    30    29    5.5      0  0.732    221     71      0     94    292    292      0     0.0  0.000      0      0  0.000  0.000  0.028  0.000  0.000  0.000  0.000    3.62   0.00   0.00      0      0  331.7   0.21   0.21    4.9   0.51    0.31    0.26    0.18    0.08    0.02    0.00    0.00    0.00    0.00       49      21
 2015 178    31    30    5.7      0  0.814    245     83      0     96    329    329      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.71   0.00   0.00      0      0  331.9   0.22   0.22    5.1   0.51    0.32    0.26    0.19    0.08    0.02    0.00    0.00    0.00    0.00       49      22
 2015 179    32    31    5.9      0  0.896    270     96      0     99    366    366      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.80   0.00   0.00      0      0  331.3   0.23   0.23    5.2   0.51    0.33    0.27    0.19    0.08    0.03    0.00    0.00    0.00    0.00       49      24
 2015 180    33    32    6.2      0  1.001    302    112      0    103    414    414      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.83   0.00   0.00      0      0  331.6   0.25   0.24    5.5   0.51    0.34    0.28    0.20    0.09    0.03    0.00    0.00    0.00    0.00       49      26
 2015 181    34    33    6.3      0  1.058    331    127      0    119    459    459      0     0.0  0.000      0      0  0.000  0.225  0.129  0.000  0.000  0.000  0.000    3.62   0.00   0.00      0      0  319.4   0.26   0.25    6.3   0.51    0.39    0.32    0.23    0.10    0.03    0.00    0.00    0.00    0.00       52      27
 2015 182    35    34    6.6      0  1.183    366    148      0    123    514    514      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.64   0.00   0.00      0      0  323.1   0.27   0.26    6.7   0.51    0.40    0.33    0.24    0.11    0.03    0.00    0.00    0.00    0.00       54      29
 2015 183    36    35    6.8      0  1.301    398    167      0    127    565    565      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.80   0.00   0.00      0      0  326.7   0.29   0.28    7.0   0.51    0.42    0.34    0.25    0.11    0.03    0.00    0.00    0.00    0.00       59      31
 2015 184    37    36    7.0      0  1.403    425    191      0    133    616    616      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.77   0.00   0.00      0      0  330.1   0.31   0.29    8.1   0.51    0.44    0.36    0.26    0.12    0.04    0.00    0.00    0.00    0.00       84      34
 2015 185    38    37    7.3      0  1.501    454    214      0    138    668    668      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.89   0.00   0.00      0      0  330.7   0.33   0.31    8.5   0.51    0.45    0.37    0.27    0.12    0.04    0.00    0.00    0.00    0.00       98      36
 2015 186    39    38    7.5      0  1.587    477    238      0    144    715    715      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.00   0.00   0.00      0      0  332.7   0.35   0.32    8.9   0.51    0.47    0.38    0.28    0.13    0.04    0.00    0.00    0.00    0.00      120      38
 2015 187    40    39    7.7      0  1.675    497    261      0    149    759    759      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.09   0.00   0.00      0      0  336.7   0.37   0.33    9.2   0.51    0.49    0.40    0.29    0.13    0.04    0.00    0.00    0.00    0.00      143      40
 2015 188    41    40    7.9      0  1.745    506    278      0    152    784    784      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.19   0.00   0.00      0      0  344.6   0.40   0.35    9.3   0.51    0.50    0.40    0.29    0.14    0.04    0.00    0.00    0.00    0.00      166      43
 2015 189    42    41    8.1      0  1.771    508    285      0    153    793    793      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.25   0.00   0.00      0      0  348.3   0.44   0.37    9.2   0.51    0.50    0.41    0.30    0.14    0.04    0.00    0.00    0.00    0.00      179      45
 2015 190    43    42    8.3      0  1.908    545    319      0    159    864    864      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.25   0.00   0.00      0      0  350.4   0.45   0.38    9.7   0.51    0.52    0.42    0.31    0.14    0.05    0.00    0.00    0.00    0.00      185      47
 2015 191    44    43    8.5      0  1.903    556    340      0    205    896    896      0     0.0  0.000      0      0  0.107  0.404  0.000  0.000  0.000  0.000  0.000    4.22   0.00   0.00      0      0  342.4   0.46   0.39   10.7   0.51    0.67    0.54    0.40    0.19    0.06    0.00    0.00    0.00    0.00      204      50
 2015 192    45    44    8.7      1  2.067    601    384      0    211    985    985      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.21   0.00   0.00      0      0  344.1   0.48   0.40   11.2   0.51    0.69    0.56    0.41    0.19    0.06    0.00    0.00    0.00    0.00      205      54
 2015 193    46    45    9.0      1  2.181    635    427      0    218   1062   1062      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.26   0.00   0.00      0      0  343.4   0.50   0.41   11.8   0.51    0.71    0.57    0.42    0.20    0.06    0.00    0.00    0.00    0.00      221      57
 2015 194    47    46    9.2      1  2.280    672    482      0    227   1153   1153      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.14   0.00   0.00      0      0  339.5   0.52   0.42   13.8   0.51    0.74    0.60    0.44    0.21    0.07    0.00    0.00    0.00    0.00      246      61
 2015 195    48    47    9.4      3  2.373    705    531      0    234   1236   1236      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.16   0.00   0.00      0      0  336.5   0.54   0.43   13.2   0.51    0.76    0.62    0.45    0.22    0.07    0.00    0.00    0.00    0.00      269      66
 2015 196    49    48    9.7      3  2.502    753    586      0    242   1339   1339      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.16   0.00   0.00      0      0  332.5   0.56   0.45   12.7   0.51    0.79    0.64    0.47    0.22    0.07    0.00    0.00    0.00    0.00      274      70
 2015 197    50    49    9.9      3  2.585    785    635      0    249   1420   1429      0     0.0  0.000      9     26  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.21   0.00   0.01      0      9  329.4   0.59   0.45   12.2   0.51    0.81    0.65    0.48    0.23    0.08    0.00    0.00    0.00    0.00      293      75
 2015 198    51    50   10.1      3  2.605    807    683      0    267   1489   1518      0     0.0  0.000     29     55  0.000  0.103  0.000  0.000  0.000  0.000  0.000    4.14   0.00   0.02      0     29  322.8   0.61   0.45   14.2   0.51    0.87    0.70    0.52    0.25    0.08    0.00    0.00    0.00    0.00      320      79
 2015 199    52    51   10.3      3  2.679    839    725      0    272   1564   1623      0     0.0  0.000     59     89  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.15   0.00   0.04      0     59  319.3   0.63   0.45   13.7   0.51    0.88    0.71    0.53    0.25    0.08    0.00    0.00    0.00    0.00      324      83
 2015 200    53    52   10.6      3  2.722    859    758      0    274   1618   1719      0     0.0  0.000    101    116  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.21   0.00   0.06      0    101  316.7   0.65   0.45   13.1   0.51    0.89    0.72    0.53    0.26    0.08    0.00    0.00    0.00    0.00      338      88
 2015 201    54    53   10.8      5  2.750    877    792      0    276   1670   1822      0     0.0  0.000    153    144  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.25   0.00   0.08      0    153  313.5   0.67   0.45   12.6   0.51    0.90    0.72    0.54    0.26    0.08    0.00    0.00    0.00    0.00      354      94
 2015 202    55    54   11.1      5  2.767    888    818      0    277   1706   1922      0     0.0  0.000    216    176  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.29   0.00   0.11      0    216  311.6   0.70   0.45   12.1   0.51    0.90    0.73    0.54    0.26    0.08    0.00    0.00    0.00    0.00      369      99
 2015 203    56    55   11.2      5  2.749    884    821      0    283   1705   1991    109     0.0  0.000    286    204  0.222  0.482  0.000  0.000  0.000  0.000  0.000    4.33   0.00   0.14      0    286  310.9   0.71   0.45   11.6   0.51    0.92    0.74    0.55    0.27    0.09    0.00    0.00    0.00    0.00      386     105
 2015 204    57    56   11.3      5  2.687    868    823     10    277   1691   2049    371     2.8  0.005    359    226  0.309  0.539  0.000  0.000  0.000  0.000  0.000    4.28   2.87   0.18      0    359  309.7   0.72   0.45   11.1   0.51    0.90    0.73    0.54    0.26    0.09    0.00    0.00    0.00    0.00      418     111
 2015 205    58    57   11.6      5  2.653    857    822     44    273   1680   2160    487     9.1  0.020    480    254  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.24   9.18   0.22      0    480  309.4   0.73   0.45   12.9   0.51    0.89    0.71    0.53    0.26    0.08    0.00    0.00    0.00    0.00      434     116
 2015 206    59    58   11.8      5  2.607    841    814     89    267   1655   2264    608    14.7  0.039    609    289  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.20  14.65   0.27      0    609  310.0   0.76   0.45   12.7   0.51    0.87    0.70    0.52    0.25    0.08    0.00    0.00    0.00    0.00      450     122
 2015 207    60    59   11.8      5  2.472    796    797    145    261   1593   2332    746    19.5  0.062    739    324  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.16  19.68   0.32      0    739  310.6   0.79   0.45   12.8   0.51    0.85    0.69    0.51    0.25    0.08    0.00    0.00    0.00    0.00      504     127
 2015 208    61    60   11.8      5  2.310    744    782    213    256   1526   2392    881    24.2  0.089    866    358  0.021  0.348  0.000  0.000  0.000  0.000  0.000    4.11  24.59   0.36      0    866  310.4   0.81   0.45   14.0   0.51    0.84    0.67    0.50    0.24    0.08    0.00    0.00    0.00    0.00      569     132
 2015 209    62    61   11.8      5  2.265    738    804    291    251   1542   2480    978    29.7  0.117    938    386  0.000  0.213  0.000  0.000  0.000  0.000  0.000    4.02  30.97   0.38      0    938  306.9   0.83   0.45   15.8   0.51    0.82    0.66    0.49    0.24    0.08    0.00    0.00    0.00    0.00      591     137
