*SOIL WATER DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:19:28
!                                                                                                 Soil water content (mm3/mm3) by soil depth (cm):
!                                                                                                0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS  SWTD  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT    MWTD  TDFD  TDFC   ROFD    SW1D    SW2D    SW3D    SW4D    SW5D    SW6D    SW7D    SW8D    SW9D
 2016 208    55   350   126      0     69      0    18   273    90    0.03   0.0   0.0   0.00   0.460   0.423   0.420   0.383   0.368   0.364   0.361   0.360   0.360
 2016 209    56   340   116      0     75      0    18   273    90    0.03   0.0   0.0   0.00   0.427   0.399   0.394   0.373   0.364   0.363   0.361   0.361   0.361
 2016 210    57   333   110      0     78      0    18   273    90    0.03   0.0   0.0   0.00   0.404   0.382   0.375   0.365   0.362   0.362   0.361   0.361   0.361
 2016 211    58   353   130      0     78      0    19   297    90    0.03   0.0   0.0   0.00   0.460   0.423   0.422   0.406   0.375   0.365   0.362   0.360   0.360
 2016 212    59   343   119      0     84      0    19   297    90    0.03   0.0   0.0   0.00   0.427   0.399   0.395   0.389   0.369   0.363   0.361   0.361   0.361
 2016 213    60   335   111      0     88      0    19   297    90    0.03   0.0   0.0   0.00   0.405   0.382   0.376   0.377   0.365   0.363   0.361   0.361   0.361
 2016 214    61   330   106      0     90      0    19   297    90    0.04   0.0   0.0   0.00   0.389   0.370   0.363   0.368   0.363   0.362   0.361   0.361   0.361
 2016 215    62   350   126      0     90      0    20   321    90    0.03   0.0   0.0   0.00   0.460   0.423   0.419   0.383   0.368   0.363   0.361   0.360   0.360
 2016 216    63   340   117      0     95      0    20   321    90    0.03   0.0   0.0   0.00   0.428   0.399   0.393   0.373   0.364   0.362   0.361   0.361   0.361
 2016 217    64   333   110      0     98      0    20   321    90    0.03   0.0   0.0   0.00   0.405   0.382   0.374   0.366   0.362   0.361   0.361   0.361   0.361
 2016 218    65   353   129      0     98      0    21   345    90    0.03   0.0   0.0   0.00   0.460   0.423   0.422   0.407   0.375   0.365   0.362   0.360   0.360
 2016 219    66   342   119      0    105      0    21   345    90    0.03   0.0   0.0   0.00   0.427   0.398   0.395   0.389   0.369   0.364   0.361   0.361   0.361
 2016 220    67   335   111      0    109      0    21   345    90    0.03   0.0   0.0   0.00   0.404   0.381   0.375   0.376   0.365   0.363   0.361   0.361   0.361
 2016 221    68   329   105      0    110      0    21   345    90    0.03   0.0   0.0   0.00   0.388   0.369   0.362   0.368   0.362   0.361   0.361   0.361   0.361
 2016 222    69   349   125      0    110      0    22   369    90    0.03   0.0   0.0   0.00   0.459   0.423   0.416   0.382   0.367   0.363   0.359   0.359   0.359
 2016 223    70   339   116      0    115      0    22   369    90    0.03   0.0   0.0   0.00   0.427   0.398   0.390   0.372   0.363   0.362   0.361   0.361   0.361
 2016 224    71   333   109      0    118      0    22   369    90    0.02   0.0   0.0   0.00   0.405   0.383   0.373   0.365   0.361   0.361   0.361   0.361   0.361
 2016 225    72   353   129      0    118      0    23   393    90    0.02   0.0   0.0   0.00   0.461   0.424   0.423   0.406   0.374   0.364   0.361   0.360   0.360
 2016 226    73   343   119      0    125      0    23   393    90    0.02   0.0   0.0   0.00   0.430   0.401   0.397   0.389   0.368   0.363   0.361   0.361   0.361
 2016 227    74   349   125      0    125      0    24   402    90    0.02   0.0   0.0   0.00   0.462   0.420   0.394   0.391   0.374   0.366   0.362   0.360   0.360
 2016 228    75   340   116      0    130      0    24   402    90    0.02   0.0   0.0   0.00   0.430   0.398   0.376   0.378   0.368   0.364   0.361   0.361   0.361
 2016 229    76   359   136      2    130     23    24   402    90    0.37   0.0   0.0   2.24   0.471   0.432   0.429   0.422   0.385   0.370   0.364   0.361   0.361
 2016 230    77   373   149      4    130     44    24   402    90    0.29   0.0   0.0   2.21   0.452   0.419   0.420   0.420   0.423   0.425   0.423   0.379   0.366
 2016 231    78   354   130      4    143     44    24   402    90    0.23   0.0   0.0   0.00   0.417   0.393   0.390   0.397   0.401   0.404   0.403   0.372   0.363
 2016 232    79   341   118      4    151     44    24   402    90    0.18   0.0   0.0   0.00   0.395   0.376   0.371   0.381   0.387   0.389   0.388   0.367   0.361
 2016 233    80   346   122      4    151     44    25   411    90    0.14   0.0   0.0   0.00   0.446   0.382   0.363   0.375   0.382   0.386   0.386   0.372   0.363
 2016 234    81   339   115      4    156     44    25   411    90    0.11   0.0   0.0   0.00   0.424   0.375   0.358   0.369   0.375   0.378   0.378   0.368   0.362
 2016 235    82   344   120      4    156     44    26   421    90    0.08   0.0   0.0   0.00   0.459   0.401   0.360   0.365   0.370   0.374   0.376   0.369   0.363
 2016 236    83   335   112      4    160     44    26   421    90    0.10   0.0   0.0   0.00   0.428   0.385   0.352   0.360   0.365   0.369   0.369   0.365   0.361
 2016 237    84   330   106      4    161     44    26   421    90    0.10   0.0   0.0   0.00   0.408   0.374   0.350   0.358   0.362   0.364   0.365   0.362   0.360
 2016 238    85   326   102      4    161     44    26   421    90    0.09   0.0   0.0   0.00   0.394   0.368   0.348   0.353   0.358   0.361   0.362   0.359   0.357
 2016 239    86   322    98      4    161     44    26   421    90    0.08   0.0   0.0   0.00   0.385   0.362   0.342   0.349   0.355   0.358   0.359   0.356   0.354
 2016 240    87   321    98      4    161     48    26   421    90    0.63   0.0   0.0   0.00   0.404   0.363   0.337   0.345   0.351   0.355   0.356   0.353   0.351
 2016 241    88   319    95      4    161     48    26   421    90    0.45   0.0   0.0   0.00   0.398   0.363   0.333   0.342   0.349   0.353   0.353   0.351   0.348
 2016 242    89   317    93      4    161     48    26   421    90    0.29   0.0   0.0   0.00   0.392   0.362   0.330   0.339   0.346   0.350   0.351   0.349   0.346

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:19:28
!                                                                                                 Soil water content (mm3/mm3) by soil depth (cm):
!                                                                                                0-10   10-20   20-30   30-40   40-50   50-60   60-70   70-80   80-90
@YEAR DOY   DAS  SWTD  SWXD   ROFC   DRNC   PREC  IR#C  IRRC  DTWT    MWTD  TDFD  TDFC   ROFD    SW1D    SW2D    SW3D    SW4D    SW5D    SW6D    SW7D    SW8D    SW9D
 2017 107     0   324    99      0      0      0     0     0     0    0.00   0.0   0.0   0.00   0.393   0.395   0.371   0.347   0.347   0.347   0.347   0.347   0.347
 2017 108     1   334   110      0      0      0     1    13    45    0.00   0.0   0.0   0.00   0.454   0.431   0.385   0.349   0.346   0.344   0.344   0.344   0.344
 2017 109     2   337   112      0      0      6     1    13    90    0.00   0.0   0.0   0.45   0.454   0.431   0.412   0.359   0.348   0.343   0.341   0.341   0.341
 2017 110     3   361   136     52      0     84     1    13    90    0.00   0.0   0.0  51.39   0.478   0.431   0.434   0.421   0.421   0.388   0.353   0.342   0.338
 2017 111     4   364   140     52      0     91     1    13    90    0.00   0.0   0.0   0.58   0.455   0.432   0.436   0.422   0.422   0.418   0.371   0.349   0.338
 2017 112     5   362   137     52      0     91     1    13    90    0.00   0.0   0.0   0.00   0.437   0.430   0.424   0.413   0.417   0.415   0.383   0.358   0.341
 2017 113     6   371   147     52      0     91     2    26    90    0.00   0.0   0.0   0.00   0.454   0.431   0.434   0.421   0.421   0.421   0.411   0.372   0.348
 2017 114     7   354   129     52     14     91     2    26    90    0.00   0.0   0.0   0.00   0.431   0.416   0.411   0.395   0.395   0.395   0.389   0.361   0.345
 2017 115     8   365   141     57     15    111     2    26    90    0.00   0.0   0.0   4.53   0.453   0.431   0.434   0.421   0.412   0.398   0.389   0.367   0.350
 2017 116     9   350   126     57     27    111     2    26    90    0.00   0.0   0.0   0.00   0.432   0.416   0.412   0.396   0.390   0.380   0.374   0.358   0.347
 2017 117    10   360   135     57     27    111     3    39    90    0.00   0.0   0.0   0.00   0.454   0.431   0.434   0.419   0.396   0.382   0.374   0.361   0.349
 2017 118    11   356   132     57     27    111     3    39    90    0.00   0.0   0.0   0.00   0.434   0.427   0.422   0.410   0.398   0.384   0.375   0.363   0.351
 2017 119    12   343   119     57     37    111     3    39    90    0.00   0.0   0.0   0.00   0.417   0.413   0.403   0.388   0.379   0.370   0.363   0.355   0.347
 2017 120    13   334   110     57     43    111     3    39    90    0.00   0.0   0.0   0.00   0.405   0.403   0.389   0.372   0.366   0.360   0.355   0.349   0.344
 2017 121    14   328   104     57     46    111     3    39    90    0.00   0.0   0.0   0.00   0.396   0.395   0.379   0.361   0.357   0.353   0.350   0.346   0.344
 2017 122    15   338   113     57     46    111     4    52    90    0.00   0.0   0.0   0.00   0.452   0.429   0.392   0.361   0.356   0.352   0.348   0.345   0.341
 2017 123    16   331   106     57     49    111     4    52    90    0.00   0.0   0.0   0.00   0.429   0.414   0.382   0.354   0.350   0.347   0.345   0.344   0.344
 2017 124    17   326   101     57     51    111     4    52    90    0.00   0.0   0.0   0.00   0.412   0.402   0.374   0.348   0.346   0.344   0.344   0.344   0.344
 2017 125    18   333   108     58     51    123     4    52    90    0.00   0.0   0.0   1.33   0.451   0.428   0.386   0.351   0.346   0.341   0.341   0.341   0.341
 2017 126    19   328   104     58     52    123     4    52    90    0.00   0.0   0.0   0.00   0.427   0.412   0.377   0.346   0.344   0.344   0.344   0.344   0.344
 2017 127    20   337   113     58     52    123     5    65    90    0.00   0.0   0.0   0.00   0.451   0.428   0.423   0.360   0.347   0.342   0.341   0.341   0.341
 2017 128    21   331   106     58     54    123     5    65    90    0.00   0.0   0.0   0.00   0.425   0.411   0.401   0.352   0.344   0.344   0.344   0.344   0.344
 2017 129    22   326   101     58     55    123     5    65    90    0.00   0.0   0.0   0.00   0.407   0.398   0.386   0.347   0.344   0.344   0.344   0.344   0.344
 2017 130    23   322    97     58     55    123     5    65    90    0.00   0.0   0.0   0.00   0.394   0.390   0.375   0.343   0.344   0.344   0.344   0.341   0.341
 2017 131    24   317    93     58     55    123     5    65    90    0.00   0.0   0.0   0.00   0.385   0.381   0.368   0.340   0.340   0.341   0.341   0.338   0.338
 2017 132    25   326   101     58     55    123     6    78    90    0.00   0.0   0.0   0.00   0.449   0.417   0.371   0.339   0.337   0.338   0.338   0.335   0.335
 2017 133    26   322    98     58     55    123     6    78    90    0.00   0.0   0.0   0.00   0.429   0.414   0.373   0.338   0.334   0.335   0.335   0.332   0.332
 2017 134    27   320    95     58     55    125     6    78    90    0.00   0.0   0.0   0.00   0.424   0.410   0.373   0.338   0.331   0.332   0.332   0.330   0.329
 2017 135    28   319    94     58     55    127     6    78    90    0.00   0.0   0.0   0.00   0.424   0.410   0.374   0.338   0.329   0.330   0.330   0.328   0.328
 2017 136    29   324    99     59     55    137     6    78    90    0.00   0.0   0.0   0.87   0.449   0.427   0.387   0.344   0.326   0.328   0.328   0.326   0.326
 2017 137    30   340   115     59     55    143     7    91    90    0.01   0.0   0.0   0.30   0.451   0.429   0.434   0.422   0.355   0.331   0.327   0.324   0.324
 2017 138    31   336   111     59     55    143     7    91    90    0.01   0.0   0.0   0.00   0.429   0.422   0.419   0.411   0.370   0.340   0.325   0.322   0.322
 2017 139    32   354   130     70     55    175     7    91    90    0.02   0.0   0.0  10.74   0.451   0.429   0.433   0.421   0.423   0.399   0.347   0.321   0.321
 2017 140    33   354   129     70     55    175     7    91    90    0.02   0.0   0.0   0.00   0.436   0.429   0.424   0.415   0.420   0.405   0.364   0.328   0.321
 2017 141    34   346   121     70     61    175     7    91    90    0.03   0.0   0.0   0.00   0.417   0.414   0.404   0.392   0.396   0.386   0.358   0.346   0.346
 2017 142    35   355   131     70     61    175     8   104    90    0.03   0.0   0.0   0.00   0.449   0.427   0.432   0.398   0.396   0.388   0.366   0.351   0.347
 2017 143    36   342   118     70     70    175     8   104    90    0.03   0.0   0.0   0.00   0.423   0.410   0.408   0.379   0.379   0.374   0.359   0.348   0.346
 2017 144    37   333   108     70     76    175     8   104    90    0.04   0.0   0.0   0.00   0.403   0.396   0.390   0.365   0.367   0.364   0.354   0.347   0.345
 2017 145    38   327   102     70     78    175     8   104    90    0.04   0.0   0.0   0.00   0.389   0.387   0.377   0.356   0.358   0.358   0.350   0.346   0.346
 2017 146    39   322    97     70     79    175     8   104    90    0.04   0.0   0.0   0.00   0.379   0.378   0.368   0.349   0.353   0.353   0.348   0.346   0.346
 2017 147    40   331   107     70     79    175     9   117    90    0.04   0.0   0.0   0.00   0.448   0.410   0.370   0.347   0.350   0.351   0.348   0.345   0.344
 2017 148    41   326   101     70     81    175     9   117    90    0.04   0.0   0.0   0.00   0.421   0.397   0.364   0.343   0.348   0.349   0.347   0.346   0.346
 2017 149    42   322    98     70     81    175     9   117    90    0.04   0.0   0.0   0.00   0.401   0.388   0.364   0.341   0.346   0.348   0.346   0.345   0.345
 2017 150    43   320    96     70     81    177     9   117    90    0.09   0.0   0.0   0.00   0.402   0.386   0.357   0.337   0.344   0.347   0.344   0.343   0.344
 2017 151    44   317    92     70     81    177     9   117    90    0.10   0.0   0.0   0.00   0.390   0.380   0.350   0.333   0.342   0.345   0.343   0.342   0.342
 2017 152    45   328   103     70     81    178    10   130    90    0.11   0.0   0.0   0.00   0.450   0.424   0.362   0.331   0.340   0.345   0.343   0.342   0.342
 2017 153    46   326   101     70     81    178    10   130    90    0.11   0.0   0.0   0.00   0.430   0.421   0.370   0.331   0.339   0.344   0.342   0.341   0.341
 2017 154    47   322    98     70     81    178    10   130    90    0.11   0.0   0.0   0.00   0.407   0.404   0.364   0.344   0.339   0.343   0.341   0.340   0.340
 2017 155    48   319    94     70     81    178    10   130    90    0.10   0.0   0.0   0.00   0.392   0.392   0.364   0.340   0.337   0.342   0.340   0.339   0.339
 2017 156    49   315    90     70     81    178    10   130    90    0.09   0.0   0.0   0.00   0.374   0.383   0.357   0.337   0.336   0.342   0.340   0.339   0.339
 2017 157    50   324    99     70     81    178    11   143    90    0.09   0.0   0.0   0.00   0.447   0.408   0.360   0.333   0.334   0.341   0.339   0.338   0.338
 2017 158    51   320    96     70     81    178    11   143    90    0.08   0.0   0.0   0.00   0.419   0.395   0.364   0.339   0.333   0.340   0.338   0.337   0.338
 2017 159    52   317    92     70     81    178    11   143    90    0.08   0.0   0.0   0.00   0.400   0.385   0.364   0.335   0.331   0.339   0.337   0.337   0.337
 2017 160    53   313    89     70     81    178    11   143    90    0.07   0.0   0.0   0.00   0.388   0.379   0.358   0.332   0.330   0.339   0.337   0.336   0.336
 2017 161    54   310    85     70     81    178    11   143    90    0.07   0.0   0.0   0.00   0.372   0.371   0.352   0.330   0.329   0.339   0.337   0.336   0.336
 2017 162    55   320    95     70     81    178    12   156    90    0.06   0.0   0.0   0.00   0.448   0.400   0.352   0.327   0.328   0.338   0.336   0.335   0.335
 2017 163    56   316    92     70     81    178    12   156    90    0.06   0.0   0.0   0.00   0.420   0.389   0.365   0.325   0.326   0.337   0.335   0.334   0.334
 2017 164    57   313    88     70     81    178    12   156    90    0.05   0.0   0.0   0.00   0.401   0.386   0.360   0.322   0.325   0.336   0.334   0.333   0.333
 2017 165    58   309    84     70     81    178    12   156    90    0.05   0.0   0.0   0.00   0.387   0.378   0.353   0.320   0.324   0.335   0.333   0.332   0.332
 2017 166    59   306    81     70     81    178    12   156    90    0.05   0.0   0.0   0.00   0.369   0.369   0.348   0.319   0.323   0.335   0.333   0.332   0.332
 2017 167    60   302    78     70     81    178    12   156    90    0.05   0.0   0.0   0.00   0.352   0.358   0.343   0.317   0.322   0.335   0.333   0.332   0.332
 2017 168    61   299    74     70     81    178    12   156    90    0.05   0.0   0.0   0.00   0.341   0.343   0.338   0.316   0.322   0.334   0.333   0.332   0.332
 2017 169    62   309    84     70     81    178    13   169    90    0.05   0.0   0.0   0.00   0.445   0.354   0.332   0.313   0.320   0.333   0.331   0.330   0.331
 2017 170    63   306    82     70     81    178    13   169    90    0.04   0.0   0.0   0.00   0.419   0.363   0.330   0.311   0.319   0.332   0.331   0.330   0.330
 2017 171    64   303    78     70     81    178    13   169    90    0.04   0.0   0.0   0.00   0.398   0.360   0.327   0.310   0.317   0.331   0.329   0.329   0.329
 2017 172    65   299    75     70     81    178    13   169    90    0.04   0.0   0.0   0.00   0.383   0.350   0.324   0.308   0.316   0.330   0.328   0.327   0.327
 2017 173    66   309    84     70     81    178    14   182    90    0.03   0.0   0.0   0.00   0.442   0.393   0.325   0.306   0.314   0.329   0.327   0.326   0.326
 2017 174    67   305    81     70     81    178    14   182    90    0.03   0.0   0.0   0.00   0.414   0.384   0.335   0.304   0.313   0.328   0.326   0.325   0.325
 2017 175    68   302    77     70     81    178    14   182    90    0.03   0.0   0.0   0.00   0.395   0.380   0.332   0.303   0.312   0.326   0.325   0.324   0.324
 2017 176    69   299    74     70     81    178    14   182    90    0.03   0.0   0.0   0.00   0.382   0.369   0.329   0.301   0.310   0.325   0.323   0.323   0.323
 2017 177    70   295    71     70     81    178    14   182    90    0.03   0.0   0.0   0.00   0.363   0.359   0.327   0.301   0.310   0.325   0.323   0.322   0.323
 2017 178    71   305    80     70     81    178    15   195    90    0.02   0.0   0.0   0.00   0.449   0.380   0.324   0.299   0.309   0.324   0.322   0.321   0.321
 2017 179    72   302    77     70     81    178    15   195    90    0.02   0.0   0.0   0.00   0.420   0.385   0.324   0.298   0.307   0.323   0.321   0.320   0.320
 2017 180    73   298    73     70     81    178    15   195    90    0.02   0.0   0.0   0.00   0.398   0.382   0.322   0.296   0.306   0.321   0.320   0.319   0.319
 2017 181    74   296    71     70     81    178    15   195    90    0.02   0.0   0.0   0.00   0.388   0.376   0.320   0.295   0.305   0.320   0.319   0.318   0.318
 2017 182    75   293    68     70     81    178    15   195    90    0.02   0.0   0.0   0.00   0.369   0.366   0.319   0.295   0.305   0.320   0.319   0.318   0.318
 2017 183    76   302    77     70     81    178    16   208    90    0.01   0.0   0.0   0.00   0.447   0.389   0.320   0.293   0.303   0.319   0.317   0.316   0.316
 2017 184    77   299    74     70     81    178    16   208    90    0.01   0.0   0.0   0.00   0.418   0.385   0.329   0.292   0.302   0.318   0.316   0.315   0.315
 2017 185    78   296    71     70     81    178    16   208    90    0.01   0.0   0.0   0.00   0.399   0.383   0.326   0.291   0.301   0.316   0.315   0.314   0.314
 2017 186    79   292    68     70     81    178    16   208    90    0.01   0.0   0.0   0.00   0.385   0.374   0.324   0.289   0.299   0.315   0.313   0.313   0.313
 2017 187    80   289    65     70     81    178    16   208    90    0.01   0.0   0.0   0.00   0.365   0.363   0.322   0.289   0.299   0.315   0.313   0.313   0.313
 2017 188    81   286    61     70     81    178    16   208    90    0.01   0.0   0.0   0.00   0.350   0.350   0.321   0.288   0.299   0.315   0.313   0.313   0.313
 2017 189    82   283    59     70     81    178    16   208    90    0.01   0.0   0.0   0.00   0.338   0.338   0.319   0.288   0.299   0.315   0.313   0.313   0.313
 2017 190    83   294    70     70     81    178    17   221    90    0.01   0.0   0.0   0.00   0.436   0.351   0.317   0.288   0.298   0.315   0.313   0.312   0.313
 2017 191    84   291    66     70     81    178    17   221    90    0.01   0.0   0.0   0.00   0.409   0.355   0.314   0.286   0.297   0.313   0.311   0.311   0.311
 2017 192    85   287    62     70     81    178    17   221    90    0.04   0.0   0.0   0.00   0.392   0.351   0.312   0.284   0.295   0.311   0.309   0.309   0.309
 2017 193    86   285    60     70     81    178    17   221    90    0.05   0.0   0.0   0.00   0.375   0.345   0.311   0.284   0.295   0.311   0.309   0.309   0.309
 2017 194    87   283    58     70     81    178    17   221    90    0.06   0.0   0.0   0.00   0.360   0.341   0.310   0.283   0.294   0.311   0.309   0.309   0.309
 2017 195    88   293    68     70     81    178    18   234    90    0.06   0.0   0.0   0.00   0.450   0.367   0.307   0.281   0.292   0.309   0.307   0.306   0.306
 2017 196    89   290    65     70     81    178    18   234    90    0.05   0.0   0.0   0.00   0.426   0.379   0.305   0.279   0.290   0.306   0.305   0.304   0.304
 2017 197    90   287    62     70     81    178    18   234    90    0.04   0.0   0.0   0.00   0.410   0.383   0.302   0.277   0.287   0.304   0.302   0.301   0.301
 2017 198    91   284    59     70     81    178    18   234    90    0.04   0.0   0.0   0.00   0.399   0.383   0.300   0.274   0.285   0.301   0.300   0.299   0.299
