*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:19:28
@YEAR DOY   DAS   DAP    CNAD    GNAD    VNAD    GN%D    VN%D     NFXC    NUPC    LNAD    SNAD    LN%D    SN%D    SHND   RN%D   NFXD   SNN0C   SNN1C
 2016 240    87    86   138.0   109.9    14.9    3.68    1.13     58.6   123.6     2.5    12.4    2.21    1.03     1.7    1.2    0.0   28.23    3.95
 2016 241    88    87   137.6   109.9    14.5    3.68    1.12     58.6   124.2     2.0    12.5    2.28    1.04     1.7    1.2    0.0   28.94    4.10
 2016 242    89    88   137.2   109.9    14.1    3.68    1.12     58.6   124.6     1.6    12.5    2.35    1.05     1.7    1.2    0.0   29.51    4.25

*DSSAT Cropping System Model Ver. 4.7.5.007 -  MAR 01, 2026 21:19:28
@YEAR DOY   DAS   DAP    CNAD    GNAD    VNAD    GN%D    VN%D     NFXC    NUPC    LNAD    SNAD    LN%D    SN%D    SHND   RN%D   NFXD   SNN0C   SNN1C
 2017 108     1     0     0.0     0.0     0.0    0.00    0.00      0.0     0.0     0.0     0.0    0.00    0.00     0.0    0.0    0.0    0.00    0.00
 2017 109     2     1     0.0     0.0     0.0    0.00    0.00      0.0     0.0     0.0     0.0    0.00    0.00     0.0    0.0    0.0    0.00    0.00
 2017 110     3     2     0.0     0.0     0.0    0.00    0.00      0.0     0.0     0.0     0.0    0.00    0.00     0.0    0.0    0.0    0.00    0.00
 2017 111     4     3     0.0     0.0     0.0    0.00    0.00      0.0     0.0     0.0     0.0    0.00    0.00     0.0    0.0    0.0    0.00    0.00
 2017 112     5     4     0.6     0.0     0.6    0.00    3.41      0.2     0.0     0.5     0.1    3.84    2.40     0.0    1.6    0.0    0.00    0.01
 2017 113     6     5     0.6     0.0     0.6    0.00    3.41      0.2     0.1     0.5     0.1    3.81    2.38     0.0    1.6    0.0    0.00    0.02
 2017 114     7     6     0.7     0.0     0.7    0.00    3.47      0.2     0.2     0.6     0.1    3.84    2.39     0.0    1.6    0.0    0.00    0.04
 2017 115     8     7     0.9     0.0     0.9    0.00    3.45      0.2     0.3     0.7     0.1    3.79    2.35     0.0    1.6    0.0    0.00    0.05
 2017 116     9     8     1.0     0.0     1.0    0.00    3.49      0.2     0.4     0.8     0.2    3.84    2.39     0.0    1.6    0.0    0.00    0.06
 2017 117    10     9     1.1     0.0     1.1    0.00    3.39      0.2     0.5     0.9     0.2    3.75    2.32     0.0    1.6    0.0    0.00    0.07
 2017 118    11    10     1.3     0.0     1.3    0.00    3.44      0.2     0.7     1.0     0.2    3.82    2.42     0.0    1.6    0.0    0.00    0.08
 2017 119    12    11     1.5     0.0     1.5    0.00    3.47      0.2     1.0     1.2     0.3    3.84    2.43     0.0    1.6    0.0    0.00    0.09
 2017 120    13    12     1.8     0.0     1.8    0.00    3.49      0.2     1.3     1.5     0.3    3.85    2.43     0.0    1.6    0.0    0.00    0.10
 2017 121    14    13     2.1     0.0     2.1    0.00    3.50      0.2     1.6     1.7     0.4    3.85    2.43     0.0    1.6    0.0    0.00    0.11
 2017 122    15    14     2.5     0.0     2.5    0.00    3.48      0.4     1.9     2.1     0.4    3.82    2.40     0.0    1.6    0.1    0.01    0.12
 2017 123    16    15     2.9     0.0     2.9    0.00    3.50      0.4     2.3     2.4     0.5    3.84    2.42     0.0    1.6    0.0    0.01    0.13
 2017 124    17    16     3.4     0.0     3.4    0.00    3.51      0.4     2.9     2.8     0.5    3.85    2.42     0.0    1.6    0.0    0.01    0.14
 2017 125    18    17     3.8     0.0     3.8    0.00    3.44      0.6     3.3     3.2     0.6    3.77    2.37     0.0    1.6    0.2    0.02    0.15
 2017 126    19    18     4.5     0.0     4.5    0.00    3.50      0.6     4.1     3.8     0.7    3.83    2.41     0.0    1.6    0.0    0.02    0.16
 2017 127    20    19     5.0     0.0     5.0    0.00    3.28      0.8     4.4     4.2     0.8    3.59    2.25     0.0    1.5    0.2    0.03    0.17
 2017 128    21    20     5.8     0.0     5.8    0.00    3.33      0.9     5.2     4.8     0.9    3.65    2.29     0.0    1.6    0.1    0.04    0.19
 2017 129    22    21     6.8     0.0     6.8    0.00    3.46      0.9     6.7     5.7     1.1    3.79    2.38     0.0    1.6    0.0    0.04    0.21
 2017 130    23    22     7.9     0.0     7.9    0.00    3.50      0.9     8.0     6.6     1.3    3.82    2.41     0.0    1.6    0.0    0.04    0.23
 2017 131    24    23     9.1     0.0     9.1    0.00    3.51      0.9     9.5     7.7     1.5    3.84    2.42     0.0    1.6    0.0    0.04    0.25
 2017 132    25    24    10.3     0.0    10.3    0.00    3.44      1.2    10.5     8.5     1.8    3.79    2.38     0.0    1.6    0.3    0.07    0.27
 2017 133    26    25    11.8     0.0    11.8    0.00    3.41      1.2    12.1     9.6     2.2    3.78    2.37     0.0    1.6    0.0    0.09    0.29
 2017 134    27    26    13.6     0.0    13.6    0.00    3.40      1.2    14.0    11.0     2.6    3.79    2.38     0.0    1.6    0.0    0.10    0.31
 2017 135    28    27    15.5     0.0    15.5    0.00    3.46      1.3    16.1    12.3     3.1    3.87    2.43     0.0    1.6    0.0    0.19    0.34
 2017 136    29    28    16.6     0.0    16.6    0.00    3.30      1.7    17.1    13.1     3.5    3.74    2.29     0.0    1.6    0.3    0.37    0.36
 2017 137    30    29    17.2     0.0    17.2    0.00    3.14      2.1    17.7    13.5     3.7    3.58    2.16     0.0    1.5    0.4    0.51    0.39
 2017 138    31    30    19.1     0.0    19.1    0.00    3.11      2.7    19.3    14.8     4.3    3.58    2.15     0.0    1.5    0.5    0.66    0.42
 2017 139    32    31    19.9     0.0    19.9    0.00    2.98      3.3    20.0    15.3     4.6    3.46    2.05     0.0    1.4    0.6    0.87    0.45
 2017 140    33    32    21.0     0.0    21.0    0.00    3.11      3.3    21.3    16.0     5.0    3.61    2.17     0.0    1.5    0.0    1.00    0.50
 2017 141    34    33    23.4     0.0    23.4    0.00    3.21      3.4    24.1    17.6     5.9    3.74    2.25     0.0    1.5    0.0    1.21    0.54
 2017 142    35    34    24.5     0.0    24.5    0.00    3.10      4.1    25.0    18.1     6.4    3.67    2.15     0.0    1.5    0.6    1.56    0.58
 2017 143    36    35    26.9     0.0    26.9    0.00    3.09      4.1    27.8    19.6     7.4    3.69    2.17     0.0    1.5    0.0    1.72    0.63
 2017 144    37    36    31.0     0.0    31.0    0.00    3.25      4.2    32.5    22.1     8.9    3.86    2.34     0.0    1.5    0.0    1.80    0.69
 2017 145    38    37    34.2     0.0    34.2    0.00    3.31      4.2    36.3    24.0    10.2    3.97    2.39     0.0    1.5    0.0    2.04    0.75
 2017 146    39    38    37.4     0.0    37.4    0.00    3.34      4.2    40.0    25.8    11.6    4.03    2.42     0.0    1.5    0.0    2.23    0.80
 2017 147    40    39    39.9     0.0    39.9    0.00    3.32      4.6    42.6    27.1    12.8    4.05    2.40     0.0    1.5    0.4    2.50    0.85
 2017 148    41    40    43.2     0.0    43.2    0.00    3.31      4.7    46.6    29.0    14.2    4.06    2.41     0.0    1.5    0.0    2.57    0.91
 2017 149    42    41    46.6     0.0    46.6    0.00    3.32      4.7    50.5    30.9    15.7    4.11    2.42     0.0    1.6    0.0    2.76    1.00
 2017 150    43    42    50.0     0.0    50.0    0.00    3.33      4.7    54.6    32.7    17.2    4.15    2.42     3.5    1.6    0.0    2.97    1.09
 2017 151    44    43    53.6     0.0    53.0    0.00    3.34      4.7    58.8    34.4    18.6    4.19    2.42     3.5    1.6    0.0    3.18    1.18
 2017 152    45    44    55.6     0.0    54.1    0.00    3.28      5.3    60.6    34.8    19.3    4.17    2.37     3.5    1.5    0.7    3.48    1.24
 2017 153    46    45    57.8     0.0    54.8    0.00    3.24      5.3    62.9    35.1    19.8    4.13    2.34     3.5    1.5    0.0    3.58    1.32
 2017 154    47    46    60.9     0.0    56.2    0.00    3.20      5.3    66.3    35.7    20.6    4.10    2.31     3.5    1.5    0.0    3.69    1.42
 2017 155    48    47    64.4     0.0    57.4    0.00    3.17      5.3    70.0    36.2    21.2    4.07    2.30     3.5    1.5    0.0    3.78    1.52
 2017 156    49    48    66.7     0.1    57.0    3.68    3.08      5.4    72.5    35.8    21.2    3.99    2.22     3.4    1.5    0.1    4.01    1.59
 2017 157    50    49    68.8     0.7    55.7    3.65    2.97      6.2    74.1    34.9    20.8    3.90    2.11     3.4    1.5    0.7    4.23    1.65
 2017 158    51    50    71.5     1.8    54.3    3.64    2.90      7.2    76.2    34.0    20.3    3.85    2.06     3.4    1.5    0.8    4.44    1.72
 2017 159    52    51    74.3     3.5    52.9    3.66    2.84      8.3    78.1    33.1    19.8    3.79    2.00     3.4    1.5    1.0    4.64    1.78
 2017 160    53    52    76.8     5.5    51.6    3.64    2.78      9.5    79.7    32.2    19.4    3.74    1.95     3.3    1.4    1.1    4.86    1.84
 2017 161    54    53    79.0     7.8    50.5    3.60    2.74     11.0    80.9    31.5    19.0    3.70    1.91     3.3    1.4    1.3    5.13    1.88
 2017 162    55    54    81.4    10.7    49.2    3.59    2.68     12.7    81.9    30.6    18.6    3.64    1.87     3.3    1.4    1.5    5.24    1.92
 2017 163    56    55    83.2    14.0    47.5    3.61    2.63     14.6    82.9    29.5    18.0    3.59    1.82     3.2    1.4    1.7    6.19    1.98
 2017 164    57    56    85.2    17.6    45.7    3.62    2.57     16.7    83.9    28.3    17.4    3.53    1.79     3.2    1.4    1.9    7.03    2.03
 2017 165    58    57    87.4    21.3    43.9    3.62    2.52     18.8    84.8    27.1    16.8    3.47    1.75     3.1    1.4    2.1    7.58    2.09
 2017 166    59    58    89.4    25.1    42.3    3.62    2.47     21.1    85.4    26.0    16.2    3.41    1.71     3.1    1.3    2.2    8.24    2.13
 2017 167    60    59    91.5    29.0    40.6    3.62    2.42     23.4    86.0    25.0    15.7    3.36    1.67     3.0    1.3    2.2    8.75    2.18
 2017 168    61    60    93.6    33.1    39.0    3.61    2.36     25.7    86.4    23.9    15.2    3.29    1.64     3.0    1.3    2.3    9.19    2.22
 2017 169    62    61    94.7    36.7    37.3    3.58    2.30     26.5    86.7    22.7    14.6    3.22    1.59     2.9    1.3    0.8    9.34    2.30
 2017 170    63    62    96.8    41.0    35.6    3.58    2.24     28.4    87.2    21.6    14.0    3.14    1.55     2.8    1.3    1.8    9.49    2.34
 2017 171    64    63    98.9    44.9    34.2    3.58    2.18     30.5    87.5    20.7    13.5    3.08    1.51     2.7    1.3    2.1    9.83    2.37
 2017 172    65    64   101.1    49.1    32.8    3.58    2.13     32.7    87.8    19.7    13.1    3.02    1.48     2.7    1.2    2.2   10.11    2.41
 2017 173    66    65   102.7    53.1    30.8    3.58    2.07     34.7    88.2    18.2    12.5    2.95    1.44     2.6    1.2    2.0   10.96    2.44
 2017 174    67    66   105.0    57.3    29.6    3.58    2.02     36.7    88.6    17.4    12.1    2.89    1.41     2.6    1.2    2.0   11.06    2.47
 2017 175    68    67   107.3    61.3    28.4    3.58    1.97     38.7    88.9    16.6    11.7    2.82    1.38     2.5    1.2    2.0   11.17    2.50
 2017 176    69    68   109.5    64.9    27.3    3.57    1.92     40.6    89.3    16.0    11.4    2.76    1.35     2.4    1.2    1.8   11.25    2.53
 2017 177    70    69   111.5    68.5    26.3    3.57    1.88     42.7    89.6    15.3    11.0    2.70    1.32     2.4    1.2    2.1   11.44    2.56
 2017 178    71    70   113.6    71.9    25.3    3.57    1.83     44.8    89.8    14.6    10.7    2.64    1.29     2.3    1.2    2.1   11.64    2.59
 2017 179    72    71   115.7    75.4    24.3    3.57    1.78     46.9    90.1    13.9    10.4    2.58    1.26     2.3    1.1    2.1   11.84    2.61
 2017 180    73    72   117.8    78.8    23.4    3.57    1.74     49.1    90.4    13.3    10.0    2.51    1.24     2.3    1.1    2.2   11.94    2.64
 2017 181    74    73   119.8    82.1    22.5    3.58    1.70     50.9    90.6    12.7     9.7    2.45    1.21     2.2    1.1    1.8   12.01    2.67
 2017 182    75    74   121.9    85.0    21.7    3.58    1.65     52.9    90.9    12.2     9.5    2.39    1.18     2.2    1.1    2.1   12.13    2.70
 2017 183    76    75   123.5    87.2    21.2    3.58    1.62     55.0    91.1    11.8     9.4    2.33    1.16     2.1    1.1    2.0   12.20    2.72
 2017 184    77    76   125.2    88.6    21.4    3.58    1.62     56.6    91.4    11.8     9.7    2.33    1.18     2.1    1.1    1.6   12.37    2.75
 2017 185    78    77   126.6    89.7    21.8    3.58    1.62     58.0    91.6    11.8    10.0    2.33    1.19     2.1    1.1    1.3   12.50    2.77
 2017 186    79    78   127.7    89.9    22.7    3.58    1.63     59.0    91.9    12.1    10.6    2.34    1.21     2.1    1.2    1.0   12.60    2.79
 2017 187    80    79   128.5    90.2    23.3    3.58    1.62     60.2    92.1    12.3    11.0    2.33    1.21     2.1    1.2    1.2   12.67    2.81
 2017 188    81    80   129.2    90.5    23.8    3.58    1.60     61.5    92.4    12.4    11.4    2.30    1.20     2.1    1.2    1.3   12.74    2.84
 2017 189    82    81   129.0    90.8    23.4    3.58    1.55     61.5    92.5    12.1    11.3    2.24    1.16     2.0    1.2    0.0   12.81    2.90
 2017 190    83    82   124.8    91.1    19.3    3.58    1.43     61.5    92.8     8.7    10.6    2.14    1.13     2.0    1.2    0.0   16.32    3.02
 2017 191    84    83   122.4    91.4    16.7    3.58    1.33     61.5    93.0     6.4    10.3    2.06    1.09     1.9    1.2    0.0   18.83    3.06
 2017 192    85    84   120.7    91.7    15.0    3.58    1.26     61.5    93.2     4.9    10.1    2.01    1.07     1.9    1.2    0.0   20.69    3.10
 2017 193    86    85   119.6    92.1    13.8    3.58    1.22     61.5    93.6     3.8    10.0    2.02    1.06     1.9    1.2    0.0   22.11    3.14
 2017 194    87    86   118.7    92.4    12.9    3.58    1.18     61.5    93.8     3.0     9.9    2.02    1.05     1.8    1.2    0.0   23.23    3.19
 2017 195    88    87   117.9    92.7    12.1    3.58    1.15     61.5    94.0     2.3     9.7    2.03    1.04     1.8    1.1    0.0   24.09    3.31
 2017 196    89    88   117.3    93.0    11.4    3.58    1.12     61.5    94.3     1.8     9.6    2.04    1.04     1.8    1.1    0.0   24.77    3.43
 2017 197    90    89   116.9    93.2    11.0    3.58    1.11     61.5    94.6     1.4     9.6    2.08    1.04     1.8    1.1    0.0   25.29    3.55
 2017 198    91    90   116.7    93.4    10.6    3.58    1.10     61.5    94.9     1.1     9.5    2.10    1.04     1.8    1.1    0.0   25.70    3.67
