simulacao_escolhida_final,bnx_train,bnx_test,euclidiana_treinamento,euclidiana_teste,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH
IP100_IT300_poi_matern3_2,EMEP1403_EXPL2_3_9.BNX,EMEP1403_PREV2_3_9.BNX,6.178354889401016,0.7771478668447843,28.98085208245617,3.76746418095155,7.97273440494586,16.167164518836938,18.130880139157156,0.9931171423620871,348.56440122274,170.12079041397922,0.2203487762074312,12.31580262056794,4.23425017888596,7.241818221537165,78.0
