simulacao_escolhida_treinamento,bnx_train,euclidiana_treinamento,EMFL,FLSH,FLSD,SDPM,FLLF,LFMAX,SLAVR,SIZLF,WTPSD,SFDUR,SDPDV,PODUR,THRSH
IP200_IT300_poi_matern3_2,EMEP1403_EXPL1_3_9.BNX,3.952300340815274,20.0302118240234,5.0,7.718919451851256,14.0,16.485794809081476,0.98,330.4984705186142,142.8849928046755,0.22,11.03914823792618,4.836667417740389,4.602906843662401,78.0
